parents_occupation,child_nursery,family_form,num_children,housing,financial_standing,social_conditions,health_conditions,application_decision
usual,proper,completed,1,convenient,,problematic,not recommended,not recommended
usual,proper,completed,1,,convenient,,recommended,very recommended
,proper,completed,,less convenient,convenient,non-problematic,priority,priority
usual,proper,completed,,less convenient,convenient,,,not recommended
usual,proper,completed,,less convenient,,slightly problematic,recommended,very recommended
usual,proper,completed,1,less convenient,convenient,slightly problematic,priority,priority
,proper,completed,,less convenient,,slightly problematic,not recommended,not recommended
usual,proper,completed,1,less convenient,convenient,problematic,,priority
usual,proper,,,less convenient,convenient,problematic,priority,priority
usual,proper,completed,1,,convenient,problematic,not recommended,not recommended
usual,proper,completed,1,less convenient,inconvenient,non-problematic,,very recommended
usual,proper,completed,1,less convenient,,non-problematic,,priority
usual,proper,completed,1,less convenient,inconvenient,non-problematic,,not recommended
usual,proper,completed,1,less convenient,,slightly problematic,recommended,
usual,,completed,1,less convenient,inconvenient,slightly problematic,priority,
usual,proper,completed,1,less convenient,,,not recommended,not recommended
,proper,completed,1,less convenient,,problematic,recommended,
,proper,completed,1,less convenient,inconvenient,problematic,priority,priority
usual,proper,completed,1,less convenient,inconvenient,problematic,not recommended,not recommended
usual,proper,,1,critical,convenient,non-problematic,recommended,priority
usual,proper,,1,critical,convenient,,,priority
usual,proper,completed,,critical,convenient,non-problematic,not recommended,
,proper,,,critical,convenient,slightly problematic,recommended,priority
usual,proper,,1,,convenient,slightly problematic,priority,priority
usual,proper,,1,critical,convenient,slightly problematic,not recommended,not recommended
usual,proper,completed,1,critical,,problematic,,priority
,proper,completed,,critical,convenient,problematic,,priority
usual,,,1,critical,convenient,problematic,not recommended,not recommended
,proper,completed,1,critical,inconvenient,,recommended,
usual,,,1,critical,inconvenient,non-problematic,,
usual,proper,completed,1,critical,inconvenient,non-problematic,not recommended,not recommended
usual,proper,completed,1,critical,inconvenient,slightly problematic,recommended,priority
usual,proper,completed,1,critical,inconvenient,,priority,
usual,proper,,,critical,inconvenient,slightly problematic,,not recommended
usual,proper,completed,1,critical,inconvenient,problematic,recommended,
usual,,completed,1,critical,,,priority,
,proper,completed,1,critical,,problematic,not recommended,not recommended
usual,proper,completed,2,convenient,convenient,non-problematic,recommended,very recommended
,proper,completed,2,convenient,convenient,non-problematic,priority,
,proper,completed,2,convenient,convenient,non-problematic,,not recommended
usual,proper,completed,2,convenient,convenient,slightly problematic,recommended,very recommended
usual,,completed,2,convenient,convenient,slightly problematic,priority,priority
usual,,completed,,convenient,convenient,slightly problematic,not recommended,
usual,proper,completed,2,convenient,convenient,problematic,recommended,priority
usual,proper,completed,2,convenient,convenient,problematic,priority,priority
usual,proper,completed,,convenient,convenient,problematic,not recommended,
usual,proper,completed,2,convenient,,non-problematic,recommended,very recommended
usual,,completed,2,convenient,inconvenient,non-problematic,priority,
usual,proper,completed,2,,inconvenient,non-problematic,not recommended,
usual,proper,completed,2,convenient,inconvenient,,recommended,
usual,proper,,2,,inconvenient,slightly problematic,,priority
usual,proper,,2,convenient,inconvenient,,,not recommended
usual,proper,completed,2,convenient,inconvenient,problematic,recommended,priority
usual,proper,completed,2,convenient,inconvenient,,priority,priority
usual,proper,completed,,convenient,inconvenient,problematic,not recommended,not recommended
usual,proper,,2,less convenient,convenient,non-problematic,,very recommended
,proper,completed,,less convenient,,non-problematic,priority,
usual,,completed,2,less convenient,,non-problematic,not recommended,not recommended
usual,proper,completed,2,less convenient,convenient,slightly problematic,,very recommended
usual,proper,completed,2,,,slightly problematic,priority,priority
usual,proper,completed,2,,convenient,slightly problematic,,not recommended
usual,proper,completed,2,less convenient,convenient,problematic,,priority
usual,proper,completed,2,less convenient,convenient,problematic,priority,priority
usual,proper,,2,less convenient,convenient,problematic,not recommended,not recommended
,proper,completed,2,,,non-problematic,recommended,very recommended
,proper,completed,,,inconvenient,non-problematic,priority,priority
usual,,completed,2,less convenient,inconvenient,non-problematic,not recommended,not recommended
usual,proper,,,less convenient,inconvenient,,recommended,
usual,proper,completed,2,less convenient,,slightly problematic,priority,priority
usual,,completed,2,less convenient,inconvenient,slightly problematic,not recommended,
usual,proper,completed,2,less convenient,,problematic,recommended,priority
usual,proper,completed,,less convenient,inconvenient,,,priority
usual,proper,,2,less convenient,inconvenient,problematic,not recommended,not recommended
usual,proper,completed,2,critical,,,,priority
usual,,completed,2,critical,convenient,non-problematic,,priority
usual,proper,completed,2,,,non-problematic,not recommended,
usual,proper,completed,2,critical,convenient,,recommended,priority
usual,proper,completed,2,critical,convenient,,priority,priority
,proper,completed,2,critical,convenient,slightly problematic,not recommended,
usual,proper,completed,2,critical,,problematic,recommended,priority
,,completed,2,critical,convenient,problematic,priority,priority
usual,,completed,,critical,convenient,,not recommended,not recommended
usual,proper,,2,critical,inconvenient,non-problematic,recommended,priority
usual,proper,completed,2,critical,inconvenient,non-problematic,priority,
usual,,completed,2,,,,not recommended,not recommended
usual,proper,completed,2,critical,inconvenient,slightly problematic,recommended,priority
usual,proper,completed,2,critical,inconvenient,slightly problematic,priority,
usual,proper,completed,,,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,completed,2,critical,,problematic,recommended,priority
usual,,,2,,inconvenient,problematic,,priority
usual,proper,completed,2,,inconvenient,problematic,not recommended,not recommended
usual,proper,completed,3,convenient,convenient,non-problematic,,very recommended
usual,proper,completed,3,convenient,convenient,non-problematic,,priority
usual,,completed,3,convenient,,non-problematic,not recommended,not recommended
usual,proper,,3,convenient,convenient,slightly problematic,recommended,very recommended
usual,proper,completed,3,convenient,convenient,slightly problematic,priority,
usual,proper,completed,3,convenient,convenient,slightly problematic,not recommended,not recommended
usual,,completed,3,convenient,,problematic,,priority
usual,proper,completed,3,convenient,convenient,problematic,,priority
usual,proper,,3,convenient,convenient,,not recommended,
usual,proper,completed,3,convenient,inconvenient,non-problematic,recommended,priority
usual,,completed,,convenient,inconvenient,non-problematic,priority,priority
usual,proper,completed,,convenient,inconvenient,non-problematic,not recommended,not recommended
,proper,completed,3,convenient,inconvenient,,recommended,priority
,proper,completed,3,convenient,,slightly problematic,,priority
,proper,completed,3,convenient,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,completed,3,convenient,inconvenient,,,priority
usual,,completed,3,convenient,inconvenient,,priority,priority
usual,proper,completed,3,convenient,inconvenient,problematic,not recommended,
,proper,completed,3,less convenient,convenient,non-problematic,recommended,priority
,proper,completed,3,less convenient,convenient,non-problematic,,priority
usual,,,3,,convenient,non-problematic,not recommended,not recommended
usual,proper,,3,less convenient,convenient,slightly problematic,recommended,
,proper,completed,,less convenient,convenient,slightly problematic,priority,
usual,proper,completed,3,,convenient,slightly problematic,not recommended,not recommended
usual,proper,completed,3,less convenient,convenient,problematic,,priority
usual,proper,completed,3,less convenient,convenient,problematic,priority,priority
usual,proper,completed,3,less convenient,convenient,problematic,,not recommended
usual,proper,,3,less convenient,,non-problematic,recommended,
usual,proper,completed,3,,,,,priority
usual,proper,completed,,less convenient,inconvenient,non-problematic,not recommended,not recommended
usual,proper,completed,3,less convenient,inconvenient,slightly problematic,recommended,priority
usual,proper,completed,,less convenient,inconvenient,slightly problematic,,priority
usual,proper,completed,3,less convenient,inconvenient,,not recommended,
usual,proper,,,,inconvenient,problematic,recommended,
,,,3,less convenient,inconvenient,,priority,priority
usual,proper,,3,less convenient,inconvenient,problematic,not recommended,not recommended
usual,proper,completed,3,critical,,non-problematic,recommended,priority
usual,proper,,3,,convenient,,priority,priority
usual,proper,completed,3,critical,,non-problematic,,not recommended
usual,proper,completed,3,,convenient,slightly problematic,recommended,priority
usual,proper,completed,3,critical,,slightly problematic,priority,priority
,proper,completed,3,critical,,slightly problematic,not recommended,not recommended
usual,,completed,,critical,convenient,problematic,recommended,priority
usual,proper,completed,3,,convenient,problematic,priority,priority
usual,,completed,3,critical,,problematic,not recommended,not recommended
,proper,completed,3,critical,inconvenient,non-problematic,,priority
usual,proper,,,critical,inconvenient,non-problematic,priority,priority
usual,proper,completed,3,,inconvenient,non-problematic,not recommended,not recommended
usual,proper,completed,3,critical,inconvenient,,,priority
usual,proper,completed,3,critical,inconvenient,slightly problematic,priority,priority
usual,proper,,3,critical,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,,,critical,inconvenient,problematic,,priority
,proper,completed,3,,inconvenient,problematic,priority,priority
usual,proper,completed,3,critical,inconvenient,problematic,,
usual,proper,completed,more than 3,convenient,convenient,non-problematic,,very recommended
,,completed,more than 3,convenient,convenient,non-problematic,priority,
usual,proper,completed,,convenient,convenient,non-problematic,not recommended,not recommended
usual,proper,completed,more than 3,convenient,convenient,slightly problematic,recommended,very recommended
usual,proper,completed,more than 3,convenient,convenient,slightly problematic,priority,priority
usual,proper,,more than 3,convenient,convenient,slightly problematic,not recommended,
usual,proper,completed,more than 3,convenient,,problematic,recommended,
usual,proper,completed,more than 3,,,problematic,priority,priority
usual,proper,completed,more than 3,convenient,convenient,,not recommended,not recommended
usual,proper,completed,more than 3,,,non-problematic,,priority
usual,proper,completed,more than 3,convenient,inconvenient,,priority,priority
usual,proper,,more than 3,convenient,inconvenient,non-problematic,not recommended,
usual,,completed,more than 3,convenient,inconvenient,,recommended,
usual,proper,completed,more than 3,,,,priority,priority
usual,proper,completed,more than 3,convenient,inconvenient,slightly problematic,,not recommended
usual,proper,,more than 3,convenient,,problematic,recommended,
,proper,completed,more than 3,convenient,,problematic,priority,
usual,proper,completed,,convenient,inconvenient,problematic,,not recommended
usual,proper,completed,more than 3,less convenient,convenient,non-problematic,recommended,priority
usual,proper,completed,,less convenient,convenient,non-problematic,priority,priority
usual,proper,completed,more than 3,less convenient,convenient,,,not recommended
,proper,completed,more than 3,less convenient,convenient,slightly problematic,recommended,priority
,proper,,more than 3,less convenient,,slightly problematic,priority,priority
usual,proper,,more than 3,less convenient,convenient,,not recommended,not recommended
usual,,completed,more than 3,less convenient,convenient,problematic,recommended,
usual,proper,completed,more than 3,,convenient,problematic,,priority
usual,,completed,more than 3,less convenient,convenient,problematic,not recommended,not recommended
,proper,completed,more than 3,less convenient,inconvenient,non-problematic,recommended,
,proper,completed,more than 3,less convenient,inconvenient,non-problematic,priority,
,proper,completed,more than 3,,,non-problematic,not recommended,
usual,,completed,more than 3,,inconvenient,slightly problematic,recommended,priority
,proper,completed,more than 3,less convenient,inconvenient,slightly problematic,,
usual,proper,completed,more than 3,less convenient,,slightly problematic,not recommended,not recommended
usual,proper,completed,more than 3,less convenient,inconvenient,problematic,recommended,priority
usual,proper,,more than 3,less convenient,inconvenient,problematic,priority,priority
,proper,completed,more than 3,less convenient,inconvenient,,not recommended,not recommended
,,,more than 3,,convenient,non-problematic,recommended,priority
usual,proper,completed,more than 3,critical,convenient,non-problematic,priority,
,proper,completed,more than 3,critical,convenient,non-problematic,not recommended,not recommended
usual,proper,,,critical,convenient,slightly problematic,,priority
usual,proper,completed,more than 3,critical,convenient,,,priority
usual,proper,completed,more than 3,critical,convenient,slightly problematic,not recommended,not recommended
usual,proper,,more than 3,critical,,problematic,recommended,
usual,proper,,more than 3,critical,,problematic,priority,
,proper,completed,more than 3,critical,convenient,problematic,not recommended,not recommended
usual,,,more than 3,critical,inconvenient,non-problematic,recommended,priority
usual,proper,completed,more than 3,critical,inconvenient,non-problematic,priority,priority
,proper,completed,more than 3,critical,inconvenient,non-problematic,not recommended,not recommended
usual,proper,completed,,critical,inconvenient,slightly problematic,,priority
usual,,completed,more than 3,critical,inconvenient,,priority,
usual,proper,completed,,critical,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,completed,,critical,inconvenient,problematic,recommended,
usual,,,more than 3,,inconvenient,,priority,priority
usual,proper,completed,more than 3,critical,inconvenient,problematic,not recommended,not recommended
usual,proper,incomplete,1,convenient,convenient,non-problematic,recommended,
usual,proper,incomplete,1,convenient,convenient,non-problematic,priority,priority
usual,proper,incomplete,1,,convenient,,not recommended,not recommended
usual,proper,incomplete,1,convenient,convenient,slightly problematic,recommended,very recommended
usual,,incomplete,1,convenient,,slightly problematic,,priority
usual,proper,incomplete,1,,,slightly problematic,not recommended,not recommended
,proper,,,convenient,convenient,,recommended,
usual,proper,,1,convenient,convenient,problematic,,
usual,proper,,1,,convenient,problematic,,not recommended
usual,proper,incomplete,1,convenient,inconvenient,non-problematic,recommended,very recommended
,proper,incomplete,1,convenient,inconvenient,non-problematic,priority,
usual,proper,incomplete,,convenient,inconvenient,,not recommended,not recommended
usual,proper,incomplete,,convenient,inconvenient,slightly problematic,,
usual,proper,incomplete,1,,,slightly problematic,priority,
usual,proper,incomplete,1,convenient,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,incomplete,1,,inconvenient,problematic,recommended,priority
,proper,,1,convenient,inconvenient,problematic,priority,priority
usual,proper,incomplete,1,convenient,inconvenient,problematic,not recommended,not recommended
usual,proper,incomplete,1,less convenient,,non-problematic,,very recommended
usual,proper,incomplete,1,less convenient,convenient,,,priority
usual,proper,incomplete,1,less convenient,convenient,non-problematic,not recommended,not recommended
usual,proper,incomplete,1,less convenient,convenient,slightly problematic,recommended,
,proper,incomplete,,less convenient,convenient,slightly problematic,priority,priority
usual,,,1,,convenient,slightly problematic,not recommended,
usual,proper,incomplete,,less convenient,convenient,problematic,recommended,
,proper,incomplete,1,less convenient,,problematic,priority,priority
usual,proper,incomplete,1,less convenient,convenient,problematic,,not recommended
usual,proper,incomplete,1,,inconvenient,non-problematic,recommended,very recommended
usual,,,1,less convenient,inconvenient,,priority,priority
usual,,,1,less convenient,inconvenient,,not recommended,not recommended
usual,proper,incomplete,,less convenient,inconvenient,slightly problematic,recommended,very recommended
,proper,,,less convenient,inconvenient,slightly problematic,priority,priority
usual,proper,incomplete,1,less convenient,inconvenient,slightly problematic,not recommended,
usual,,incomplete,1,less convenient,inconvenient,problematic,recommended,priority
usual,,,1,less convenient,inconvenient,problematic,,
usual,,incomplete,1,less convenient,,,,not recommended
usual,proper,incomplete,1,,convenient,non-problematic,recommended,priority
usual,proper,incomplete,1,critical,convenient,non-problematic,priority,
usual,proper,incomplete,1,,convenient,,not recommended,not recommended
usual,proper,incomplete,1,critical,convenient,slightly problematic,recommended,
usual,proper,incomplete,,critical,convenient,,priority,priority
usual,proper,incomplete,,critical,convenient,slightly problematic,not recommended,not recommended
usual,,incomplete,1,critical,convenient,,recommended,priority
