parents_occupation,child_nursery,family_form,num_children,housing,financial_standing,social_conditions,health_conditions,application_decision
,proper,complete,2,,convenient,,priority,
,,,2,,convenient,,not recommended,
,proper,,,critical,convenient,,,priority
,,,2,critical,,,,priority
,,complete,,critical,,,,not recommended
usual,proper,,2,,,non-problematic,,
,,,2,,inconvenient,non-problematic,,
,proper,,2,,inconvenient,,,not recommended
usual,,complete,,critical,inconvenient,,,
usual,proper,,,critical,inconvenient,slightly problematic,,
,proper,,2,,inconvenient,slightly problematic,not recommended,
,,complete,2,critical,inconvenient,problematic,,priority
,,complete,,,inconvenient,,priority,
,,,2,,inconvenient,,not recommended,not recommended
usual,,,,convenient,,,recommended,
usual,,,3,,convenient,,,priority
usual,proper,,3,,,non-problematic,,not recommended
,,complete,3,convenient,convenient,slightly problematic,recommended,very recommended
,,,3,convenient,,slightly problematic,priority,
usual,proper,,3,,convenient,slightly problematic,not recommended,
usual,proper,,3,,convenient,,,
usual,,complete,,,convenient,problematic,,priority
usual,proper,,,convenient,,problematic,not recommended,not recommended
usual,proper,,3,,,non-problematic,recommended,priority
usual,,,3,,,,,
,,,3,,,non-problematic,,not recommended
usual,,,3,convenient,,slightly problematic,,priority
,proper,complete,3,convenient,,,,
usual,,,3,convenient,inconvenient,slightly problematic,,
usual,proper,,3,,,problematic,recommended,priority
,proper,,,convenient,inconvenient,problematic,priority,priority
usual,,,,,inconvenient,,,
usual,,complete,,,convenient,non-problematic,,priority
usual,,complete,3,less convenient,convenient,non-problematic,priority,priority
usual,proper,complete,3,,convenient,non-problematic,,not recommended
,,complete,,less convenient,convenient,slightly problematic,,
usual,proper,complete,,less convenient,convenient,slightly problematic,,priority
usual,proper,,3,less convenient,,slightly problematic,not recommended,
,proper,,3,,convenient,,recommended,priority
usual,proper,,3,,,,,priority
usual,,,3,,,,not recommended,not recommended
,,complete,3,,inconvenient,,,priority
,proper,,,less convenient,,non-problematic,,
,proper,,3,,inconvenient,,not recommended,not recommended
usual,proper,complete,3,,,slightly problematic,recommended,priority
,,,3,,,,,priority
,proper,,,,,,,not recommended
,proper,complete,3,,,,,priority
,,complete,3,less convenient,,,priority,
,,,,,inconvenient,problematic,not recommended,
,,complete,3,,convenient,,recommended,priority
usual,proper,complete,,critical,,non-problematic,priority,priority
,proper,complete,3,,,,,not recommended
,proper,,,critical,convenient,,recommended,priority
,proper,complete,3,,convenient,,,
,proper,complete,3,,,,not recommended,
usual,proper,,3,,convenient,problematic,,
usual,proper,,3,critical,convenient,,priority,priority
,,complete,,critical,,,not recommended,
usual,,complete,,,inconvenient,,recommended,
usual,,complete,,,,,priority,
usual,,,3,critical,,,,not recommended
usual,,complete,3,critical,inconvenient,,,
,proper,complete,,,,slightly problematic,,priority
,,complete,3,,inconvenient,slightly problematic,not recommended,
usual,,complete,,,,problematic,,priority
usual,,complete,,critical,,problematic,priority,priority
usual,,complete,3,critical,,problematic,not recommended,not recommended
,proper,,more than 3,,convenient,non-problematic,,very recommended
,proper,complete,more than 3,convenient,convenient,,,priority
usual,proper,complete,,convenient,,non-problematic,,
,,complete,,,,,,
usual,proper,complete,,,convenient,slightly problematic,,
,,,more than 3,convenient,convenient,slightly problematic,not recommended,not recommended
usual,,,,convenient,convenient,,recommended,
usual,,,,,,,priority,priority
,proper,complete,,,,,not recommended,
usual,proper,,more than 3,,inconvenient,,recommended,priority
,proper,complete,more than 3,convenient,inconvenient,,,priority
,proper,complete,,,inconvenient,,not recommended,
usual,,complete,,convenient,,slightly problematic,recommended,
,,complete,more than 3,convenient,,,priority,
usual,,complete,,,inconvenient,slightly problematic,not recommended,
,proper,complete,,,,problematic,,
,,,more than 3,,inconvenient,,priority,priority
usual,proper,,,convenient,inconvenient,problematic,not recommended,not recommended
,,complete,more than 3,,convenient,,recommended,
,proper,,more than 3,less convenient,convenient,,,
usual,proper,complete,more than 3,less convenient,convenient,,not recommended,
usual,proper,complete,,,,,,priority
usual,,,,less convenient,convenient,slightly problematic,,priority
usual,,complete,,less convenient,,slightly problematic,not recommended,not recommended
usual,,,,,convenient,,recommended,priority
usual,,complete,more than 3,,convenient,problematic,,priority
,,,,,,problematic,not recommended,not recommended
,,complete,,,inconvenient,,recommended,priority
,,complete,,,inconvenient,,priority,priority
,,,,,inconvenient,,not recommended,not recommended
usual,proper,,more than 3,less convenient,,,recommended,
,,,more than 3,less convenient,inconvenient,,,
,,complete,,less convenient,,,,not recommended
usual,proper,,,less convenient,,problematic,,
,,complete,,,,,priority,priority
usual,proper,,more than 3,,,problematic,,not recommended
,proper,complete,more than 3,critical,convenient,,recommended,
usual,proper,complete,,,convenient,,,
usual,proper,,,,convenient,non-problematic,,
,proper,complete,,,,slightly problematic,,priority
usual,,,,critical,convenient,slightly problematic,priority,
usual,proper,,more than 3,critical,convenient,slightly problematic,not recommended,not recommended
,,complete,,,,,recommended,priority
,,,more than 3,critical,,problematic,priority,priority
usual,,complete,,critical,convenient,problematic,not recommended,
usual,proper,complete,,,,non-problematic,recommended,
usual,proper,complete,more than 3,critical,inconvenient,,priority,priority
usual,proper,complete,,,,,not recommended,not recommended
,,complete,,critical,inconvenient,slightly problematic,,
usual,proper,,more than 3,,inconvenient,,priority,
,,,more than 3,critical,,,not recommended,not recommended
usual,,,more than 3,,inconvenient,,recommended,
usual,,complete,,critical,inconvenient,problematic,priority,priority
usual,,complete,,,,,not recommended,not recommended
usual,proper,,,,,,,very recommended
usual,proper,completed,1,,convenient,non-problematic,,
usual,,completed,1,,,,,
usual,,completed,,convenient,,,recommended,very recommended
,proper,,,,,slightly problematic,,
usual,proper,,1,,convenient,slightly problematic,not recommended,
,,,,convenient,,,recommended,
usual,,,,,convenient,,priority,
,proper,,1,convenient,convenient,problematic,,
,proper,completed,,convenient,,non-problematic,,very recommended
usual,,,,,,non-problematic,priority,priority
,proper,completed,,convenient,inconvenient,,,
,proper,completed,1,,,slightly problematic,recommended,
usual,proper,,,convenient,,,,
usual,proper,,1,convenient,inconvenient,,,not recommended
usual,,,,convenient,inconvenient,,,priority
usual,,completed,1,,inconvenient,,priority,priority
usual,proper,,1,convenient,,problematic,not recommended,
usual,proper,,1,,,,recommended,very recommended
,,completed,,less convenient,convenient,non-problematic,priority,
usual,proper,completed,,less convenient,,,,not recommended
usual,proper,completed,,less convenient,,slightly problematic,recommended,very recommended
usual,,,1,,,,priority,
,proper,completed,,,,,,not recommended
usual,proper,,1,,convenient,problematic,,priority
,proper,,,less convenient,,problematic,,priority
usual,proper,,,,,problematic,not recommended,not recommended
usual,proper,completed,,less convenient,inconvenient,non-problematic,,
,proper,completed,,less convenient,,,,priority
usual,,completed,,less convenient,inconvenient,non-problematic,,not recommended
usual,,completed,,less convenient,,slightly problematic,recommended,
,,,,less convenient,,,priority,
usual,proper,completed,1,less convenient,,,,not recommended
,proper,completed,1,less convenient,,problematic,recommended,
,proper,completed,1,less convenient,inconvenient,problematic,,
,proper,completed,1,,inconvenient,problematic,not recommended,not recommended
,proper,,,,convenient,non-problematic,recommended,priority
usual,proper,,,,,,,
usual,,,,critical,,,not recommended,
,,,,,convenient,slightly problematic,recommended,
usual,,,1,,,slightly problematic,priority,
usual,proper,,,,,,not recommended,not recommended
usual,,completed,1,critical,,problematic,,
,proper,completed,,,,,,
usual,,,,critical,convenient,problematic,,not recommended
,proper,completed,1,critical,inconvenient,,recommended,
usual,,,,,,non-problematic,,
usual,,completed,1,critical,inconvenient,,not recommended,
,proper,,1,critical,inconvenient,slightly problematic,,
usual,,completed,1,critical,,,,
usual,,,,critical,inconvenient,,,
,proper,completed,,,inconvenient,,recommended,
,,completed,1,,,,,
,proper,,,critical,,problematic,,not recommended
usual,proper,completed,,convenient,,,,very recommended
,proper,completed,2,convenient,,,,
,,,2,convenient,,non-problematic,,
usual,,,2,convenient,convenient,slightly problematic,recommended,
,,,2,,convenient,slightly problematic,priority,priority
usual,,completed,,convenient,,slightly problematic,not recommended,
,proper,,2,convenient,,,,priority
,proper,,2,convenient,convenient,,priority,priority
usual,proper,,,convenient,,problematic,not recommended,
usual,,completed,2,convenient,,,recommended,very recommended
usual,,,,convenient,,,priority,
usual,proper,completed,,,inconvenient,non-problematic,not recommended,
usual,proper,completed,2,convenient,inconvenient,,,
,,,,,inconvenient,slightly problematic,,priority
usual,,,2,convenient,inconvenient,,,
,,,2,convenient,,problematic,,
,proper,completed,2,,inconvenient,,priority,priority
,proper,completed,,convenient,,problematic,not recommended,not recommended
usual,proper,,2,,,,,very recommended
,proper,,,less convenient,,,priority,
usual,,,2,,,,,not recommended
,proper,completed,,less convenient,,slightly problematic,,very recommended
,,completed,2,,,slightly problematic,priority,priority
usual,proper,completed,,,convenient,slightly problematic,,
usual,proper,,,,,,,priority
,proper,completed,,less convenient,,problematic,,priority
usual,,,2,less convenient,,problematic,,not recommended
,proper,,,,,non-problematic,,very recommended
,,,,,,,,priority
usual,,,2,less convenient,inconvenient,,not recommended,not recommended
usual,proper,,,less convenient,inconvenient,,,
,proper,completed,,,,,priority,priority
usual,,completed,2,less convenient,,,,
,,,2,,,problematic,recommended,priority
usual,proper,completed,,,,,,priority
usual,proper,,2,less convenient,,problematic,,
usual,,,2,critical,,,,priority
,,completed,2,,convenient,non-problematic,,
usual,,completed,,,,,,
usual,proper,completed,2,,convenient,,recommended,priority
usual,proper,completed,,,convenient,,priority,priority
,proper,completed,2,critical,convenient,slightly problematic,not recommended,
,proper,,2,critical,,problematic,recommended,
,,,2,,convenient,,,priority
usual,,,,,convenient,,,
usual,proper,,2,,,non-problematic,recommended,priority
usual,,completed,,critical,,non-problematic,,
usual,,completed,,,,,not recommended,
usual,proper,,2,critical,inconvenient,,,priority
usual,proper,,2,,,,priority,
,proper,,,,inconvenient,slightly problematic,,not recommended
usual,,completed,2,critical,,problematic,recommended,
,,,2,,,problematic,,priority
,,,,,inconvenient,problematic,,not recommended
usual,proper,,,,convenient,non-problematic,,
usual,proper,completed,3,,convenient,non-problematic,,priority
usual,,completed,3,convenient,,,not recommended,
usual,proper,,3,convenient,,slightly problematic,recommended,very recommended
usual,,completed,3,convenient,convenient,,priority,
,,completed,3,convenient,convenient,slightly problematic,not recommended,
,,completed,3,,,problematic,,priority
usual,,,3,convenient,convenient,problematic,,priority
usual,proper,,3,convenient,,,not recommended,
,,completed,3,convenient,,non-problematic,recommended,priority
usual,,completed,,convenient,,,,priority
,proper,,,convenient,,,not recommended,
,,completed,3,convenient,inconvenient,,,priority
,,,,convenient,,slightly problematic,,priority
,,completed,3,,,,,
,,,3,convenient,inconvenient,,,priority
,,completed,3,convenient,,,priority,
usual,proper,completed,,,inconvenient,problematic,not recommended,
,proper,completed,3,,convenient,non-problematic,recommended,
,proper,,,less convenient,,non-problematic,,priority
usual,,,,,convenient,non-problematic,,
,proper,,3,less convenient,convenient,,recommended,
,proper,completed,,,,,,
,proper,completed,3,,convenient,slightly problematic,not recommended,not recommended
usual,proper,,3,less convenient,convenient,problematic,,
usual,proper,completed,,,convenient,problematic,priority,
usual,,completed,,,convenient,problematic,,not recommended
,,,,less convenient,,,recommended,
usual,,completed,,,,,,priority
usual,proper,completed,,,,,not recommended,not recommended
,,completed,3,,inconvenient,slightly problematic,,
usual,proper,completed,,,inconvenient,slightly problematic,,priority
usual,proper,completed,3,,inconvenient,,not recommended,
usual,,,,,inconvenient,problematic,recommended,
,,,3,,,,,priority
usual,,,,,,problematic,not recommended,not recommended
,,completed,3,critical,,non-problematic,,priority
usual,proper,,3,,,,priority,
,proper,,3,,,non-problematic,,
usual,proper,completed,,,convenient,slightly problematic,recommended,priority
usual,,,3,,,slightly problematic,priority,
,,completed,3,,,slightly problematic,,not recommended
usual,,completed,,,convenient,,recommended,priority
,,,,,,,priority,priority
usual,,,3,,,problematic,not recommended,not recommended
,proper,completed,3,critical,inconvenient,non-problematic,,priority
usual,proper,,,critical,inconvenient,non-problematic,priority,priority
usual,proper,completed,3,,,non-problematic,,
,,,,critical,inconvenient,,,priority
,proper,completed,3,,inconvenient,,priority,priority
,,,3,,inconvenient,,not recommended,not recommended
usual,proper,,,critical,,,,
,proper,,3,,inconvenient,,priority,priority
,proper,completed,3,critical,,problematic,,
usual,,completed,more than 3,convenient,convenient,,,
,,,more than 3,convenient,,non-problematic,,
usual,proper,completed,,convenient,convenient,non-problematic,not recommended,not recommended
usual,proper,completed,more than 3,,convenient,,,very recommended
usual,proper,,more than 3,,convenient,slightly problematic,priority,priority
usual,proper,,,convenient,convenient,,not recommended,
usual,proper,completed,more than 3,,,problematic,recommended,
usual,,completed,more than 3,,,problematic,priority,priority
usual,proper,completed,more than 3,,,,not recommended,
usual,proper,completed,,,,,,priority
usual,proper,completed,,convenient,inconvenient,,priority,
usual,proper,,more than 3,convenient,inconvenient,,not recommended,
,,completed,more than 3,convenient,inconvenient,,,
,,,,,,,priority,priority
usual,,,more than 3,,,,,
,proper,,,convenient,,,recommended,
,,,more than 3,convenient,,problematic,priority,
usual,,,,,,problematic,,
,proper,completed,more than 3,less convenient,convenient,,recommended,priority
usual,proper,,,,convenient,,,priority
,proper,,,,convenient,,,not recommended
,proper,completed,,less convenient,,slightly problematic,,priority
,proper,,,,,slightly problematic,,priority
usual,proper,,,less convenient,,,not recommended,not recommended
usual,,completed,,,convenient,,,
usual,proper,completed,more than 3,,,,,
usual,,,,,convenient,,,not recommended
,,,more than 3,less convenient,inconvenient,,recommended,
,,,more than 3,less convenient,inconvenient,non-problematic,priority,
,proper,,more than 3,,,,,
usual,,completed,,,,slightly problematic,,priority
,proper,,more than 3,less convenient,inconvenient,,,
usual,proper,completed,,,,slightly problematic,not recommended,not recommended
,proper,completed,,less convenient,inconvenient,problematic,recommended,
,proper,,more than 3,less convenient,inconvenient,problematic,,
,,,,less convenient,inconvenient,,,not recommended
,,,more than 3,,convenient,,recommended,
,proper,completed,more than 3,critical,convenient,non-problematic,priority,
,,completed,,,convenient,non-problematic,not recommended,
usual,,,,,,slightly problematic,,priority
usual,,,,critical,,,,priority
usual,,completed,more than 3,critical,convenient,slightly problematic,not recommended,not recommended
,,,more than 3,critical,,problematic,,
usual,,,more than 3,critical,,problematic,priority,
,proper,,more than 3,critical,convenient,,not recommended,
,,,more than 3,,,non-problematic,,priority
,proper,completed,,,,non-problematic,,
,,,more than 3,,,non-problematic,not recommended,
,,completed,,critical,inconvenient,slightly problematic,,
,,completed,more than 3,critical,inconvenient,,,
usual,proper,completed,,,inconvenient,,not recommended,not recommended
usual,,,,,,problematic,recommended,
,,,more than 3,,,,priority,priority
,proper,completed,more than 3,,inconvenient,problematic,not recommended,not recommended
usual,,incomplete,1,convenient,,non-problematic,recommended,
usual,proper,incomplete,,,convenient,,priority,
usual,,incomplete,,,,,not recommended,not recommended
,proper,,1,convenient,convenient,,recommended,
usual,,incomplete,1,convenient,,slightly problematic,,priority
,,incomplete,,,,,not recommended,not recommended
,,,,convenient,convenient,,,
usual,proper,,,convenient,convenient,,,
usual,,,1,,convenient,,,not recommended
,proper,incomplete,,convenient,,non-problematic,,very recommended
,,incomplete,1,,,non-problematic,priority,
,,incomplete,,,inconvenient,,,
,,incomplete,,convenient,inconvenient,slightly problematic,,
,,,1,,,,priority,
usual,,incomplete,1,,,,,not recommended
usual,proper,incomplete,,,inconvenient,,recommended,
,proper,,1,convenient,inconvenient,problematic,priority,priority
,,incomplete,,,,problematic,not recommended,
usual,proper,incomplete,1,less convenient,,non-problematic,,very recommended
usual,,,1,,convenient,,,priority
usual,proper,,1,less convenient,convenient,non-problematic,not recommended,
,proper,,1,,convenient,slightly problematic,,
,proper,incomplete,,less convenient,,,priority,
,,,,,convenient,,not recommended,
,proper,incomplete,,less convenient,convenient,problematic,recommended,
,proper,,1,,,problematic,,priority
usual,proper,incomplete,1,less convenient,convenient,,,
,proper,incomplete,1,,inconvenient,,recommended,very recommended
,,,1,less convenient,inconvenient,,,priority
usual,,,1,,,,not recommended,not recommended
usual,proper,incomplete,,less convenient,,slightly problematic,,
,,,,less convenient,,slightly problematic,priority,priority
usual,proper,,,,inconvenient,slightly problematic,,
usual,,incomplete,1,less convenient,inconvenient,problematic,,priority
usual,,,,,inconvenient,problematic,,
usual,,,1,less convenient,,,,not recommended
usual,,incomplete,1,,,non-problematic,,
usual,proper,incomplete,1,critical,,non-problematic,,
usual,proper,,1,,,,not recommended,not recommended
,proper,,1,,,slightly problematic,,
usual,proper,,,,convenient,,priority,priority
,,,,critical,,,not recommended,
usual,,incomplete,1,critical,convenient,,,priority
usual,,,,,,problematic,,
usual,proper,incomplete,1,,convenient,problematic,,not recommended
usual,,,,,,non-problematic,,priority
usual,proper,incomplete,,,inconvenient,non-problematic,priority,
usual,,incomplete,1,,inconvenient,,,not recommended
usual,proper,incomplete,,critical,inconvenient,,recommended,
usual,,,,critical,,,priority,priority
,,,,critical,inconvenient,slightly problematic,,not recommended
usual,proper,incomplete,1,critical,,problematic,recommended,priority
,proper,incomplete,,,inconvenient,problematic,priority,
usual,,,,,,,,
usual,,,2,,convenient,,,very recommended
usual,proper,incomplete,2,,,,,priority
usual,,incomplete,2,,,,,
usual,,,2,convenient,convenient,,,very recommended
,,incomplete,2,,,,,
,,incomplete,2,convenient,,,,
,proper,incomplete,2,,convenient,,,
usual,proper,,2,convenient,,,,priority
,proper,,2,,convenient,problematic,not recommended,not recommended
,proper,,,convenient,,non-problematic,recommended,
usual,,,,convenient,inconvenient,non-problematic,priority,
,proper,,,,inconvenient,non-problematic,,
usual,proper,,2,,,slightly problematic,recommended,
usual,proper,incomplete,2,convenient,,,,
usual,proper,,,,,slightly problematic,,not recommended
usual,,,,convenient,inconvenient,,recommended,priority
,,incomplete,2,convenient,inconvenient,problematic,,priority
usual,proper,,,,,,not recommended,not recommended
,proper,,,,convenient,,,
usual,,incomplete,2,less convenient,convenient,,,priority
,proper,incomplete,2,less convenient,convenient,non-problematic,,not recommended
,,incomplete,,,,slightly problematic,recommended,priority
,proper,incomplete,,,,slightly problematic,priority,priority
,proper,incomplete,2,less convenient,,,not recommended,not recommended
usual,,incomplete,,,convenient,problematic,,
,,incomplete,2,,convenient,problematic,priority,
usual,,,,,,,,not recommended
usual,,incomplete,2,less convenient,,non-problematic,recommended,priority
,proper,incomplete,2,,,non-problematic,priority,
usual,,incomplete,2,less convenient,inconvenient,,not recommended,
usual,proper,incomplete,,less convenient,,,recommended,
usual,,,2,less convenient,,slightly problematic,priority,priority
,proper,incomplete,2,,inconvenient,slightly problematic,not recommended,
usual,proper,,,less convenient,,problematic,recommended,priority
,,incomplete,,less convenient,,,,priority
usual,,,,less convenient,,problematic,not recommended,not recommended
,proper,,,critical,convenient,,,priority
,proper,incomplete,,,,non-problematic,priority,
usual,proper,,2,,,,,
,proper,incomplete,2,,,,recommended,priority
,,incomplete,,,convenient,slightly problematic,,
usual,,,,,,slightly problematic,,
usual,proper,incomplete,2,,convenient,,recommended,
usual,proper,,2,critical,convenient,,priority,
,,,2,,convenient,,,
,,,2,,,,recommended,priority
,,,2,,,,,
usual,,incomplete,,,inconvenient,,not recommended,not recommended
,proper,,2,,inconvenient,,recommended,priority
usual,proper,incomplete,2,,,,,
usual,,incomplete,,,inconvenient,slightly problematic,not recommended,not recommended
,proper,,,,,,recommended,priority
,,,,critical,,problematic,,priority
,proper,,2,,,problematic,not recommended,not recommended
usual,proper,,,,convenient,,,very recommended
usual,,,,,,non-problematic,priority,priority
,proper,,,convenient,,,not recommended,
usual,,incomplete,,,convenient,,,
,,,3,,,,,priority
,proper,,3,convenient,convenient,slightly problematic,not recommended,
,proper,,,convenient,,problematic,recommended,priority
usual,,,,,convenient,problematic,,
usual,,,,convenient,convenient,problematic,not recommended,
,proper,,3,convenient,inconvenient,non-problematic,recommended,priority
,,,3,,inconvenient,,priority,
usual,proper,,,convenient,,,not recommended,not recommended
usual,,,3,convenient,inconvenient,,,
,,,3,,inconvenient,slightly problematic,priority,
usual,proper,incomplete,3,convenient,inconvenient,,not recommended,
usual,,,3,convenient,,,recommended,
usual,,incomplete,3,,,,priority,priority
usual,,,,,inconvenient,problematic,not recommended,
usual,proper,incomplete,3,,,non-problematic,,
usual,proper,incomplete,,,convenient,non-problematic,priority,priority
usual,proper,,3,less convenient,convenient,,not recommended,
usual,,incomplete,,,,slightly problematic,,
usual,,incomplete,3,less convenient,,slightly problematic,,
,proper,,3,less convenient,,,not recommended,not recommended
usual,,,,,,problematic,,
usual,proper,,3,,,,priority,
,,incomplete,,,,,not recommended,not recommended
,,,,,inconvenient,non-problematic,recommended,priority
usual,proper,,3,,,non-problematic,,
usual,,,3,less convenient,inconvenient,,,not recommended
usual,proper,,,less convenient,,slightly problematic,,priority
usual,proper,,3,less convenient,,slightly problematic,priority,priority
usual,,,,less convenient,inconvenient,slightly problematic,,
usual,,,3,,,,,priority
,,,3,,inconvenient,,,
usual,proper,,3,less convenient,,problematic,,not recommended
usual,proper,incomplete,,critical,,,recommended,priority
usual,,incomplete,3,,,,,priority
usual,proper,incomplete,,critical,,non-problematic,,not recommended
,,incomplete,,critical,,slightly problematic,,
,,,,,,slightly problematic,priority,
usual,proper,,3,,convenient,,not recommended,not recommended
,,incomplete,,critical,convenient,problematic,recommended,priority
usual,,,,critical,convenient,,priority,
,proper,,3,,convenient,problematic,,not recommended
usual,,,3,,,,,priority
,,,,critical,,non-problematic,,
usual,,incomplete,3,,,non-problematic,,
,,incomplete,,,inconvenient,,,priority
,proper,incomplete,,critical,,,priority,priority
,proper,incomplete,3,critical,,,not recommended,
usual,,,,critical,,problematic,,
,proper,,,,,problematic,priority,
usual,proper,,3,critical,,,not recommended,not recommended
,,,more than 3,convenient,convenient,,recommended,very recommended
,,incomplete,more than 3,,convenient,,priority,priority
usual,proper,incomplete,,convenient,,,,
usual,,incomplete,more than 3,,convenient,,,very recommended
,,incomplete,more than 3,,convenient,slightly problematic,priority,
usual,proper,incomplete,more than 3,,,,,not recommended
,proper,incomplete,,,convenient,problematic,,
usual,proper,,more than 3,,,,,
,,,,convenient,,,not recommended,not recommended
,proper,incomplete,more than 3,,inconvenient,,recommended,priority
,proper,,more than 3,,,,priority,
,,incomplete,more than 3,,,,,
usual,,,,convenient,inconvenient,slightly problematic,,
,,incomplete,more than 3,convenient,inconvenient,,priority,
,proper,,,,inconvenient,slightly problematic,,not recommended
,,incomplete,more than 3,convenient,,problematic,recommended,priority
,proper,incomplete,,,,problematic,priority,priority
usual,proper,,,,,,not recommended,
,,,more than 3,less convenient,convenient,,recommended,priority
usual,,incomplete,more than 3,less convenient,convenient,,priority,
usual,,,,less convenient,,non-problematic,not recommended,
,,incomplete,more than 3,,,slightly problematic,recommended,priority
usual,,,,,,,,priority
usual,proper,incomplete,,less convenient,,slightly problematic,,not recommended
,,incomplete,,less convenient,convenient,problematic,recommended,priority
,proper,incomplete,more than 3,,convenient,problematic,priority,
,,incomplete,more than 3,,,,,not recommended
usual,,incomplete,,less convenient,,,,priority
usual,proper,,,,inconvenient,,priority,priority
usual,,,,less convenient,inconvenient,,,not recommended
usual,,incomplete,,,inconvenient,slightly problematic,recommended,
usual,,,more than 3,,inconvenient,slightly problematic,,
,,incomplete,more than 3,,,slightly problematic,not recommended,
,proper,,,less convenient,inconvenient,problematic,recommended,priority
,,,,less convenient,inconvenient,problematic,priority,
,proper,incomplete,more than 3,less convenient,inconvenient,problematic,,not recommended
usual,,incomplete,,critical,,non-problematic,,priority
,,,more than 3,,,non-problematic,priority,priority
,proper,,,critical,convenient,non-problematic,,
,proper,,,,convenient,,recommended,
usual,,incomplete,more than 3,,convenient,,priority,priority
,,,,,,,not recommended,
,proper,,,,convenient,problematic,,priority
usual,proper,incomplete,more than 3,,,,priority,priority
