parents_occupation,child_nursery,family_form,num_children,housing,financial_standing,social_conditions,health_conditions,application_decision
,,complete,2,less convenient,inconvenient,problematic,,priority
usual,proper,,2,less convenient,inconvenient,problematic,priority,priority
,proper,complete,2,less convenient,inconvenient,problematic,not recommended,
usual,proper,,2,critical,convenient,non-problematic,,
,proper,,,,convenient,non-problematic,,
usual,proper,,2,,,non-problematic,not recommended,not recommended
,proper,complete,,critical,,slightly problematic,,priority
,proper,complete,2,,convenient,,priority,
,,complete,2,,convenient,slightly problematic,not recommended,not recommended
usual,proper,,,critical,convenient,,,priority
usual,,,2,critical,,,,priority
,,complete,,critical,,,,not recommended
usual,proper,,2,,,non-problematic,,
,,,2,critical,inconvenient,non-problematic,,
,proper,,2,critical,inconvenient,non-problematic,,not recommended
usual,,complete,2,critical,inconvenient,slightly problematic,,
usual,proper,,,critical,inconvenient,slightly problematic,,
,proper,,2,,inconvenient,slightly problematic,not recommended,
,,complete,2,critical,inconvenient,problematic,,priority
usual,,complete,,,inconvenient,,priority,
,,,2,,inconvenient,problematic,not recommended,not recommended
usual,,,,convenient,,non-problematic,recommended,
usual,,,3,convenient,convenient,non-problematic,,priority
usual,proper,,3,,,non-problematic,,not recommended
usual,,complete,3,convenient,convenient,slightly problematic,recommended,very recommended
,proper,,3,convenient,,slightly problematic,priority,
usual,proper,,3,,convenient,slightly problematic,not recommended,not recommended
usual,proper,,3,,convenient,,,
usual,,complete,,,convenient,problematic,,priority
usual,proper,,,convenient,,problematic,not recommended,not recommended
usual,proper,,3,convenient,inconvenient,non-problematic,recommended,priority
usual,proper,complete,3,,,,,
,,,3,convenient,,non-problematic,,not recommended
usual,,complete,3,convenient,inconvenient,slightly problematic,,priority
,proper,complete,3,convenient,,,,
usual,,,3,convenient,inconvenient,slightly problematic,,
usual,proper,,3,,,problematic,recommended,priority
,proper,,,convenient,inconvenient,problematic,priority,priority
usual,,complete,,,inconvenient,problematic,,
usual,,complete,3,less convenient,convenient,non-problematic,,priority
usual,,complete,3,less convenient,convenient,non-problematic,priority,priority
usual,proper,complete,3,,convenient,non-problematic,,not recommended
,,complete,,less convenient,convenient,slightly problematic,,
usual,proper,complete,,less convenient,convenient,slightly problematic,,priority
usual,proper,,3,less convenient,,slightly problematic,not recommended,
,proper,,3,,convenient,,recommended,priority
usual,proper,,3,,,,priority,priority
usual,proper,,3,less convenient,convenient,,not recommended,not recommended
,,complete,3,,inconvenient,,recommended,priority
usual,proper,,,less convenient,inconvenient,non-problematic,,
,proper,,3,less convenient,inconvenient,,not recommended,not recommended
usual,proper,complete,3,,,slightly problematic,recommended,priority
usual,,,3,less convenient,,slightly problematic,,priority
,proper,,3,,,,not recommended,not recommended
,proper,complete,3,,inconvenient,,,priority
,proper,complete,3,less convenient,,,priority,
,,,,,inconvenient,problematic,not recommended,
,,complete,3,,convenient,,recommended,priority
usual,proper,complete,,critical,,non-problematic,priority,priority
usual,proper,complete,3,,,,,not recommended
,proper,,,critical,convenient,slightly problematic,recommended,priority
,proper,complete,3,,convenient,,,
usual,proper,complete,3,critical,,,not recommended,
usual,proper,complete,3,critical,convenient,problematic,recommended,
usual,proper,,3,critical,convenient,,priority,priority
,,complete,,critical,convenient,,not recommended,not recommended
usual,,complete,,,inconvenient,,recommended,
usual,,complete,3,,,,priority,
usual,proper,,3,critical,,,,not recommended
usual,proper,complete,3,critical,inconvenient,,,
,proper,complete,,,inconvenient,slightly problematic,,priority
,,complete,3,,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,complete,,,,problematic,,priority
usual,,complete,3,critical,,problematic,priority,priority
usual,proper,complete,3,critical,,problematic,not recommended,not recommended
,proper,,more than 3,,convenient,non-problematic,,very recommended
usual,proper,complete,more than 3,convenient,convenient,non-problematic,,priority
usual,proper,complete,more than 3,convenient,,non-problematic,,
,,complete,,convenient,,,,
usual,proper,complete,more than 3,,convenient,slightly problematic,priority,
,,,more than 3,convenient,convenient,slightly problematic,not recommended,not recommended
usual,,,,convenient,convenient,,recommended,
usual,,,more than 3,,,,priority,priority
,proper,complete,,convenient,,,not recommended,
usual,proper,,more than 3,,inconvenient,non-problematic,recommended,priority
,proper,complete,more than 3,convenient,inconvenient,,,priority
usual,proper,complete,,,inconvenient,,not recommended,not recommended
usual,,complete,more than 3,convenient,,slightly problematic,recommended,
,,complete,more than 3,convenient,,,priority,priority
usual,,complete,more than 3,convenient,inconvenient,slightly problematic,not recommended,
,proper,complete,,,,problematic,,
,,,more than 3,,inconvenient,,priority,priority
usual,proper,,,convenient,inconvenient,problematic,not recommended,not recommended
usual,,complete,more than 3,,convenient,,recommended,
usual,proper,,more than 3,less convenient,convenient,,,
usual,proper,complete,more than 3,less convenient,convenient,,not recommended,
usual,proper,complete,,,,,,priority
usual,,,more than 3,less convenient,convenient,slightly problematic,priority,priority
usual,,complete,,less convenient,,slightly problematic,not recommended,not recommended
usual,,,more than 3,,convenient,,recommended,priority
usual,,complete,more than 3,less convenient,convenient,problematic,,priority
,,,,,,problematic,not recommended,not recommended
usual,,complete,more than 3,,inconvenient,,recommended,priority
,,complete,more than 3,,inconvenient,,priority,priority
,,,,,inconvenient,,not recommended,not recommended
usual,proper,,more than 3,less convenient,inconvenient,,recommended,priority
,,complete,more than 3,less convenient,inconvenient,,priority,priority
,,complete,,less convenient,,,,not recommended
usual,proper,complete,,less convenient,inconvenient,problematic,,priority
,,complete,more than 3,,,problematic,priority,priority
usual,proper,,more than 3,less convenient,,problematic,,not recommended
usual,proper,complete,more than 3,critical,convenient,,recommended,
usual,proper,complete,,,convenient,,,
usual,proper,,,,convenient,non-problematic,,
,proper,complete,,,,slightly problematic,,priority
usual,,,,critical,convenient,slightly problematic,priority,
usual,proper,,more than 3,critical,convenient,slightly problematic,not recommended,not recommended
,,complete,,,convenient,problematic,recommended,priority
,,,more than 3,critical,,problematic,priority,priority
usual,,complete,more than 3,critical,convenient,problematic,not recommended,
usual,proper,complete,,,,non-problematic,recommended,
usual,proper,complete,more than 3,critical,inconvenient,,priority,priority
usual,proper,complete,,critical,,,not recommended,not recommended
,proper,complete,,critical,inconvenient,slightly problematic,,
usual,proper,,more than 3,,inconvenient,,priority,
,,,more than 3,critical,,slightly problematic,not recommended,not recommended
usual,,complete,more than 3,,inconvenient,,recommended,
usual,proper,complete,,critical,inconvenient,problematic,priority,priority
usual,,complete,more than 3,,,,not recommended,not recommended
usual,proper,completed,,,convenient,,,very recommended
usual,proper,completed,1,convenient,convenient,non-problematic,,priority
usual,,completed,1,,,,,
usual,,completed,,convenient,,slightly problematic,recommended,very recommended
,proper,completed,1,,,slightly problematic,priority,priority
usual,proper,,1,,convenient,slightly problematic,not recommended,
,,,,convenient,,,recommended,priority
usual,,completed,,,convenient,,priority,priority
,proper,,1,convenient,convenient,problematic,,not recommended
,proper,completed,,convenient,,non-problematic,recommended,very recommended
usual,,,,,,non-problematic,priority,priority
,proper,completed,,convenient,inconvenient,,not recommended,not recommended
,proper,completed,1,convenient,inconvenient,slightly problematic,recommended,
usual,proper,completed,,convenient,,,,
usual,proper,,1,convenient,inconvenient,,not recommended,not recommended
usual,,,1,convenient,inconvenient,problematic,,priority
usual,,completed,1,,inconvenient,,priority,priority
usual,proper,,1,convenient,,problematic,not recommended,
usual,proper,,1,,,,recommended,very recommended
,proper,completed,,less convenient,convenient,non-problematic,priority,priority
usual,proper,completed,,less convenient,convenient,,,not recommended
usual,proper,completed,,less convenient,,slightly problematic,recommended,very recommended
usual,,completed,1,less convenient,,slightly problematic,priority,
,proper,completed,,,,,not recommended,not recommended
usual,proper,,1,less convenient,convenient,problematic,,priority
,proper,,,less convenient,,problematic,,priority
usual,proper,,,,,problematic,not recommended,not recommended
usual,proper,completed,,less convenient,inconvenient,non-problematic,,very recommended
usual,proper,completed,,less convenient,,non-problematic,,priority
usual,,completed,,less convenient,inconvenient,non-problematic,,not recommended
usual,,completed,,less convenient,,slightly problematic,recommended,
,,completed,,less convenient,,,priority,
usual,proper,completed,1,less convenient,,,,not recommended
,proper,completed,1,less convenient,,problematic,recommended,
,proper,completed,1,less convenient,inconvenient,problematic,priority,
usual,proper,completed,1,less convenient,inconvenient,problematic,not recommended,not recommended
,proper,,,critical,convenient,non-problematic,recommended,priority
usual,proper,,,,convenient,,,
usual,,completed,,critical,,,not recommended,
,,,,,convenient,slightly problematic,recommended,
usual,,,1,,,slightly problematic,priority,priority
usual,proper,,,,convenient,slightly problematic,not recommended,not recommended
usual,,completed,1,critical,,problematic,,
,proper,completed,,,convenient,,,priority
usual,,,,critical,convenient,problematic,,not recommended
,proper,completed,1,critical,inconvenient,,recommended,
usual,,,1,,inconvenient,non-problematic,,
usual,,completed,1,critical,inconvenient,non-problematic,not recommended,
,proper,completed,1,critical,inconvenient,slightly problematic,recommended,
usual,,completed,1,critical,,,priority,
usual,,,,critical,inconvenient,,,not recommended
,proper,completed,,,inconvenient,problematic,recommended,
usual,,completed,1,,,,,
,proper,completed,,critical,,problematic,,not recommended
usual,proper,completed,,convenient,,,,very recommended
,proper,completed,2,convenient,convenient,,,
,,,2,convenient,,non-problematic,,not recommended
usual,proper,completed,2,convenient,convenient,slightly problematic,recommended,
,,completed,2,,convenient,slightly problematic,priority,priority
usual,,completed,,convenient,,slightly problematic,not recommended,
usual,proper,completed,2,convenient,,,,priority
,proper,completed,2,convenient,convenient,problematic,priority,priority
usual,proper,,,convenient,convenient,problematic,not recommended,
usual,proper,completed,2,convenient,,non-problematic,recommended,very recommended
usual,,,,convenient,,,priority,
usual,proper,completed,,,inconvenient,non-problematic,not recommended,
usual,proper,completed,2,convenient,inconvenient,,recommended,
usual,proper,,,,inconvenient,slightly problematic,,priority
usual,,,2,convenient,inconvenient,,,not recommended
,,,2,convenient,inconvenient,problematic,,priority
,proper,completed,2,,inconvenient,,priority,priority
usual,proper,completed,,convenient,,problematic,not recommended,not recommended
usual,proper,,2,,convenient,,,very recommended
,proper,,,less convenient,,,priority,
usual,,,2,,,,,not recommended
,proper,completed,2,less convenient,,slightly problematic,,very recommended
usual,,completed,2,,,slightly problematic,priority,priority
usual,proper,completed,,,convenient,slightly problematic,,
usual,proper,completed,2,,,,,priority
usual,proper,completed,,less convenient,convenient,problematic,,priority
usual,,,2,less convenient,,problematic,,not recommended
,proper,,,,,non-problematic,,very recommended
,,,,,inconvenient,non-problematic,priority,priority
usual,,completed,2,less convenient,inconvenient,,not recommended,not recommended
usual,proper,,,less convenient,inconvenient,,,
,proper,completed,,,,,priority,priority
usual,,completed,2,less convenient,inconvenient,,,
,,completed,2,less convenient,,problematic,recommended,priority
usual,proper,completed,,,,,,priority
usual,proper,,2,less convenient,,problematic,,
usual,,completed,2,critical,,,,priority
usual,,completed,2,,convenient,non-problematic,,
usual,proper,completed,2,,,non-problematic,,
usual,proper,completed,2,,convenient,,recommended,priority
usual,proper,completed,,critical,convenient,,priority,priority
,proper,completed,2,critical,convenient,slightly problematic,not recommended,
usual,proper,,2,critical,,problematic,recommended,priority
,,,2,,convenient,,,priority
usual,,completed,,critical,convenient,,,
usual,proper,,2,,,non-problematic,recommended,priority
usual,,completed,,critical,,non-problematic,,
usual,,completed,,,,,not recommended,
usual,proper,completed,2,critical,inconvenient,,,priority
usual,proper,completed,2,critical,inconvenient,,priority,
,proper,,,,inconvenient,slightly problematic,not recommended,not recommended
usual,,completed,2,critical,,problematic,recommended,
usual,,,2,,inconvenient,problematic,,priority
,,,,,inconvenient,problematic,,not recommended
usual,proper,completed,,,convenient,non-problematic,,
usual,proper,completed,3,,convenient,non-problematic,,priority
usual,,completed,3,convenient,,,not recommended,
usual,proper,,3,convenient,,slightly problematic,recommended,very recommended
usual,proper,completed,3,convenient,convenient,,priority,
,,completed,3,convenient,convenient,slightly problematic,not recommended,not recommended
,,completed,3,,,problematic,,priority
usual,proper,,3,convenient,convenient,problematic,,priority
usual,proper,,3,convenient,,,not recommended,
,,completed,3,convenient,,non-problematic,recommended,priority
usual,,completed,,convenient,,,,priority
,proper,completed,,convenient,,non-problematic,not recommended,
,,completed,3,convenient,inconvenient,,recommended,priority
,,,3,convenient,,slightly problematic,,priority
,proper,completed,3,convenient,,,,
usual,,,3,convenient,inconvenient,,,priority
,,completed,3,convenient,,,priority,
usual,proper,completed,,,inconvenient,problematic,not recommended,
,proper,completed,3,,convenient,non-problematic,recommended,priority
,proper,,3,less convenient,,non-problematic,,priority
usual,,,3,,convenient,non-problematic,not recommended,
usual,proper,,3,less convenient,convenient,,recommended,
,proper,completed,,,,,,
usual,proper,completed,3,,convenient,slightly problematic,not recommended,not recommended
usual,proper,,3,less convenient,convenient,problematic,,
usual,proper,completed,,,convenient,problematic,priority,priority
usual,,completed,3,less convenient,convenient,problematic,,not recommended
,proper,,,less convenient,,non-problematic,recommended,
usual,proper,completed,,,,,,priority
usual,proper,completed,,,,,not recommended,not recommended
,,completed,3,,inconvenient,slightly problematic,,
usual,proper,completed,,,inconvenient,slightly problematic,,priority
usual,proper,completed,3,less convenient,inconvenient,,not recommended,
usual,,,,,inconvenient,problematic,recommended,
,,,3,,,,,priority
usual,,,,,,problematic,not recommended,not recommended
usual,proper,completed,3,critical,,non-problematic,recommended,priority
usual,proper,,3,,,,priority,
,proper,,3,critical,,non-problematic,,not recommended
usual,proper,completed,,,convenient,slightly problematic,recommended,priority
usual,proper,,3,critical,,slightly problematic,priority,priority
,,completed,3,,,slightly problematic,,not recommended
usual,,completed,,,convenient,problematic,recommended,priority
,,,,,,problematic,priority,priority
usual,,,3,critical,,problematic,not recommended,not recommended
,proper,completed,3,critical,inconvenient,non-problematic,,priority
usual,proper,,,critical,inconvenient,non-problematic,priority,priority
usual,proper,completed,3,,inconvenient,non-problematic,,
,,,3,critical,inconvenient,,,priority
,proper,completed,3,,inconvenient,,priority,priority
,,,3,,inconvenient,,not recommended,not recommended
usual,proper,,,critical,,problematic,,
,proper,,3,,inconvenient,,priority,priority
,proper,completed,3,critical,,problematic,,
usual,,completed,more than 3,convenient,convenient,,,very recommended
,,,more than 3,convenient,,non-problematic,,
usual,proper,completed,,convenient,convenient,non-problematic,not recommended,not recommended
usual,proper,completed,more than 3,convenient,convenient,,,very recommended
usual,proper,,more than 3,,convenient,slightly problematic,priority,priority
usual,proper,,more than 3,convenient,convenient,,not recommended,
usual,proper,completed,more than 3,,,problematic,recommended,
usual,proper,completed,more than 3,,,problematic,priority,priority
usual,proper,completed,more than 3,convenient,convenient,,not recommended,
usual,proper,completed,,,,non-problematic,,priority
usual,proper,completed,,convenient,inconvenient,,priority,
usual,proper,,more than 3,convenient,inconvenient,non-problematic,not recommended,
,,completed,more than 3,convenient,inconvenient,,,
,,completed,,,,,priority,priority
usual,proper,,more than 3,,,,,
,proper,,,convenient,,,recommended,
,proper,,more than 3,convenient,,problematic,priority,
usual,,completed,,convenient,,problematic,,not recommended
usual,proper,completed,more than 3,less convenient,convenient,,recommended,priority
usual,proper,,,less convenient,convenient,non-problematic,priority,priority
,proper,completed,,less convenient,convenient,,,not recommended
,proper,completed,more than 3,less convenient,,slightly problematic,,priority
,proper,,,,,slightly problematic,,priority
usual,proper,,,less convenient,,,not recommended,not recommended
usual,,completed,,,convenient,,,
usual,proper,completed,more than 3,,convenient,,,priority
usual,,,,,convenient,problematic,not recommended,not recommended
,proper,completed,more than 3,less convenient,inconvenient,,recommended,
,,,more than 3,less convenient,inconvenient,non-problematic,priority,
,proper,completed,more than 3,,,non-problematic,,
usual,,completed,,,,slightly problematic,,priority
,proper,,more than 3,less convenient,inconvenient,,,
usual,proper,completed,,,,slightly problematic,not recommended,not recommended
,proper,completed,,less convenient,inconvenient,problematic,recommended,
,proper,,more than 3,less convenient,inconvenient,problematic,,
,proper,,,less convenient,inconvenient,,,not recommended
,,,more than 3,,convenient,non-problematic,recommended,
usual,proper,completed,more than 3,critical,convenient,non-problematic,priority,
,,completed,more than 3,critical,convenient,non-problematic,not recommended,
usual,,,,,convenient,slightly problematic,,priority
usual,,completed,,critical,convenient,,,priority
usual,,completed,more than 3,critical,convenient,slightly problematic,not recommended,not recommended
,,,more than 3,critical,,problematic,recommended,
usual,,,more than 3,critical,,problematic,priority,
,proper,,more than 3,critical,convenient,,not recommended,not recommended
,,,more than 3,critical,,non-problematic,,priority
,proper,completed,more than 3,,,non-problematic,,
,proper,completed,more than 3,,,non-problematic,not recommended,
usual,,completed,,critical,inconvenient,slightly problematic,,priority
usual,,completed,more than 3,critical,inconvenient,,priority,
usual,proper,completed,,,inconvenient,slightly problematic,not recommended,not recommended
usual,,,,,inconvenient,problematic,recommended,
,,,more than 3,,inconvenient,,priority,priority
,proper,completed,more than 3,,inconvenient,problematic,not recommended,not recommended
usual,proper,incomplete,1,convenient,convenient,non-problematic,recommended,
usual,proper,incomplete,1,,convenient,,priority,priority
usual,,incomplete,,,,,not recommended,not recommended
,proper,,1,convenient,convenient,slightly problematic,recommended,
usual,,incomplete,1,convenient,,slightly problematic,,priority
,,incomplete,1,,,slightly problematic,not recommended,not recommended
,,,,convenient,convenient,,,
usual,proper,,,convenient,convenient,problematic,,
usual,,,1,,convenient,,,not recommended
,proper,incomplete,,convenient,,non-problematic,,very recommended
,proper,incomplete,1,,,non-problematic,priority,
usual,,incomplete,,,inconvenient,,not recommended,not recommended
,,incomplete,,convenient,inconvenient,slightly problematic,,
,,incomplete,1,,,,priority,
usual,,incomplete,1,,,slightly problematic,,not recommended
usual,proper,incomplete,,,inconvenient,,recommended,
,proper,,1,convenient,inconvenient,problematic,priority,priority
,proper,incomplete,1,convenient,,problematic,not recommended,
usual,proper,incomplete,1,less convenient,,non-problematic,,very recommended
usual,,,1,,convenient,,,priority
usual,proper,,1,less convenient,convenient,non-problematic,not recommended,not recommended
,proper,,1,,convenient,slightly problematic,,
,proper,incomplete,,less convenient,,slightly problematic,priority,
usual,,,,,convenient,slightly problematic,not recommended,
,proper,incomplete,,less convenient,convenient,problematic,recommended,
,proper,,1,less convenient,,problematic,,priority
usual,proper,incomplete,1,less convenient,convenient,,,
,proper,incomplete,1,,inconvenient,,recommended,very recommended
,,,1,less convenient,inconvenient,,priority,priority
usual,,,1,,,,not recommended,not recommended
usual,proper,incomplete,,less convenient,,slightly problematic,,
,,,,less convenient,inconvenient,slightly problematic,priority,priority
usual,proper,,,less convenient,inconvenient,slightly problematic,,
usual,,incomplete,1,less convenient,inconvenient,problematic,recommended,priority
usual,,,,less convenient,inconvenient,problematic,,
usual,,incomplete,1,less convenient,,,,not recommended
usual,,incomplete,1,,convenient,non-problematic,,
usual,proper,incomplete,1,critical,,non-problematic,priority,
usual,proper,,1,,,,not recommended,not recommended
,proper,,1,critical,convenient,slightly problematic,,
usual,proper,,,,convenient,,priority,priority
usual,,incomplete,,critical,convenient,,not recommended,not recommended
usual,,incomplete,1,critical,convenient,,recommended,priority
usual,proper,,,,,problematic,,
usual,proper,incomplete,1,,convenient,problematic,,not recommended
usual,,,,,inconvenient,non-problematic,,priority
usual,proper,incomplete,,critical,inconvenient,non-problematic,priority,
usual,,incomplete,1,,inconvenient,,not recommended,not recommended
usual,proper,incomplete,1,critical,inconvenient,,recommended,
usual,,,1,critical,,,priority,priority
,,incomplete,,critical,inconvenient,slightly problematic,,not recommended
usual,proper,incomplete,1,critical,inconvenient,problematic,recommended,priority
,proper,incomplete,,,inconvenient,problematic,priority,
usual,,incomplete,,,,,,
usual,proper,,2,,convenient,,,very recommended
usual,proper,incomplete,2,,,,,priority
usual,,incomplete,2,,,,,
usual,,,2,convenient,convenient,,,very recommended
,,incomplete,2,convenient,convenient,slightly problematic,,
,,incomplete,2,convenient,,,,
,proper,incomplete,2,convenient,convenient,,,
usual,proper,,2,convenient,,,priority,priority
,proper,,2,convenient,convenient,problematic,not recommended,not recommended
,proper,,2,convenient,inconvenient,non-problematic,recommended,
usual,,,,convenient,inconvenient,non-problematic,priority,
,proper,incomplete,2,,inconvenient,non-problematic,,not recommended
usual,proper,,2,,,slightly problematic,recommended,
usual,proper,incomplete,2,convenient,inconvenient,,,priority
usual,proper,,,convenient,,slightly problematic,,not recommended
usual,,incomplete,,convenient,inconvenient,problematic,recommended,priority
,,incomplete,2,convenient,inconvenient,problematic,priority,priority
usual,proper,,,,,,not recommended,not recommended
usual,proper,,,,convenient,,,priority
usual,,incomplete,2,less convenient,convenient,,,priority
usual,proper,incomplete,2,less convenient,convenient,non-problematic,,not recommended
,,incomplete,,,,slightly problematic,recommended,priority
,proper,incomplete,,less convenient,,slightly problematic,priority,priority
,proper,incomplete,2,less convenient,,,not recommended,not recommended
usual,,incomplete,,less convenient,convenient,problematic,,priority
,,incomplete,2,,convenient,problematic,priority,
usual,,,,less convenient,,,,not recommended
usual,,incomplete,2,less convenient,,non-problematic,recommended,priority
,proper,incomplete,2,,,non-problematic,priority,
usual,,incomplete,2,less convenient,inconvenient,,not recommended,
usual,proper,incomplete,,less convenient,,,recommended,priority
usual,,,2,less convenient,,slightly problematic,priority,priority
usual,proper,incomplete,2,,inconvenient,slightly problematic,not recommended,
usual,proper,,2,less convenient,,problematic,recommended,priority
,,incomplete,,less convenient,,,,priority
usual,,,,less convenient,inconvenient,problematic,not recommended,not recommended
,proper,,,critical,convenient,non-problematic,recommended,priority
,proper,incomplete,2,critical,,non-problematic,priority,
usual,proper,incomplete,2,,,,not recommended,
,proper,incomplete,2,,,,recommended,priority
usual,,incomplete,,,convenient,slightly problematic,,
usual,,,,,,slightly problematic,,not recommended
usual,proper,incomplete,2,,convenient,problematic,recommended,priority
usual,proper,,2,critical,convenient,,priority,
,proper,,2,,convenient,,,
,,,2,,inconvenient,,recommended,priority
usual,,,2,,,,,
usual,,incomplete,,,inconvenient,,not recommended,not recommended
,proper,,2,,inconvenient,,recommended,priority
usual,proper,incomplete,2,,,,,
usual,,incomplete,,,inconvenient,slightly problematic,not recommended,not recommended
,proper,,,critical,,,recommended,priority
,,,,critical,,problematic,,priority
,proper,,2,,,problematic,not recommended,not recommended
usual,proper,,,,convenient,,,very recommended
usual,,,,,,non-problematic,priority,priority
,proper,,3,convenient,,,not recommended,
usual,,incomplete,,,convenient,,,
,,,3,,convenient,,,priority
,proper,,3,convenient,convenient,slightly problematic,not recommended,
,proper,,,convenient,,problematic,recommended,priority
usual,,,3,,convenient,problematic,priority,
usual,proper,incomplete,,convenient,convenient,problematic,not recommended,
usual,proper,,3,convenient,inconvenient,non-problematic,recommended,priority
,,incomplete,3,convenient,inconvenient,,priority,
usual,proper,,,convenient,inconvenient,,not recommended,not recommended
usual,proper,incomplete,3,convenient,inconvenient,,recommended,
,,,3,,inconvenient,slightly problematic,priority,
usual,proper,incomplete,3,convenient,inconvenient,,not recommended,
usual,,,3,convenient,,problematic,recommended,
usual,,incomplete,3,,inconvenient,,priority,priority
usual,,,,,inconvenient,problematic,not recommended,not recommended
usual,proper,incomplete,3,,,non-problematic,,
usual,proper,incomplete,,,convenient,non-problematic,priority,priority
usual,proper,,3,less convenient,convenient,non-problematic,not recommended,
usual,,incomplete,,,convenient,slightly problematic,recommended,
usual,,incomplete,3,less convenient,,slightly problematic,,priority
,proper,,3,less convenient,convenient,,not recommended,not recommended
usual,,incomplete,3,,,problematic,,
usual,proper,,3,,,,priority,
,proper,incomplete,,less convenient,,problematic,not recommended,not recommended
,,,,,inconvenient,non-problematic,recommended,priority
usual,proper,,3,less convenient,inconvenient,non-problematic,,
usual,,incomplete,3,less convenient,inconvenient,,,not recommended
usual,proper,,,less convenient,,slightly problematic,,priority
usual,proper,,3,less convenient,inconvenient,slightly problematic,priority,priority
usual,,,,less convenient,inconvenient,slightly problematic,,
usual,proper,,3,,,problematic,,priority
,,,3,less convenient,inconvenient,,,priority
