parents_occupation,child_nursery,family_form,num_children,housing,financial_standing,social_conditions,health_conditions,application_decision
usual,proper,complete,,less convenient,inconvenient,non-problematic,,not recommended
usual,proper,complete,2,,inconvenient,,recommended,
usual,proper,complete,2,less convenient,,slightly problematic,,priority
usual,,,2,less convenient,inconvenient,slightly problematic,not recommended,
usual,,complete,2,less convenient,inconvenient,problematic,,priority
usual,proper,,2,less convenient,inconvenient,problematic,priority,priority
,proper,complete,2,less convenient,inconvenient,problematic,not recommended,
usual,proper,,2,critical,convenient,non-problematic,recommended,
usual,proper,,2,critical,convenient,non-problematic,priority,priority
usual,proper,,2,,,non-problematic,not recommended,not recommended
usual,proper,complete,,critical,,slightly problematic,,priority
,proper,complete,2,,convenient,,priority,
,,complete,2,,convenient,slightly problematic,not recommended,not recommended
usual,proper,,,critical,convenient,problematic,,priority
usual,,,2,critical,,,,priority
,,complete,,critical,,,,not recommended
usual,proper,complete,2,,,non-problematic,,
,,,2,critical,inconvenient,non-problematic,priority,
usual,proper,,2,critical,inconvenient,non-problematic,,not recommended
usual,,complete,2,critical,inconvenient,slightly problematic,,
usual,proper,,,critical,inconvenient,slightly problematic,,
,proper,,2,,inconvenient,slightly problematic,not recommended,
,,complete,2,critical,inconvenient,problematic,,priority
usual,proper,complete,,,inconvenient,,priority,
usual,,complete,2,,inconvenient,problematic,not recommended,not recommended
usual,,,,convenient,,non-problematic,recommended,very recommended
usual,,,3,convenient,convenient,non-problematic,,priority
usual,proper,,3,convenient,,non-problematic,,not recommended
usual,,complete,3,convenient,convenient,slightly problematic,recommended,very recommended
,proper,,3,convenient,,slightly problematic,priority,
usual,proper,,3,,convenient,slightly problematic,not recommended,not recommended
usual,proper,complete,3,,convenient,,,
usual,proper,complete,,convenient,convenient,problematic,priority,priority
usual,proper,,,convenient,,problematic,not recommended,not recommended
usual,proper,complete,3,convenient,inconvenient,non-problematic,recommended,priority
usual,proper,complete,3,,,non-problematic,,
,,,3,convenient,inconvenient,non-problematic,,not recommended
usual,,complete,3,convenient,inconvenient,slightly problematic,,priority
,proper,complete,3,convenient,,,,
usual,proper,,3,convenient,inconvenient,slightly problematic,,not recommended
usual,proper,,3,,,problematic,recommended,priority
,proper,,,convenient,inconvenient,problematic,priority,priority
usual,,complete,3,,inconvenient,problematic,,
usual,,complete,3,less convenient,convenient,non-problematic,recommended,priority
usual,,complete,3,less convenient,convenient,non-problematic,priority,priority
usual,proper,complete,3,,convenient,non-problematic,,not recommended
,proper,complete,,less convenient,convenient,slightly problematic,,
usual,proper,complete,,less convenient,convenient,slightly problematic,,priority
usual,proper,complete,3,less convenient,,slightly problematic,not recommended,
usual,proper,,3,less convenient,convenient,,recommended,priority
usual,proper,,3,,,problematic,priority,priority
usual,proper,,3,less convenient,convenient,,not recommended,not recommended
,,complete,3,,inconvenient,,recommended,priority
usual,proper,complete,,less convenient,inconvenient,non-problematic,,
,proper,complete,3,less convenient,inconvenient,,not recommended,not recommended
usual,proper,complete,3,,,slightly problematic,recommended,priority
usual,,,3,less convenient,,slightly problematic,,priority
,proper,complete,3,,,slightly problematic,not recommended,not recommended
,proper,complete,3,,inconvenient,,,priority
,proper,complete,3,less convenient,,problematic,priority,
usual,,,3,,inconvenient,problematic,not recommended,
,,complete,3,,convenient,,recommended,priority
usual,proper,complete,3,critical,,non-problematic,priority,priority
usual,proper,complete,3,,,,,not recommended
,proper,complete,,critical,convenient,slightly problematic,recommended,priority
,proper,complete,3,,convenient,,,
usual,proper,complete,3,critical,convenient,slightly problematic,not recommended,
usual,proper,complete,3,critical,convenient,problematic,recommended,
usual,proper,,3,critical,convenient,,priority,priority
,,complete,,critical,convenient,,not recommended,not recommended
usual,proper,complete,,critical,inconvenient,,recommended,priority
usual,,complete,3,,,,priority,priority
usual,proper,,3,critical,,,,not recommended
usual,proper,complete,3,critical,inconvenient,,,
,proper,complete,,,inconvenient,slightly problematic,priority,priority
,,complete,3,,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,complete,,,inconvenient,problematic,,priority
usual,,complete,3,critical,,problematic,priority,priority
usual,proper,complete,3,critical,,problematic,not recommended,not recommended
,proper,complete,more than 3,,convenient,non-problematic,,very recommended
usual,proper,complete,more than 3,convenient,convenient,non-problematic,priority,priority
usual,proper,complete,more than 3,convenient,,non-problematic,,not recommended
usual,proper,complete,more than 3,convenient,,slightly problematic,,
usual,proper,complete,more than 3,convenient,convenient,slightly problematic,priority,
usual,proper,complete,more than 3,convenient,convenient,slightly problematic,not recommended,not recommended
usual,,,,convenient,convenient,,recommended,
usual,proper,,more than 3,,,problematic,priority,priority
usual,proper,complete,,convenient,,,not recommended,
usual,proper,,more than 3,,inconvenient,non-problematic,recommended,priority
,proper,complete,more than 3,convenient,inconvenient,,,priority
usual,proper,complete,more than 3,,inconvenient,,not recommended,not recommended
usual,,complete,more than 3,convenient,,slightly problematic,recommended,
,,complete,more than 3,convenient,,slightly problematic,priority,priority
usual,,complete,more than 3,convenient,inconvenient,slightly problematic,not recommended,
,proper,complete,,,,problematic,,priority
,proper,,more than 3,,inconvenient,,priority,priority
usual,proper,complete,more than 3,convenient,inconvenient,problematic,not recommended,not recommended
usual,,complete,more than 3,,convenient,,recommended,
usual,proper,complete,more than 3,less convenient,convenient,,priority,
usual,proper,complete,more than 3,less convenient,convenient,,not recommended,
usual,proper,complete,,less convenient,,slightly problematic,,priority
usual,proper,complete,more than 3,less convenient,convenient,slightly problematic,priority,priority
usual,,complete,,less convenient,convenient,slightly problematic,not recommended,not recommended
usual,proper,,more than 3,,convenient,problematic,recommended,priority
usual,,complete,more than 3,less convenient,convenient,problematic,,priority
usual,,complete,,,,problematic,not recommended,not recommended
usual,proper,complete,more than 3,,inconvenient,,recommended,priority
,,complete,more than 3,,inconvenient,,priority,priority
,,,more than 3,,inconvenient,,not recommended,not recommended
usual,proper,complete,more than 3,less convenient,inconvenient,,recommended,priority
,proper,complete,more than 3,less convenient,inconvenient,,priority,priority
,,complete,,less convenient,,,,not recommended
usual,proper,complete,,less convenient,inconvenient,problematic,,priority
,proper,complete,more than 3,less convenient,inconvenient,problematic,priority,priority
usual,proper,complete,more than 3,less convenient,,problematic,,not recommended
usual,proper,complete,more than 3,critical,convenient,,recommended,
usual,proper,complete,,,convenient,,,
usual,proper,complete,,critical,convenient,non-problematic,,
,proper,complete,,,,slightly problematic,,priority
usual,proper,,,critical,convenient,slightly problematic,priority,
usual,proper,,more than 3,critical,convenient,slightly problematic,not recommended,not recommended
,proper,complete,,critical,convenient,problematic,recommended,priority
,,,more than 3,critical,,problematic,priority,priority
usual,,complete,more than 3,critical,convenient,problematic,not recommended,
usual,proper,complete,,,,non-problematic,recommended,
usual,proper,complete,more than 3,critical,inconvenient,,priority,priority
usual,proper,complete,,critical,,,not recommended,not recommended
,proper,complete,,critical,inconvenient,slightly problematic,,priority
usual,proper,,more than 3,,inconvenient,,priority,priority
usual,,complete,more than 3,critical,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,complete,more than 3,,inconvenient,problematic,recommended,
usual,proper,complete,,critical,inconvenient,problematic,priority,priority
usual,,complete,more than 3,,,problematic,not recommended,not recommended
usual,proper,completed,,convenient,convenient,,,very recommended
usual,proper,completed,1,convenient,convenient,non-problematic,,priority
usual,proper,completed,1,,convenient,non-problematic,,
usual,,completed,,convenient,,slightly problematic,recommended,very recommended
,proper,completed,1,,,slightly problematic,priority,priority
usual,proper,,1,,convenient,slightly problematic,not recommended,
,,,,convenient,,,recommended,priority
usual,,completed,,,convenient,,priority,priority
usual,proper,,1,convenient,convenient,problematic,,not recommended
,proper,completed,,convenient,,non-problematic,recommended,very recommended
usual,proper,,,,,non-problematic,priority,priority
,proper,completed,,convenient,inconvenient,,not recommended,not recommended
,proper,completed,1,convenient,inconvenient,slightly problematic,recommended,
usual,proper,completed,,convenient,,,,priority
usual,proper,,1,convenient,inconvenient,,not recommended,not recommended
usual,,,1,convenient,inconvenient,problematic,,priority
usual,proper,completed,1,,inconvenient,,priority,priority
usual,proper,completed,1,convenient,,problematic,not recommended,not recommended
usual,proper,,1,,,,recommended,very recommended
,proper,completed,,less convenient,convenient,non-problematic,priority,priority
usual,proper,completed,,less convenient,convenient,,,not recommended
usual,proper,completed,,less convenient,,slightly problematic,recommended,very recommended
usual,proper,completed,1,less convenient,convenient,slightly problematic,priority,priority
,proper,completed,,,,slightly problematic,not recommended,not recommended
usual,proper,completed,1,less convenient,convenient,problematic,,priority
usual,proper,,,less convenient,,problematic,,priority
usual,proper,completed,,,convenient,problematic,not recommended,not recommended
usual,proper,completed,,less convenient,inconvenient,non-problematic,,very recommended
usual,proper,completed,1,less convenient,,non-problematic,,priority
usual,,completed,,less convenient,inconvenient,non-problematic,,not recommended
usual,proper,completed,,less convenient,,slightly problematic,recommended,
,,completed,1,less convenient,,,priority,
usual,proper,completed,1,less convenient,,,,not recommended
,proper,completed,1,less convenient,,problematic,recommended,
,proper,completed,1,less convenient,inconvenient,problematic,priority,priority
usual,proper,completed,1,less convenient,inconvenient,problematic,not recommended,not recommended
,proper,,1,critical,convenient,non-problematic,recommended,priority
usual,proper,,,critical,convenient,,,
usual,proper,completed,,critical,,,not recommended,
,,,,critical,convenient,slightly problematic,recommended,
usual,proper,,1,,convenient,slightly problematic,priority,priority
usual,proper,,,critical,convenient,slightly problematic,not recommended,not recommended
usual,proper,completed,1,critical,,problematic,,
,proper,completed,,critical,convenient,problematic,,priority
usual,,,1,critical,convenient,problematic,not recommended,not recommended
,proper,completed,1,critical,inconvenient,,recommended,
usual,,,1,,inconvenient,non-problematic,,
usual,proper,completed,1,critical,inconvenient,non-problematic,not recommended,
usual,proper,completed,1,critical,inconvenient,slightly problematic,recommended,priority
usual,proper,completed,1,critical,inconvenient,,priority,
usual,proper,,,critical,inconvenient,slightly problematic,,not recommended
usual,proper,completed,1,,inconvenient,problematic,recommended,
usual,,completed,1,critical,,,priority,
,proper,completed,,critical,,problematic,not recommended,not recommended
usual,proper,completed,,convenient,convenient,non-problematic,recommended,very recommended
,proper,completed,2,convenient,convenient,non-problematic,,
,proper,,2,convenient,convenient,non-problematic,,not recommended
usual,proper,completed,2,convenient,convenient,slightly problematic,recommended,
usual,,completed,2,,convenient,slightly problematic,priority,priority
usual,,completed,,convenient,,slightly problematic,not recommended,
usual,proper,completed,2,convenient,convenient,,,priority
usual,proper,completed,2,convenient,convenient,problematic,priority,priority
usual,proper,,,convenient,convenient,problematic,not recommended,
usual,proper,completed,2,convenient,,non-problematic,recommended,very recommended
usual,,,2,convenient,,,priority,
usual,proper,completed,,,inconvenient,non-problematic,not recommended,
usual,proper,completed,2,convenient,inconvenient,,recommended,
usual,proper,,2,,inconvenient,slightly problematic,,priority
usual,,,2,convenient,inconvenient,,,not recommended
,,,2,convenient,inconvenient,problematic,recommended,priority
,proper,completed,2,convenient,inconvenient,,priority,priority
usual,proper,completed,,convenient,,problematic,not recommended,not recommended
usual,proper,,2,,convenient,,,very recommended
,proper,completed,,less convenient,,,priority,
usual,,,2,less convenient,,non-problematic,,not recommended
usual,proper,completed,2,less convenient,convenient,slightly problematic,,very recommended
usual,proper,completed,2,,,slightly problematic,priority,priority
usual,proper,completed,,,convenient,slightly problematic,,not recommended
usual,proper,completed,2,,convenient,problematic,,priority
usual,proper,completed,,less convenient,convenient,problematic,,priority
usual,,,2,less convenient,convenient,problematic,not recommended,not recommended
,proper,,2,,,non-problematic,,very recommended
,proper,completed,,,inconvenient,non-problematic,priority,priority
usual,,completed,2,less convenient,inconvenient,non-problematic,not recommended,not recommended
usual,proper,,,less convenient,inconvenient,,,
,proper,completed,2,less convenient,,,priority,priority
usual,,completed,2,less convenient,inconvenient,slightly problematic,not recommended,
,,completed,2,less convenient,,problematic,recommended,priority
usual,proper,completed,,less convenient,,,,priority
usual,proper,,2,less convenient,inconvenient,problematic,,not recommended
usual,,completed,2,critical,,,,priority
usual,,completed,2,,convenient,non-problematic,,
usual,proper,completed,2,,,non-problematic,,
usual,proper,completed,2,,convenient,,recommended,priority
usual,proper,completed,,critical,convenient,,priority,priority
,proper,completed,2,critical,convenient,slightly problematic,not recommended,
usual,proper,,2,critical,,problematic,recommended,priority
,,completed,2,,convenient,,priority,priority
usual,,completed,,critical,convenient,,,not recommended
usual,proper,,2,critical,inconvenient,non-problematic,recommended,priority
usual,proper,completed,,critical,inconvenient,non-problematic,,
usual,,completed,,,,,not recommended,
usual,proper,completed,2,critical,inconvenient,,recommended,priority
usual,proper,completed,2,critical,inconvenient,,priority,
usual,proper,,,,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,completed,2,critical,,problematic,recommended,
usual,,,2,,inconvenient,problematic,,priority
,proper,completed,,,inconvenient,problematic,,not recommended
usual,proper,completed,3,convenient,convenient,non-problematic,,very recommended
usual,proper,completed,3,convenient,convenient,non-problematic,,priority
usual,,completed,3,convenient,,,not recommended,
usual,proper,,3,convenient,convenient,slightly problematic,recommended,very recommended
usual,proper,completed,3,convenient,convenient,,priority,
usual,proper,completed,3,convenient,convenient,slightly problematic,not recommended,not recommended
usual,,completed,3,convenient,,problematic,,priority
usual,proper,,3,convenient,convenient,problematic,,priority
usual,proper,,3,convenient,convenient,,not recommended,
usual,,completed,3,convenient,,non-problematic,recommended,priority
usual,,completed,,convenient,,non-problematic,priority,priority
usual,proper,completed,,convenient,,non-problematic,not recommended,not recommended
,proper,completed,3,convenient,inconvenient,,recommended,priority
,,,3,convenient,,slightly problematic,,priority
,proper,completed,3,convenient,inconvenient,slightly problematic,,
usual,,,3,convenient,inconvenient,,,priority
,,completed,3,convenient,,,priority,
usual,proper,completed,3,,inconvenient,problematic,not recommended,
,proper,completed,3,,convenient,non-problematic,recommended,priority
,proper,,3,less convenient,convenient,non-problematic,,priority
usual,,,3,,convenient,non-problematic,not recommended,
usual,proper,,3,less convenient,convenient,,recommended,
,proper,completed,,,,,,
usual,proper,completed,3,,convenient,slightly problematic,not recommended,not recommended
usual,proper,,3,less convenient,convenient,problematic,,priority
usual,proper,completed,,less convenient,convenient,problematic,priority,priority
usual,,completed,3,less convenient,convenient,problematic,,not recommended
,proper,,3,less convenient,,non-problematic,recommended,
usual,proper,completed,,,,,,priority
usual,proper,completed,,,inconvenient,,not recommended,not recommended
usual,proper,completed,3,less convenient,inconvenient,slightly problematic,recommended,priority
usual,proper,completed,,less convenient,inconvenient,slightly problematic,,priority
usual,proper,completed,3,less convenient,inconvenient,,not recommended,
usual,,,,,inconvenient,problematic,recommended,
,,,3,,inconvenient,,,priority
usual,,,3,,,problematic,not recommended,not recommended
usual,proper,completed,3,critical,,non-problematic,recommended,priority
usual,proper,,3,,convenient,,priority,
usual,proper,,3,critical,,non-problematic,,not recommended
usual,proper,completed,,,convenient,slightly problematic,recommended,priority
usual,proper,completed,3,critical,,slightly problematic,priority,priority
,proper,completed,3,,,slightly problematic,not recommended,not recommended
usual,,completed,,critical,convenient,problematic,recommended,priority
usual,,completed,3,,convenient,problematic,priority,priority
usual,,,3,critical,,problematic,not recommended,not recommended
,proper,completed,3,critical,inconvenient,non-problematic,,priority
usual,proper,,,critical,inconvenient,non-problematic,priority,priority
usual,proper,completed,3,,inconvenient,non-problematic,,
usual,,,3,critical,inconvenient,,,priority
usual,proper,completed,3,,inconvenient,,priority,priority
usual,,,3,,inconvenient,,not recommended,not recommended
usual,proper,,,critical,inconvenient,problematic,,
,proper,,3,,inconvenient,problematic,priority,priority
usual,proper,completed,3,critical,,problematic,,
usual,proper,completed,more than 3,convenient,convenient,,,very recommended
,,completed,more than 3,convenient,convenient,non-problematic,,
usual,proper,completed,,convenient,convenient,non-problematic,not recommended,not recommended
usual,proper,completed,more than 3,convenient,convenient,slightly problematic,,very recommended
usual,proper,completed,more than 3,,convenient,slightly problematic,priority,priority
usual,proper,,more than 3,convenient,convenient,slightly problematic,not recommended,
usual,proper,completed,more than 3,,,problematic,recommended,
usual,proper,completed,more than 3,,,problematic,priority,priority
usual,proper,completed,more than 3,convenient,convenient,,not recommended,
usual,proper,completed,more than 3,,,non-problematic,,priority
usual,proper,completed,,convenient,inconvenient,,priority,
usual,proper,,more than 3,convenient,inconvenient,non-problematic,not recommended,
usual,,completed,more than 3,convenient,inconvenient,,recommended,
,,completed,,,,,priority,priority
usual,proper,,more than 3,convenient,,,,
usual,proper,,,convenient,,problematic,recommended,
,proper,completed,more than 3,convenient,,problematic,priority,
usual,,completed,,convenient,inconvenient,problematic,,not recommended
usual,proper,completed,more than 3,less convenient,convenient,non-problematic,recommended,priority
usual,proper,completed,,less convenient,convenient,non-problematic,priority,priority
usual,proper,completed,more than 3,less convenient,convenient,,,not recommended
,proper,completed,more than 3,less convenient,,slightly problematic,recommended,priority
,proper,,,,,slightly problematic,,priority
usual,proper,,more than 3,less convenient,convenient,,not recommended,not recommended
usual,,completed,,,convenient,,,
usual,proper,completed,more than 3,,convenient,problematic,,priority
usual,,,,,convenient,problematic,not recommended,not recommended
,proper,completed,more than 3,less convenient,inconvenient,non-problematic,recommended,
,,completed,more than 3,less convenient,inconvenient,non-problematic,priority,
,proper,completed,more than 3,,,non-problematic,,
usual,,completed,,,inconvenient,slightly problematic,recommended,priority
,proper,,more than 3,less convenient,inconvenient,slightly problematic,,
usual,proper,completed,,less convenient,,slightly problematic,not recommended,not recommended
,proper,completed,more than 3,less convenient,inconvenient,problematic,recommended,
,proper,,more than 3,less convenient,inconvenient,problematic,priority,priority
,proper,,more than 3,less convenient,inconvenient,,not recommended,not recommended
,,,more than 3,,convenient,non-problematic,recommended,
usual,proper,completed,more than 3,critical,convenient,non-problematic,priority,
,,completed,more than 3,critical,convenient,non-problematic,not recommended,not recommended
usual,,,,critical,convenient,slightly problematic,,priority
usual,,completed,,critical,convenient,,,priority
usual,proper,completed,more than 3,critical,convenient,slightly problematic,not recommended,not recommended
usual,proper,,more than 3,critical,,problematic,recommended,
usual,,,more than 3,critical,,problematic,priority,
,proper,,more than 3,critical,convenient,,not recommended,not recommended
usual,,,more than 3,critical,,non-problematic,,priority
usual,proper,completed,more than 3,critical,inconvenient,non-problematic,priority,
,proper,completed,more than 3,,inconvenient,non-problematic,not recommended,not recommended
usual,proper,completed,,critical,inconvenient,slightly problematic,,priority
usual,,completed,more than 3,critical,inconvenient,,priority,
usual,proper,completed,,critical,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,,,critical,inconvenient,problematic,recommended,
usual,,,more than 3,,inconvenient,,priority,priority
,proper,completed,more than 3,,inconvenient,problematic,not recommended,not recommended
usual,proper,incomplete,1,convenient,convenient,non-problematic,recommended,
usual,proper,incomplete,1,convenient,convenient,,priority,priority
usual,proper,incomplete,1,,,,not recommended,not recommended
usual,proper,incomplete,1,convenient,convenient,slightly problematic,recommended,
usual,,incomplete,1,convenient,,slightly problematic,,priority
,proper,incomplete,1,,,slightly problematic,not recommended,not recommended
,proper,,,convenient,convenient,,,
usual,proper,,,convenient,convenient,problematic,,
usual,proper,,1,,convenient,problematic,,not recommended
usual,proper,incomplete,,convenient,,non-problematic,recommended,very recommended
,proper,incomplete,1,,,non-problematic,priority,
usual,proper,incomplete,,,inconvenient,,not recommended,not recommended
usual,proper,incomplete,,convenient,inconvenient,slightly problematic,,
,proper,incomplete,1,,,slightly problematic,priority,
usual,,incomplete,1,,,slightly problematic,,not recommended
usual,proper,incomplete,1,,inconvenient,problematic,recommended,
,proper,,1,convenient,inconvenient,problematic,priority,priority
,proper,incomplete,1,convenient,inconvenient,problematic,not recommended,
usual,proper,incomplete,1,less convenient,,non-problematic,,very recommended
usual,,,1,,convenient,,,priority
usual,proper,incomplete,1,less convenient,convenient,non-problematic,not recommended,not recommended
,proper,,1,,convenient,slightly problematic,,
,proper,incomplete,,less convenient,convenient,slightly problematic,priority,priority
usual,,,,,convenient,slightly problematic,not recommended,
,proper,incomplete,,less convenient,convenient,problematic,recommended,
,proper,incomplete,1,less convenient,,problematic,,priority
usual,proper,incomplete,1,less convenient,convenient,,,
,proper,incomplete,1,,inconvenient,non-problematic,recommended,very recommended
usual,,,1,less convenient,inconvenient,,priority,priority
usual,,,1,less convenient,,,not recommended,not recommended
usual,proper,incomplete,,less convenient,inconvenient,slightly problematic,recommended,
,proper,,,less convenient,inconvenient,slightly problematic,priority,priority
usual,proper,incomplete,1,less convenient,inconvenient,slightly problematic,not recommended,
usual,,incomplete,1,less convenient,inconvenient,problematic,recommended,priority
usual,,,,less convenient,inconvenient,problematic,,
usual,,incomplete,1,less convenient,,,,not recommended
usual,,incomplete,1,,convenient,non-problematic,,priority
usual,proper,incomplete,1,critical,convenient,non-problematic,priority,
usual,proper,incomplete,1,,convenient,,not recommended,not recommended
usual,proper,incomplete,1,critical,convenient,slightly problematic,,
usual,proper,incomplete,,critical,convenient,,priority,priority
usual,proper,incomplete,,critical,convenient,slightly problematic,not recommended,not recommended
usual,,incomplete,1,critical,convenient,,recommended,priority
usual,proper,incomplete,,critical,,problematic,,
usual,proper,incomplete,1,critical,convenient,problematic,,not recommended
usual,proper,,,,inconvenient,non-problematic,,priority
usual,proper,incomplete,,critical,inconvenient,non-problematic,priority,
usual,,incomplete,1,,inconvenient,,not recommended,not recommended
usual,proper,incomplete,1,critical,inconvenient,,recommended,
usual,,,1,critical,inconvenient,,priority,priority
usual,,incomplete,,critical,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,incomplete,1,critical,inconvenient,problematic,recommended,priority
,proper,incomplete,,,inconvenient,problematic,priority,
usual,,incomplete,,,,problematic,,not recommended
usual,proper,incomplete,2,,convenient,,,very recommended
usual,proper,incomplete,2,,,,,priority
usual,,incomplete,2,,,,,
usual,,incomplete,2,convenient,convenient,,recommended,very recommended
,,incomplete,2,convenient,convenient,slightly problematic,,priority
,,incomplete,2,convenient,convenient,slightly problematic,,
,proper,incomplete,2,convenient,convenient,,,priority
usual,proper,,2,convenient,,problematic,priority,priority
,proper,incomplete,2,convenient,convenient,problematic,not recommended,not recommended
,proper,,2,convenient,inconvenient,non-problematic,recommended,
usual,proper,,,convenient,inconvenient,non-problematic,priority,
usual,proper,incomplete,2,convenient,inconvenient,non-problematic,,not recommended
usual,proper,,2,,inconvenient,slightly problematic,recommended,
usual,proper,incomplete,2,convenient,inconvenient,,,priority
usual,proper,,,convenient,,slightly problematic,,not recommended
usual,,incomplete,,convenient,inconvenient,problematic,recommended,priority
,,incomplete,2,convenient,inconvenient,problematic,priority,priority
usual,proper,,,,,problematic,not recommended,not recommended
usual,proper,,,,convenient,,,priority
usual,,incomplete,2,less convenient,convenient,,,priority
usual,proper,incomplete,2,less convenient,convenient,non-problematic,,not recommended
,,incomplete,,,,slightly problematic,recommended,priority
,proper,incomplete,2,less convenient,,slightly problematic,priority,priority
usual,proper,incomplete,2,less convenient,convenient,,not recommended,not recommended
usual,,incomplete,2,less convenient,convenient,problematic,,priority
,,incomplete,2,less convenient,convenient,problematic,priority,
usual,proper,incomplete,,less convenient,,,not recommended,not recommended
usual,proper,incomplete,2,less convenient,,non-problematic,recommended,priority
usual,proper,incomplete,2,,inconvenient,non-problematic,priority,
usual,proper,incomplete,2,less convenient,inconvenient,non-problematic,not recommended,
usual,proper,incomplete,,less convenient,,,recommended,priority
usual,proper,,2,less convenient,,slightly problematic,priority,priority
usual,proper,incomplete,2,,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,,2,less convenient,,problematic,recommended,priority
