buying_price,maintenance_price,num_doors,num_persons,luggage_boot_size,safety_rating,car_acceptability
very high,medium,2,more than 4,big,medium,acceptable
very high,,,more than 4,big,high,acceptable
very high,medium,3,2,small,low,unacceptable
very high,medium,3,,small,medium,
very high,,3,2,small,high,unacceptable
very high,medium,3,,medium,low,unacceptable
very high,medium,3,2,medium,medium,unacceptable
very high,medium,3,2,medium,high,unacceptable
,medium,3,,big,low,unacceptable
very high,medium,,2,big,medium,unacceptable
very high,medium,3,2,big,,unacceptable
very high,medium,3,4,small,low,unacceptable
very high,medium,3,4,small,medium,unacceptable
very high,medium,,4,small,high,acceptable
very high,medium,3,,medium,low,unacceptable
very high,medium,,,medium,,
,medium,3,4,medium,high,acceptable
very high,medium,3,,big,low,unacceptable
,,3,4,big,medium,acceptable
very high,medium,3,4,big,high,
very high,medium,3,more than 4,small,low,unacceptable
very high,medium,3,more than 4,small,medium,unacceptable
very high,medium,3,more than 4,small,high,acceptable
very high,medium,3,more than 4,medium,low,unacceptable
very high,medium,3,more than 4,medium,medium,acceptable
very high,medium,3,more than 4,,high,acceptable
very high,medium,3,more than 4,big,low,unacceptable
very high,medium,3,more than 4,big,medium,acceptable
very high,medium,3,,big,high,acceptable
,medium,4,2,small,low,unacceptable
very high,medium,4,2,,medium,
very high,medium,4,2,small,high,unacceptable
very high,medium,4,2,medium,low,unacceptable
very high,medium,4,,medium,medium,unacceptable
,medium,4,2,,high,unacceptable
very high,medium,4,2,big,low,unacceptable
,,4,2,big,medium,unacceptable
very high,medium,4,2,,high,unacceptable
very high,medium,4,4,small,low,unacceptable
very high,medium,4,4,small,medium,unacceptable
very high,medium,,,small,high,acceptable
very high,medium,4,4,medium,low,unacceptable
very high,medium,4,4,,medium,acceptable
very high,medium,4,4,medium,high,acceptable
very high,medium,,,big,low,unacceptable
very high,medium,4,4,big,medium,
very high,,,4,big,high,acceptable
very high,medium,,more than 4,small,low,unacceptable
,medium,4,more than 4,small,medium,unacceptable
very high,medium,4,more than 4,small,high,acceptable
very high,medium,4,more than 4,medium,low,unacceptable
very high,medium,,more than 4,medium,,acceptable
very high,medium,4,more than 4,medium,high,acceptable
very high,medium,,more than 4,big,low,
very high,medium,4,more than 4,big,medium,acceptable
very high,medium,4,more than 4,big,high,acceptable
very high,,,2,small,low,unacceptable
very high,medium,5 or more,2,small,medium,unacceptable
very high,medium,5 or more,2,small,high,unacceptable
very high,medium,5 or more,2,medium,low,unacceptable
very high,medium,5 or more,2,medium,medium,unacceptable
very high,medium,5 or more,2,,high,unacceptable
very high,medium,5 or more,2,big,low,unacceptable
very high,medium,5 or more,,big,medium,unacceptable
very high,,5 or more,2,big,high,unacceptable
very high,medium,5 or more,4,small,low,unacceptable
very high,medium,5 or more,4,small,medium,unacceptable
very high,medium,5 or more,4,small,high,acceptable
very high,medium,5 or more,4,medium,low,unacceptable
very high,,5 or more,4,medium,medium,acceptable
very high,medium,5 or more,4,medium,,acceptable
very high,medium,5 or more,4,big,low,unacceptable
very high,medium,5 or more,4,big,medium,acceptable
very high,medium,5 or more,4,big,,acceptable
very high,medium,5 or more,more than 4,small,low,unacceptable
,medium,5 or more,more than 4,small,medium,unacceptable
very high,medium,5 or more,,small,,acceptable
very high,medium,5 or more,more than 4,medium,,unacceptable
very high,medium,5 or more,more than 4,medium,,acceptable
very high,,5 or more,more than 4,medium,high,
very high,medium,5 or more,,big,low,unacceptable
very high,medium,5 or more,more than 4,big,medium,acceptable
very high,medium,5 or more,more than 4,big,high,acceptable
very high,low,2,2,small,low,unacceptable
very high,low,2,2,,medium,unacceptable
very high,,2,2,small,high,unacceptable
very high,low,2,2,medium,,
very high,,2,2,medium,medium,unacceptable
very high,low,2,,medium,high,unacceptable
very high,low,2,2,big,low,unacceptable
very high,low,2,2,big,medium,unacceptable
very high,low,2,,big,,unacceptable
,low,2,4,small,low,unacceptable
very high,low,2,,,medium,unacceptable
very high,low,2,4,,high,acceptable
very high,low,2,4,medium,,unacceptable
very high,,2,4,medium,medium,
very high,low,2,4,medium,high,acceptable
very high,low,2,4,big,low,unacceptable
very high,low,2,4,big,medium,acceptable
very high,low,2,4,big,high,acceptable
very high,low,2,,small,low,unacceptable
,low,2,more than 4,small,medium,unacceptable
very high,low,2,more than 4,small,,unacceptable
very high,low,,,medium,low,
very high,low,2,more than 4,medium,medium,unacceptable
very high,low,2,more than 4,medium,high,acceptable
very high,low,2,more than 4,big,low,unacceptable
very high,low,2,more than 4,big,,acceptable
very high,low,2,more than 4,big,high,acceptable
very high,low,3,2,small,low,unacceptable
very high,low,3,,small,medium,unacceptable
very high,low,3,2,small,high,unacceptable
very high,low,3,2,medium,low,unacceptable
very high,low,3,2,medium,medium,unacceptable
very high,low,3,2,medium,high,unacceptable
very high,low,3,2,big,low,unacceptable
very high,low,3,2,,medium,unacceptable
very high,low,3,,big,high,unacceptable
very high,low,3,4,small,low,unacceptable
very high,,3,4,small,medium,
very high,low,3,4,small,high,acceptable
very high,low,3,,medium,,unacceptable
very high,,3,4,medium,medium,
very high,low,3,,medium,high,acceptable
,,3,4,big,low,unacceptable
very high,low,3,4,big,medium,acceptable
very high,low,3,4,big,high,acceptable
very high,low,3,,small,low,unacceptable
very high,low,3,more than 4,small,medium,unacceptable
very high,low,3,more than 4,,high,acceptable
,low,,more than 4,medium,,unacceptable
,low,3,more than 4,medium,medium,acceptable
very high,low,3,more than 4,medium,high,acceptable
very high,,3,more than 4,big,low,unacceptable
,low,3,more than 4,big,medium,acceptable
very high,low,3,more than 4,big,,acceptable
very high,low,4,2,small,low,unacceptable
,low,4,2,small,medium,unacceptable
very high,low,4,2,small,high,unacceptable
very high,low,4,2,medium,low,unacceptable
very high,low,4,,medium,medium,unacceptable
very high,,4,2,,high,unacceptable
very high,low,4,2,,low,unacceptable
very high,low,4,2,big,medium,unacceptable
very high,,4,2,big,high,
very high,low,4,4,small,,unacceptable
very high,low,4,,small,medium,unacceptable
very high,low,4,,small,high,acceptable
very high,low,,4,medium,low,unacceptable
very high,low,,4,medium,medium,acceptable
very high,low,4,4,medium,high,acceptable
very high,low,4,4,big,low,unacceptable
very high,,4,,big,medium,acceptable
very high,low,4,4,big,,acceptable
very high,low,4,more than 4,,low,unacceptable
very high,,4,more than 4,small,medium,unacceptable
very high,low,4,more than 4,small,high,acceptable
very high,low,4,,medium,low,unacceptable
very high,low,4,more than 4,medium,medium,acceptable
very high,low,4,more than 4,medium,high,acceptable
very high,low,4,,,low,unacceptable
very high,low,4,more than 4,big,medium,
very high,,4,more than 4,big,high,acceptable
very high,low,,2,small,low,unacceptable
very high,low,5 or more,2,small,medium,unacceptable
very high,low,5 or more,2,small,high,unacceptable
very high,,,2,medium,low,unacceptable
very high,low,5 or more,2,medium,medium,unacceptable
very high,low,5 or more,2,medium,high,unacceptable
very high,low,5 or more,2,big,low,
,low,5 or more,2,big,medium,unacceptable
very high,low,5 or more,2,big,high,unacceptable
very high,,5 or more,4,,low,unacceptable
,low,5 or more,4,small,medium,
very high,low,5 or more,4,small,high,acceptable
very high,low,5 or more,4,medium,low,unacceptable
very high,low,5 or more,4,medium,medium,
very high,low,5 or more,4,medium,high,
very high,low,5 or more,4,big,low,unacceptable
very high,low,5 or more,4,big,medium,acceptable
very high,low,5 or more,4,big,high,acceptable
very high,low,5 or more,more than 4,small,low,unacceptable
very high,low,5 or more,more than 4,small,medium,unacceptable
,low,,more than 4,small,high,acceptable
very high,low,5 or more,more than 4,,low,unacceptable
very high,low,5 or more,more than 4,medium,medium,acceptable
very high,low,5 or more,more than 4,medium,high,acceptable
very high,low,5 or more,more than 4,,low,
very high,low,5 or more,more than 4,big,medium,acceptable
very high,,5 or more,more than 4,big,high,acceptable
,very high,2,2,small,low,unacceptable
high,very high,2,2,small,medium,unacceptable
,very high,2,2,small,high,unacceptable
high,very high,2,2,medium,low,unacceptable
high,very high,2,2,medium,,
high,very high,,2,medium,high,unacceptable
,very high,2,2,big,low,unacceptable
high,very high,2,2,big,medium,unacceptable
high,very high,2,2,big,high,unacceptable
,very high,2,4,small,low,unacceptable
high,very high,2,4,,medium,
high,very high,2,4,small,high,
high,very high,2,4,medium,,unacceptable
high,very high,,4,medium,medium,unacceptable
,very high,2,4,medium,,unacceptable
high,very high,2,4,big,low,unacceptable
high,very high,2,,big,medium,unacceptable
high,very high,2,4,big,high,unacceptable
high,very high,2,more than 4,small,low,unacceptable
,very high,2,more than 4,,medium,unacceptable
,very high,2,more than 4,small,high,unacceptable
high,very high,2,,medium,low,unacceptable
high,very high,2,more than 4,medium,medium,unacceptable
high,very high,2,more than 4,medium,high,unacceptable
high,very high,2,more than 4,big,low,unacceptable
high,very high,2,more than 4,big,medium,unacceptable
high,very high,2,more than 4,big,high,unacceptable
high,very high,3,2,,low,unacceptable
high,very high,,,small,medium,unacceptable
high,very high,3,2,small,high,
high,very high,3,2,medium,low,unacceptable
high,very high,3,2,medium,medium,unacceptable
high,very high,3,2,medium,high,unacceptable
high,very high,3,2,big,low,unacceptable
high,,3,,big,medium,unacceptable
high,very high,,2,big,high,unacceptable
high,very high,3,4,small,low,unacceptable
high,very high,,4,small,medium,unacceptable
,very high,3,4,small,,unacceptable
,very high,3,4,medium,low,unacceptable
high,very high,3,,medium,medium,unacceptable
high,very high,,4,medium,high,
high,very high,3,,big,low,unacceptable
high,very high,3,4,big,medium,unacceptable
high,very high,3,4,big,high,unacceptable
high,very high,3,more than 4,small,low,unacceptable
high,very high,3,more than 4,small,medium,unacceptable
high,very high,,more than 4,small,high,unacceptable
high,very high,3,more than 4,medium,low,unacceptable
high,very high,3,more than 4,medium,medium,unacceptable
high,very high,3,more than 4,,high,unacceptable
high,,3,,big,low,unacceptable
,very high,3,more than 4,big,medium,unacceptable
high,very high,3,more than 4,big,,
high,very high,4,2,small,low,unacceptable
,very high,4,,small,medium,unacceptable
high,very high,4,,small,high,unacceptable
,very high,4,2,medium,low,unacceptable
high,very high,4,2,medium,medium,unacceptable
high,very high,4,2,medium,high,unacceptable
high,very high,4,2,big,,unacceptable
high,very high,4,2,big,medium,unacceptable
high,very high,4,2,big,high,unacceptable
high,very high,4,4,small,,unacceptable
high,very high,4,4,small,medium,unacceptable
high,very high,4,4,small,high,unacceptable
high,,,4,,low,unacceptable
high,very high,4,4,medium,medium,unacceptable
high,very high,4,,medium,high,unacceptable
high,very high,,4,,low,unacceptable
high,very high,,4,,medium,unacceptable
high,very high,4,4,big,high,unacceptable
high,very high,4,more than 4,small,low,unacceptable
high,very high,4,more than 4,,medium,unacceptable
high,very high,4,more than 4,,high,unacceptable
high,very high,4,more than 4,medium,low,unacceptable
high,very high,,more than 4,medium,medium,
high,very high,4,more than 4,medium,high,unacceptable
high,very high,4,more than 4,big,low,unacceptable
high,very high,4,more than 4,big,medium,unacceptable
high,very high,4,more than 4,big,high,unacceptable
high,very high,5 or more,2,small,low,unacceptable
high,very high,5 or more,2,small,medium,unacceptable
high,very high,5 or more,2,small,high,unacceptable
high,very high,5 or more,,medium,low,unacceptable
high,very high,5 or more,2,medium,medium,unacceptable
,very high,5 or more,2,medium,high,unacceptable
high,,5 or more,2,,low,unacceptable
high,very high,5 or more,2,big,medium,unacceptable
high,very high,5 or more,2,big,high,unacceptable
,very high,5 or more,4,small,low,unacceptable
high,,,4,small,medium,unacceptable
,very high,5 or more,,small,high,unacceptable
high,very high,5 or more,4,medium,low,unacceptable
high,very high,5 or more,4,medium,medium,
,very high,5 or more,4,medium,high,
high,very high,5 or more,4,big,low,unacceptable
high,very high,5 or more,4,big,medium,unacceptable
,very high,5 or more,4,big,high,unacceptable
,very high,5 or more,more than 4,small,low,unacceptable
high,very high,,,small,medium,unacceptable
high,very high,5 or more,more than 4,small,high,unacceptable
high,very high,5 or more,more than 4,medium,,
high,very high,5 or more,more than 4,medium,medium,unacceptable
high,very high,5 or more,more than 4,medium,high,unacceptable
high,very high,5 or more,more than 4,big,low,unacceptable
high,very high,5 or more,more than 4,big,medium,unacceptable
high,very high,5 or more,more than 4,big,high,unacceptable
high,high,,2,small,low,unacceptable
high,high,2,2,,medium,unacceptable
,high,2,2,small,high,unacceptable
high,high,2,2,medium,low,unacceptable
,,2,2,medium,medium,unacceptable
high,high,2,2,medium,high,unacceptable
high,high,2,,big,low,unacceptable
high,high,2,2,big,medium,unacceptable
high,high,2,2,big,,unacceptable
high,high,2,4,small,low,
high,high,2,4,small,,unacceptable
high,high,2,4,small,high,acceptable
high,high,2,4,medium,,unacceptable
high,high,2,,medium,medium,unacceptable
high,high,2,4,medium,high,acceptable
high,high,2,4,big,low,unacceptable
high,high,2,4,big,medium,acceptable
high,high,2,4,big,high,acceptable
high,high,2,more than 4,,low,
high,high,2,more than 4,small,medium,unacceptable
high,high,2,more than 4,small,,unacceptable
high,high,2,more than 4,medium,low,unacceptable
high,high,2,more than 4,medium,medium,unacceptable
high,,2,more than 4,,high,acceptable
high,high,,more than 4,big,low,unacceptable
high,high,2,,,medium,acceptable
,high,,more than 4,big,,acceptable
high,high,3,2,small,low,unacceptable
high,high,,2,small,medium,unacceptable
high,high,3,,small,high,unacceptable
,high,3,,medium,low,unacceptable
high,high,3,2,medium,medium,unacceptable
high,high,3,2,medium,,
high,high,3,2,big,low,unacceptable
high,high,3,2,big,medium,unacceptable
high,high,3,2,big,high,unacceptable
,high,3,4,small,low,unacceptable
high,high,3,4,small,medium,unacceptable
high,high,3,4,small,high,acceptable
high,high,,4,,low,unacceptable
high,high,3,4,medium,medium,unacceptable
high,high,3,4,medium,high,acceptable
high,high,3,4,big,low,unacceptable
high,high,3,4,,medium,acceptable
high,,3,4,big,high,acceptable
high,,,more than 4,,low,unacceptable
high,high,3,more than 4,small,,unacceptable
high,high,3,,,high,acceptable
high,high,3,more than 4,medium,low,unacceptable
high,high,3,more than 4,medium,medium,
high,high,3,more than 4,medium,,acceptable
high,high,3,more than 4,big,,unacceptable
high,high,3,more than 4,big,medium,acceptable
,high,3,more than 4,,high,acceptable
high,high,4,,small,low,unacceptable
high,high,,2,,medium,unacceptable
high,high,4,2,small,high,unacceptable
high,high,4,2,medium,low,unacceptable
high,high,4,2,medium,medium,unacceptable
high,high,4,,medium,high,unacceptable
high,high,4,2,big,low,unacceptable
high,,,2,big,medium,unacceptable
high,high,,2,big,high,unacceptable
high,high,4,4,small,low,unacceptable
high,high,4,4,small,medium,
high,,4,4,small,high,acceptable
high,high,4,4,medium,low,unacceptable
high,high,,4,medium,medium,acceptable
high,high,4,4,medium,high,acceptable
high,high,4,4,,low,unacceptable
high,high,4,4,big,medium,acceptable
high,high,4,4,big,high,
high,high,4,more than 4,small,low,unacceptable
,high,4,more than 4,small,medium,unacceptable
high,high,,more than 4,small,high,acceptable
,high,4,more than 4,medium,low,unacceptable
high,high,4,more than 4,medium,,acceptable
high,high,4,more than 4,medium,high,acceptable
,high,,more than 4,big,low,unacceptable
high,high,,more than 4,big,medium,acceptable
high,,4,more than 4,big,high,acceptable
high,high,5 or more,2,small,low,unacceptable
high,high,5 or more,2,small,medium,
high,high,5 or more,2,small,,unacceptable
high,high,5 or more,2,,low,unacceptable
high,high,5 or more,2,medium,,
high,high,5 or more,2,medium,,
,high,5 or more,2,,low,unacceptable
high,,5 or more,2,big,medium,unacceptable
high,high,5 or more,2,big,high,unacceptable
,,5 or more,4,small,low,unacceptable
,high,5 or more,,small,medium,unacceptable
high,high,5 or more,,small,high,acceptable
high,high,5 or more,,medium,low,unacceptable
high,high,5 or more,4,medium,medium,acceptable
high,high,5 or more,4,medium,high,acceptable
high,high,5 or more,,big,low,unacceptable
high,high,5 or more,4,big,medium,acceptable
high,high,5 or more,4,big,high,acceptable
high,high,5 or more,more than 4,small,low,unacceptable
high,high,5 or more,more than 4,small,medium,
high,high,5 or more,more than 4,small,high,acceptable
high,high,5 or more,more than 4,medium,low,unacceptable
high,high,,more than 4,medium,medium,
high,high,5 or more,more than 4,,high,acceptable
high,high,5 or more,more than 4,,low,unacceptable
high,high,5 or more,more than 4,big,medium,acceptable
high,high,5 or more,more than 4,big,high,acceptable
high,medium,,,small,low,unacceptable
high,medium,2,,small,medium,unacceptable
high,,2,2,small,high,unacceptable
high,medium,2,2,medium,low,
high,medium,2,2,medium,medium,unacceptable
high,medium,2,2,medium,high,unacceptable
high,medium,2,2,big,low,unacceptable
high,medium,2,2,big,medium,unacceptable
high,medium,2,2,big,high,unacceptable
high,medium,2,4,small,low,unacceptable
high,medium,2,4,small,,unacceptable
high,medium,2,4,small,high,acceptable
high,medium,2,4,medium,low,unacceptable
high,medium,2,4,medium,medium,unacceptable
high,medium,2,4,medium,high,acceptable
high,medium,2,4,big,low,unacceptable
high,medium,,4,big,medium,acceptable
high,medium,2,4,big,high,acceptable
high,medium,2,more than 4,small,low,unacceptable
high,medium,2,more than 4,small,medium,unacceptable
,medium,2,more than 4,small,high,unacceptable
high,medium,2,more than 4,,low,unacceptable
high,medium,2,more than 4,medium,medium,unacceptable
high,medium,2,more than 4,,high,acceptable
high,medium,2,more than 4,big,low,unacceptable
high,medium,2,more than 4,big,medium,acceptable
high,medium,2,,big,high,acceptable
,medium,3,2,small,low,
high,medium,3,2,small,medium,unacceptable
high,medium,3,,small,high,
high,,3,2,medium,low,unacceptable
high,medium,3,,medium,medium,unacceptable
high,medium,3,2,medium,high,unacceptable
,medium,3,,big,low,unacceptable
high,medium,,2,big,medium,
high,medium,3,2,big,high,unacceptable
high,medium,3,4,,low,unacceptable
high,medium,3,4,small,medium,
high,medium,3,4,,high,acceptable
high,medium,3,,medium,low,unacceptable
high,medium,3,4,medium,medium,unacceptable
high,medium,3,4,medium,high,acceptable
high,medium,3,4,big,,unacceptable
high,,3,4,big,medium,
high,medium,3,4,big,high,acceptable
high,medium,3,more than 4,small,low,unacceptable
high,medium,3,more than 4,,medium,unacceptable
high,medium,3,more than 4,small,high,acceptable
high,medium,3,more than 4,medium,low,unacceptable
high,medium,3,more than 4,medium,medium,acceptable
high,medium,,more than 4,medium,,acceptable
