class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,bell,scaly,yellow,bruises,,free,close,,,,club,smooth,,white,,partial,white,one,,,,
edible,bell,scaly,white,bruises,almond,free,close,,,,club,smooth,,white,white,,,one,pendant,brown,numerous,meadows
edible,bell,smooth,,,,free,close,broad,,,,,smooth,,,partial,,one,pendant,,scattered,meadows
poisonous,,smooth,,,,free,,,brown,,,,,,,partial,,,pendant,,several,
,,,,,,,,,,enlarging,club,,smooth,white,,partial,white,,,brown,numerous,
,,,white,,,free,,,white,enlarging,club,smooth,,,white,,,,,,,
,flat,fibrous,brown,no,,,close,narrow,black,,,,,white,white,,white,one,,,,
,,,,bruises,,free,,narrow,,,bulbous,smooth,smooth,,,partial,white,one,pendant,,several,
,,smooth,,,anise,,close,,,enlarging,,,,,white,,white,,pendant,brown,numerous,
,,scaly,white,bruises,,free,close,,,enlarging,equal,smooth,,white,,,,one,pendant,brown,,urban
,convex,,,,,free,close,,brown,,club,smooth,smooth,,white,partial,,,pendant,brown,numerous,meadows
edible,,,,bruises,,free,close,broad,,enlarging,,smooth,,,white,,,one,pendant,brown,solitary,paths
,,,yellow,bruises,,,close,,brown,enlarging,club,,smooth,white,white,partial,white,one,,brown,scattered,
edible,convex,fibrous,,,anise,free,,narrow,white,tapering,bulbous,,,,white,,,,pendant,brown,,
edible,,,,,,,,narrow,,enlarging,equal,,smooth,,white,,,,pendant,black,several,
poisonous,,scaly,,,,,close,,white,,equal,,,white,,,white,one,,,scattered,
,,fibrous,yellow,,,,crowded,,,tapering,,smooth,,,,partial,white,one,,brown,,
edible,,,,,,free,,broad,black,,,,smooth,,white,,white,,,black,scattered,
edible,,scaly,yellow,,,,close,broad,,,club,smooth,smooth,,,,white,,pendant,,scattered,grasses
edible,,,,bruises,anise,free,close,broad,,enlarging,,,scaly,,,partial,,one,,,,
edible,,fibrous,,no,none,free,,,,enlarging,,,smooth,,white,,,one,,black,,
poisonous,convex,scaly,,bruises,,,close,,pink,,,smooth,smooth,white,white,partial,white,one,,,,grasses
edible,,smooth,yellow,,almond,free,,broad,,enlarging,club,smooth,,white,white,,white,,pendant,,,
edible,,scaly,,,almond,free,,broad,brown,enlarging,,,smooth,,white,partial,white,one,pendant,,numerous,
,convex,scaly,yellow,bruises,,,close,,,,,,,,,partial,,,pendant,,scattered,meadows
,,smooth,white,,anise,,close,,white,enlarging,club,smooth,,,,,white,,,brown,numerous,meadows
edible,,,yellow,bruises,,free,,,brown,enlarging,rooted,,scaly,,,partial,white,one,pendant,brown,scattered,
,,,yellow,,,,close,,white,,,smooth,scaly,,white,partial,,one,pendant,black,scattered,paths
edible,convex,scaly,brown,bruises,almond,,close,broad,,enlarging,,,scaly,,white,partial,white,,,black,scattered,grasses
,convex,smooth,white,,anise,free,close,,black,enlarging,,smooth,smooth,,,partial,,one,,black,,grasses
edible,bell,smooth,,bruises,,,,,black,enlarging,,,smooth,,,,white,one,,,numerous,meadows
,convex,,,bruises,,free,,,black,,equal,,,,white,,white,,pendant,,several,urban
poisonous,convex,smooth,white,,,free,close,narrow,,,,smooth,,,,,white,,pendant,,,
,,,yellow,,almond,free,close,,,,,smooth,,,white,partial,white,,,black,,
,,,,no,none,free,,,,tapering,equal,,smooth,,white,partial,white,one,evanescent,,abundant,
edible,bell,smooth,,bruises,almond,free,,,,,club,,smooth,,,partial,white,,pendant,brown,,grasses
edible,convex,,yellow,,,,,broad,black,enlarging,,,,white,,partial,white,,pendant,,numerous,grasses
,,scaly,brown,,almond,free,close,,pink,enlarging,,,scaly,,white,,,one,,black,,paths
,,fibrous,,no,,free,,narrow,,,,,smooth,,white,,,one,pendant,,,
edible,bell,,yellow,bruises,almond,free,,,,,club,smooth,,,,partial,,one,,,scattered,meadows
,bell,smooth,yellow,,anise,,close,,,,club,,smooth,white,,partial,,one,,brown,scattered,meadows
edible,,scaly,yellow,bruises,,free,close,broad,,enlarging,,smooth,,white,white,,white,,pendant,brown,numerous,meadows
edible,,,white,bruises,anise,free,,broad,,enlarging,,,,,white,,,,,,,grasses
edible,flat,,,no,none,,,,,,equal,smooth,smooth,white,white,partial,white,,,,abundant,grasses
,convex,,white,,,,,,,enlarging,club,,smooth,white,,,,,pendant,,scattered,grasses
,flat,,yellow,,almond,free,,broad,white,enlarging,rooted,smooth,,,white,,white,one,,,scattered,
edible,,scaly,,bruises,,free,,broad,white,,,,smooth,white,white,,,one,,black,,grasses
,,fibrous,gray,no,,,close,narrow,,,,smooth,,,,,,one,,brown,,urban
edible,flat,fibrous,,,anise,free,crowded,narrow,pink,,,smooth,smooth,,white,,white,,,brown,,woods
edible,bell,,,,anise,free,close,broad,gray,enlarging,,smooth,,white,white,partial,,,,,,meadows
edible,,,,bruises,anise,free,,narrow,white,,bulbous,,smooth,,white,partial,white,one,,,,
edible,,scaly,brown,bruises,,free,close,,pink,enlarging,,smooth,,,,,,,pendant,black,scattered,
,bell,,,bruises,,free,close,,,enlarging,,,smooth,,white,partial,,,,,,grasses
,flat,smooth,yellow,bruises,,free,crowded,,,tapering,,,,,white,partial,white,,,,,
edible,,smooth,,,,free,crowded,narrow,,,bulbous,,smooth,,,,,one,,,,
edible,flat,scaly,brown,,anise,,,broad,,enlarging,,smooth,scaly,white,white,partial,,one,,brown,solitary,paths
,,scaly,,,,free,close,,,,equal,smooth,,,,partial,white,,,,several,
edible,flat,,,,almond,free,close,broad,,enlarging,rooted,,scaly,white,white,partial,white,one,,,solitary,
,,,brown,no,,,,broad,black,,equal,fibrous,smooth,white,,partial,,one,evanescent,brown,scattered,
poisonous,convex,scaly,,,,free,close,,white,enlarging,equal,smooth,smooth,white,,partial,white,one,pendant,black,,
,,fibrous,gray,,,free,,narrow,brown,enlarging,,,smooth,white,,partial,,one,,brown,,
,,fibrous,gray,,,free,crowded,broad,,,equal,,smooth,,white,,white,,evanescent,,scattered,grasses
edible,convex,scaly,yellow,,anise,,,,,enlarging,rooted,smooth,scaly,,,,,,,black,scattered,grasses
edible,convex,,brown,no,,,crowded,,black,tapering,,,,,,partial,,one,,black,,
edible,bell,,white,,,,,broad,,,club,smooth,,white,,partial,white,one,,,,
,convex,,,bruises,,free,,,,,club,,smooth,,,partial,,one,pendant,brown,scattered,
,,scaly,brown,,anise,,close,,white,enlarging,,,,,,partial,white,one,,black,solitary,
edible,sunken,,,,,free,close,narrow,,,equal,smooth,,white,white,,,one,,,,
edible,convex,,brown,no,none,,,narrow,brown,,,,smooth,white,,,white,one,,brown,solitary,
edible,,smooth,white,bruises,anise,,close,broad,,enlarging,club,,smooth,white,,partial,,,,black,scattered,
,convex,,yellow,bruises,almond,free,,broad,gray,enlarging,,smooth,,,,partial,white,one,pendant,,scattered,
edible,convex,scaly,yellow,,,free,,,,enlarging,,,smooth,white,,,,,,black,numerous,meadows
,convex,,brown,no,,free,,broad,,,equal,,smooth,,white,partial,white,,,,,grasses
edible,convex,smooth,white,bruises,,free,close,broad,,,,smooth,smooth,,white,,,,pendant,brown,,grasses
,flat,scaly,brown,,anise,free,,broad,,enlarging,,smooth,scaly,,,,,,pendant,,,grasses
,convex,smooth,yellow,bruises,almond,,,,brown,,club,smooth,smooth,white,,partial,white,,,black,numerous,grasses
edible,bell,smooth,,,,free,close,broad,,enlarging,club,smooth,smooth,,white,,,,pendant,brown,scattered,grasses
edible,convex,,,,,,,,gray,,,,smooth,,,partial,,,,,,
edible,convex,fibrous,,no,,,crowded,,,tapering,equal,,smooth,white,,,,,,black,scattered,grasses
,bell,smooth,yellow,,anise,,,,brown,enlarging,,,,,,,white,,,,numerous,grasses
edible,,scaly,,bruises,anise,free,close,broad,,enlarging,,smooth,,,,,,one,,,scattered,
edible,convex,scaly,yellow,,almond,,,broad,,enlarging,rooted,smooth,scaly,,,partial,,one,pendant,black,,
,,scaly,,,,free,close,,,,,smooth,smooth,,,partial,,one,,,,grasses
edible,,,,,,,close,,,enlarging,,smooth,,white,white,partial,white,,pendant,,,
edible,,scaly,yellow,bruises,almond,,,,,,,,scaly,white,,partial,,,pendant,,,grasses
edible,bell,scaly,white,,,,,broad,,enlarging,club,smooth,smooth,white,,partial,,one,,black,scattered,
,bell,,white,bruises,,,,broad,,enlarging,,smooth,smooth,white,,partial,white,one,pendant,,,meadows
,convex,smooth,,bruises,,free,close,broad,,,club,smooth,smooth,,,,white,,,black,,meadows
edible,convex,,,bruises,anise,free,,broad,white,enlarging,club,smooth,smooth,,,,,,,,,grasses
edible,,fibrous,gray,,,free,close,narrow,,,,,,,white,partial,,one,,,,urban
edible,convex,,white,,almond,free,,narrow,white,,bulbous,,smooth,white,white,partial,white,,pendant,,,
,convex,,yellow,,,free,,,brown,,club,,,white,,,,,pendant,,numerous,meadows
,convex,,white,,pungent,,,narrow,brown,,,smooth,smooth,white,white,partial,white,,,brown,several,
,convex,scaly,,,,,,,pink,,rooted,smooth,,white,,partial,,one,pendant,,,grasses
edible,,fibrous,,no,,free,,,,,equal,,smooth,,,,,,,,,urban
edible,,,yellow,bruises,anise,,close,broad,white,enlarging,,,scaly,white,,,,,pendant,black,,
,,smooth,yellow,bruises,,free,crowded,narrow,,,,,,,,partial,,,pendant,purple,several,woods
edible,sunken,,,,,,close,narrow,black,,equal,smooth,,white,,,white,,,brown,solitary,
,,smooth,,,pungent,free,,narrow,black,,,smooth,,white,,,,,,,several,grasses
edible,convex,,white,,almond,free,close,broad,gray,,,smooth,,white,white,,white,one,pendant,brown,numerous,meadows
poisonous,,,brown,,pungent,free,,narrow,pink,,,,,white,,partial,,,pendant,black,,
,,smooth,,,,free,crowded,,black,,,smooth,smooth,white,white,,white,,evanescent,,abundant,
,convex,,yellow,,,,,broad,,enlarging,club,,smooth,white,white,,,one,pendant,brown,,meadows
,,,white,,,free,,,,tapering,equal,,fibrous,white,,partial,white,one,,black,scattered,
,,,yellow,,,free,,broad,,,,,,white,white,,white,one,pendant,,,
edible,flat,,,no,none,free,crowded,,chocolate,tapering,,smooth,smooth,,white,partial,white,,,brown,,grasses
edible,,smooth,white,,anise,free,close,broad,,enlarging,club,smooth,smooth,,white,,,,pendant,black,numerous,grasses
edible,bell,,,,anise,free,,,brown,,club,smooth,,,white,partial,white,one,,brown,scattered,meadows
,bell,smooth,,,anise,,,,white,enlarging,club,,smooth,white,white,partial,,one,,brown,,
,bell,,white,,,free,,,white,,,,smooth,white,white,partial,,,pendant,,,
,flat,,white,,anise,,,narrow,white,,,,,,,,,one,pendant,purple,,
edible,,,yellow,bruises,anise,,,broad,,enlarging,club,smooth,,,white,partial,white,,,black,scattered,meadows
,flat,smooth,white,,,free,,,pink,,bulbous,,smooth,white,,,,,pendant,brown,,
,convex,,white,bruises,pungent,,close,,,enlarging,equal,,,,,,,,pendant,brown,several,
edible,flat,fibrous,white,bruises,anise,,crowded,narrow,white,tapering,,,smooth,white,white,,,one,pendant,brown,,woods
,convex,,,bruises,almond,,close,,,,,smooth,,,white,,white,,pendant,,,
,,smooth,brown,bruises,pungent,,,,,enlarging,equal,,,white,white,,white,one,,,several,grasses
edible,,,yellow,bruises,,free,close,broad,white,enlarging,,smooth,,white,,partial,,,,,numerous,grasses
edible,,,,,almond,,,,,enlarging,rooted,,,,,,white,one,pendant,,,paths
edible,bell,,yellow,,anise,free,close,,gray,,,,smooth,,,partial,,one,,,numerous,
,sunken,fibrous,brown,,,free,close,narrow,black,enlarging,,,smooth,,,partial,white,,,,several,urban
,,scaly,,bruises,almond,,close,,,enlarging,,smooth,scaly,,,,,,,,solitary,paths
edible,,,yellow,,,free,close,broad,,enlarging,club,smooth,smooth,white,white,,white,one,pendant,,,grasses
edible,convex,fibrous,gray,no,none,free,crowded,,,tapering,,,,,,,white,one,,,scattered,
edible,flat,fibrous,,no,,free,crowded,,,,equal,,fibrous,,white,partial,white,one,,,abundant,
,,,,bruises,,free,,broad,,enlarging,club,,smooth,white,white,partial,,one,,,numerous,
edible,bell,smooth,yellow,,,,,,,enlarging,club,,smooth,,,partial,white,one,,black,numerous,grasses
edible,bell,scaly,white,bruises,almond,,close,,,enlarging,club,smooth,,white,,partial,white,one,pendant,black,numerous,
,convex,scaly,,bruises,,free,close,broad,white,,,smooth,smooth,,white,,white,one,,,scattered,grasses
edible,convex,smooth,brown,no,,,,broad,,tapering,equal,fibrous,,,,,,one,evanescent,brown,abundant,
edible,convex,,white,,anise,free,,broad,gray,enlarging,,smooth,,,,partial,white,one,pendant,,,
,,,,,,,close,narrow,black,,,smooth,,,,,,,pendant,,,urban
,,smooth,,,,,crowded,narrow,,tapering,bulbous,,smooth,,,,,,pendant,,,
edible,convex,scaly,brown,bruises,,free,close,broad,white,,,,scaly,,,partial,,one,,,,grasses
,,scaly,,bruises,almond,,close,,black,,club,,smooth,,,,,one,,brown,numerous,grasses
,,scaly,,,almond,free,close,,black,,,smooth,,,,partial,white,one,pendant,,,
,,scaly,,,,,close,,,enlarging,,,,white,white,partial,,one,,,,
edible,bell,smooth,yellow,bruises,,,close,,gray,,,,,,white,,white,,,,scattered,
edible,,smooth,,bruises,anise,free,,,,enlarging,club,smooth,,,,partial,white,one,,black,scattered,
edible,bell,scaly,yellow,,,free,,broad,brown,enlarging,club,,,,,,,one,pendant,,,grasses
,,,brown,,none,,close,,,enlarging,equal,smooth,smooth,white,white,partial,,,,brown,,
edible,flat,scaly,,bruises,,,,,,enlarging,,smooth,scaly,,,,white,,,,solitary,grasses
,convex,scaly,white,bruises,almond,free,close,,,,club,smooth,,white,,,white,,,brown,scattered,
edible,flat,,,bruises,,free,close,broad,,enlarging,,,,,white,,,one,,brown,,paths
edible,,,,bruises,,,,,,enlarging,,,smooth,white,,,,one,,brown,scattered,grasses
,,,,bruises,almond,free,close,,,,club,smooth,smooth,,,partial,,one,pendant,black,,
,,,brown,bruises,,,,,white,,,,scaly,white,,partial,white,one,,black,solitary,grasses
edible,bell,,white,bruises,almond,,close,broad,,enlarging,club,smooth,,,white,,white,,pendant,,scattered,
,,,gray,no,,free,,narrow,gray,enlarging,,smooth,,white,,partial,white,one,,brown,,urban
,,smooth,,,,,close,broad,,,,,smooth,white,,,,one,pendant,,,grasses
edible,,,,bruises,,,crowded,,brown,,,smooth,,white,white,,white,,pendant,,several,
,bell,scaly,,,almond,free,,,,enlarging,,,smooth,,,,,,pendant,,scattered,grasses
edible,,,,,,free,,,,enlarging,,smooth,,white,white,,,,,brown,scattered,grasses
edible,,,white,,anise,,,broad,,enlarging,club,smooth,smooth,white,white,,,one,,,,meadows
edible,,scaly,white,bruises,almond,free,,broad,,enlarging,club,,,white,,partial,,,pendant,black,numerous,
edible,bell,scaly,yellow,bruises,,,close,,gray,,club,smooth,,,,partial,white,,pendant,,,grasses
,,,,,,free,,broad,,,club,smooth,,white,white,partial,white,,,brown,,meadows
,,smooth,,bruises,anise,free,close,broad,gray,enlarging,,,,,white,partial,white,,pendant,,numerous,grasses
,,,white,bruises,pungent,,,narrow,pink,,,smooth,,,,partial,white,one,pendant,brown,,urban
,sunken,,,,,,,narrow,,enlarging,equal,smooth,smooth,white,,,,one,pendant,,,urban
,flat,fibrous,brown,no,none,,close,narrow,,,,,smooth,white,,,white,,,black,several,
,,smooth,yellow,,almond,free,,,gray,,,smooth,smooth,white,white,partial,,one,,,scattered,meadows
,flat,,,,almond,free,,broad,,enlarging,,,scaly,,,partial,white,,,,scattered,
poisonous,convex,,,,,free,,,black,,equal,,smooth,white,white,partial,,,pendant,black,,
,,,white,,,free,close,broad,gray,,club,smooth,,white,white,,,,,,scattered,
edible,flat,fibrous,gray,,,free,close,narrow,,enlarging,,smooth,smooth,,white,,,one,pendant,black,several,
edible,bell,,yellow,,anise,,,,gray,,,smooth,smooth,,,,,one,pendant,brown,,grasses
edible,convex,scaly,brown,bruises,,free,close,broad,,enlarging,rooted,,,white,white,partial,,one,,,,
,,,,no,,,crowded,,pink,,,smooth,fibrous,white,white,partial,,,,,scattered,grasses
,convex,smooth,,,,,,narrow,,,bulbous,smooth,smooth,,,partial,,,pendant,brown,,
,,,,,anise,free,close,,,,,,smooth,white,white,,white,,,,scattered,meadows
,flat,smooth,,,,free,,narrow,,tapering,,smooth,smooth,white,white,,white,,,brown,,woods
edible,,smooth,,,,free,close,broad,black,,,smooth,,,,partial,white,,,brown,numerous,
edible,,,gray,no,,free,close,narrow,gray,enlarging,,,,,white,partial,,,,,solitary,
edible,bell,,,,almond,free,,broad,brown,,,smooth,smooth,white,white,partial,,one,pendant,black,,
,,,white,bruises,,free,,,,enlarging,,,,white,,partial,white,one,pendant,,,meadows
,convex,scaly,white,bruises,anise,free,,broad,,,club,,,,white,partial,white,,pendant,brown,,
,flat,smooth,white,,almond,free,crowded,narrow,,,bulbous,smooth,smooth,,white,,,one,pendant,,,
,convex,scaly,,bruises,anise,free,,broad,,,,,,,,partial,white,,pendant,brown,scattered,
edible,bell,smooth,,bruises,anise,free,,,white,enlarging,,smooth,,white,white,partial,white,,pendant,,scattered,grasses
edible,,smooth,,,almond,,close,,,enlarging,club,,smooth,white,white,,white,one,pendant,,numerous,grasses
edible,,fibrous,white,,,free,,broad,chocolate,tapering,,,smooth,,white,,,,evanescent,black,,
,flat,,brown,bruises,anise,,close,,,enlarging,rooted,,,white,,partial,white,,,,solitary,paths
,convex,smooth,,bruises,,,,,,,equal,smooth,smooth,,,,white,one,,,several,
,bell,smooth,,,almond,,,,,,club,,,white,white,partial,white,,pendant,,numerous,
edible,bell,,white,bruises,almond,,close,,,,,smooth,,white,,,,,,,scattered,
,,scaly,white,,,,close,,,,,,smooth,,white,,,one,,brown,numerous,
edible,,scaly,,bruises,,free,close,broad,white,enlarging,club,,,,,,white,,pendant,,,grasses
edible,convex,smooth,,bruises,,,,,,enlarging,club,,,,,partial,,one,,black,,grasses
,bell,,,bruises,anise,free,close,broad,,,,smooth,,,white,partial,,,,,,meadows
edible,convex,,yellow,,,free,,,brown,,bulbous,,smooth,,,partial,,,,,,
edible,,,,,none,,close,,brown,enlarging,equal,smooth,smooth,,,partial,,,pendant,,solitary,urban
edible,flat,,,,,free,close,,,enlarging,,,,white,white,partial,white,,,brown,,grasses
edible,bell,smooth,white,bruises,,,,broad,,enlarging,,smooth,,white,white,,,one,,,numerous,meadows
edible,,,yellow,bruises,almond,,,,,,,smooth,,white,white,partial,,one,pendant,black,scattered,grasses
edible,,scaly,,bruises,,,close,broad,,,club,,smooth,,white,partial,,,,black,scattered,grasses
,,,,bruises,anise,free,,broad,white,enlarging,club,,,white,,,white,one,pendant,,,grasses
edible,sunken,fibrous,gray,no,,free,close,narrow,,enlarging,,smooth,,white,,,,one,,,several,
edible,convex,smooth,,bruises,,,,broad,,enlarging,club,,,white,white,partial,,,,,,meadows
,,smooth,white,,pungent,,,,black,,,,smooth,,,,,one,pendant,,,
,,scaly,yellow,bruises,almond,free,close,,brown,,,smooth,,,white,,,one,pendant,brown,,
edible,flat,fibrous,,,almond,,crowded,,pink,tapering,bulbous,,smooth,white,,partial,white,one,pendant,,,
edible,convex,scaly,,,anise,,,broad,,,,,smooth,,,,white,,pendant,,,
edible,bell,,white,bruises,,free,,broad,brown,enlarging,club,,smooth,,,partial,white,one,,black,scattered,
,,,white,bruises,almond,free,,broad,,enlarging,,smooth,,,white,,white,,pendant,,,
,,,,,almond,free,,broad,gray,,club,,smooth,,white,partial,,,pendant,,scattered,grasses
poisonous,convex,scaly,brown,,,,close,narrow,,enlarging,,,smooth,,white,,white,one,,black,several,
,bell,,,,,free,,,,,club,,smooth,,,partial,,one,pendant,,,grasses
,,,,no,,,close,,,enlarging,,smooth,smooth,,white,,,one,pendant,,solitary,urban
poisonous,convex,,,bruises,,free,,,,enlarging,,smooth,,,,partial,,,,,scattered,urban
,convex,scaly,,bruises,anise,,,broad,brown,,,,scaly,white,white,,white,one,,,solitary,paths
,flat,,brown,no,none,free,close,,black,,,,,white,,partial,white,,pendant,,,urban
,,smooth,white,,anise,free,close,,black,enlarging,club,smooth,,,,,white,,pendant,brown,,
edible,convex,,,bruises,anise,,crowded,,,,,,,,,,white,,,brown,several,
edible,convex,scaly,,bruises,,free,close,,white,,club,,,,white,,,,pendant,black,,
,,,yellow,,,,close,broad,brown,,,,,white,white,partial,white,,pendant,,,grasses
,,,yellow,bruises,,free,,,brown,enlarging,rooted,,scaly,white,white,,white,one,,,,grasses
edible,flat,scaly,yellow,,,,,,pink,,,,,white,white,partial,,one,pendant,black,,paths
edible,flat,scaly,,bruises,,free,,,,enlarging,,smooth,scaly,,,,white,one,,,solitary,paths
edible,convex,,,,,,,,white,enlarging,club,smooth,,white,,partial,,one,,,scattered,
edible,convex,smooth,white,bruises,,free,close,broad,,enlarging,club,smooth,,,,partial,white,,,,,meadows
poisonous,,smooth,,bruises,,,,narrow,brown,enlarging,,,,white,,partial,white,one,,,,urban
edible,,,white,bruises,,free,,,pink,tapering,bulbous,,smooth,,,partial,,one,pendant,,,
,convex,smooth,,,anise,free,,,white,,,smooth,smooth,white,white,partial,,,,,scattered,grasses
edible,convex,,,bruises,anise,free,crowded,narrow,pink,,bulbous,smooth,,white,,partial,,one,,purple,,
,convex,,,bruises,almond,free,,broad,,,club,smooth,smooth,,,,white,,,,scattered,
edible,,scaly,,bruises,anise,,close,,white,enlarging,,,,,,,,one,,,solitary,
,,smooth,brown,,none,free,crowded,broad,pink,,,,smooth,white,white,partial,,one,evanescent,black,scattered,grasses
,flat,,yellow,bruises,,free,,,,enlarging,rooted,smooth,,white,white,,,,pendant,brown,solitary,
poisonous,,,brown,,pungent,,close,,pink,,,smooth,,white,white,,,one,pendant,brown,scattered,grasses
,sunken,fibrous,,,,,close,,,,equal,smooth,,,white,partial,,,,,several,urban
,bell,,yellow,bruises,,,close,,,enlarging,club,,smooth,,white,partial,white,,pendant,brown,,
,,smooth,,,anise,,close,,brown,enlarging,club,,smooth,,,,white,,pendant,,,grasses
,bell,,white,bruises,,,close,broad,,,club,smooth,,,,partial,,one,,,numerous,meadows
edible,,fibrous,brown,,,,,narrow,,enlarging,equal,smooth,smooth,,,,white,,pendant,,,
edible,convex,,white,,almond,free,,broad,,enlarging,,smooth,,white,white,partial,white,one,,,,meadows
,bell,scaly,,,,,,,gray,enlarging,,,,white,white,,,one,pendant,,numerous,
,bell,scaly,,bruises,,free,,broad,gray,,club,smooth,smooth,,white,partial,,one,,,numerous,meadows
edible,,scaly,,,,free,close,broad,white,,rooted,,,,white,partial,white,,,brown,,grasses
poisonous,,scaly,white,,pungent,,close,narrow,black,enlarging,,smooth,,white,white,,,one,pendant,,,
edible,,smooth,,bruises,,free,,broad,,enlarging,club,,smooth,white,,,,one,pendant,,numerous,grasses
edible,convex,scaly,white,,almond,,,,brown,enlarging,,,,white,,partial,,,,,scattered,
,,,,,anise,free,,,white,,,,,white,,partial,,,pendant,,several,
edible,,fibrous,,no,,free,,narrow,,,,,,white,white,,white,one,,black,several,urban
,flat,,,,none,free,crowded,broad,,,,,smooth,white,,,,,evanescent,black,abundant,
,,scaly,yellow,,almond,,close,broad,gray,enlarging,,,,,white,partial,,one,,,,
,,,white,,,,close,,black,enlarging,club,smooth,,,,partial,,,pendant,,scattered,meadows
,,,brown,bruises,pungent,free,close,,,enlarging,,,smooth,,white,partial,,one,,,,
,,,,bruises,anise,,,,,enlarging,club,,,,white,,white,one,,black,numerous,meadows
,,smooth,brown,bruises,pungent,free,close,,white,enlarging,equal,smooth,,white,white,,,,,,,urban
edible,convex,scaly,,,anise,,close,broad,black,enlarging,,,smooth,,white,,white,one,pendant,,,grasses
,convex,scaly,yellow,bruises,,free,close,,black,,,,smooth,,white,partial,,,pendant,,numerous,
,flat,,,,,free,close,,brown,enlarging,,,scaly,white,white,partial,,one,pendant,brown,,
,convex,,,,,free,close,broad,,enlarging,,,,,,partial,white,one,,,,paths
edible,flat,,brown,,almond,free,close,broad,,enlarging,rooted,,,,,,white,,,brown,solitary,grasses
,convex,scaly,,,almond,free,close,broad,white,enlarging,,,,white,white,partial,,one,,,numerous,meadows
edible,,,,,none,free,crowded,,chocolate,,equal,,,white,white,,,one,,,,
edible,convex,smooth,yellow,,,,,,black,enlarging,,smooth,smooth,white,white,partial,white,one,pendant,,,meadows
,,scaly,,bruises,pungent,free,,,white,enlarging,equal,,,white,,partial,,,,,scattered,grasses
,bell,,yellow,,almond,free,close,broad,brown,enlarging,club,smooth,smooth,,white,,white,,pendant,,,
edible,,,brown,no,,,,narrow,,,,,smooth,,,,,,pendant,brown,several,urban
edible,,smooth,yellow,bruises,anise,,close,broad,black,,,,smooth,,,partial,,one,,black,scattered,meadows
edible,,,,bruises,anise,,close,,brown,enlarging,,,,white,white,,,,pendant,black,,meadows
edible,,,brown,bruises,,,,broad,,,rooted,smooth,,,white,,,one,,black,scattered,
,bell,scaly,yellow,bruises,,free,,,,,club,,,,white,partial,,,,black,scattered,meadows
edible,,scaly,white,,,free,close,,gray,enlarging,,,,white,,,white,one,,,,grasses
edible,,scaly,brown,bruises,anise,,,broad,brown,enlarging,,smooth,scaly,,,partial,white,,pendant,,,paths
edible,flat,fibrous,,no,,,,,,,,,smooth,,,partial,white,one,,brown,,
,convex,,,,none,free,,narrow,gray,enlarging,,smooth,,white,,,,one,,black,,urban
