class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,convex,scaly,white,bruises,pungent,free,close,,brown,,equal,smooth,smooth,white,,,white,one,,,scattered,
poisonous,convex,,,bruises,pungent,free,close,narrow,black,enlarging,equal,,smooth,white,white,partial,,one,,brown,,
,bell,smooth,yellow,bruises,almond,free,close,broad,black,,club,,smooth,white,white,,white,one,pendant,brown,scattered,meadows
poisonous,convex,scaly,,bruises,pungent,free,close,narrow,brown,,equal,smooth,smooth,,white,partial,white,one,pendant,brown,several,
edible,bell,scaly,yellow,bruises,anise,free,close,,,enlarging,club,smooth,,white,white,partial,white,one,pendant,brown,scattered,
edible,bell,scaly,white,bruises,almond,free,close,broad,white,,club,smooth,smooth,white,white,partial,,one,pendant,brown,numerous,meadows
edible,bell,smooth,white,,,free,close,broad,gray,,,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows
poisonous,,smooth,white,bruises,pungent,free,close,narrow,brown,enlarging,,,,,,partial,,one,pendant,brown,several,
,,,yellow,,,,close,broad,brown,enlarging,club,,smooth,white,,partial,white,,pendant,brown,numerous,
edible,convex,scaly,white,bruises,anise,free,,broad,white,enlarging,club,smooth,,white,white,partial,white,one,,brown,numerous,meadows
,flat,fibrous,brown,no,none,,close,narrow,black,enlarging,,smooth,smooth,white,white,partial,white,one,pendant,,,urban
,,smooth,,bruises,,free,crowded,narrow,,tapering,bulbous,smooth,smooth,white,,partial,white,one,pendant,brown,several,
edible,bell,smooth,yellow,,anise,free,close,,gray,enlarging,,smooth,,,white,partial,white,one,pendant,brown,numerous,meadows
poisonous,convex,scaly,white,bruises,,free,close,,,enlarging,equal,smooth,,white,white,,,one,pendant,brown,scattered,urban
edible,convex,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,,white,partial,white,,pendant,brown,numerous,meadows
edible,,scaly,brown,bruises,,free,close,broad,pink,enlarging,,smooth,,white,white,,white,one,pendant,brown,solitary,paths
edible,bell,,yellow,bruises,anise,free,close,,brown,enlarging,club,,smooth,white,white,partial,white,one,,brown,scattered,meadows
edible,convex,fibrous,yellow,,anise,free,,narrow,white,tapering,bulbous,smooth,,white,white,,white,one,pendant,brown,several,woods
edible,sunken,fibrous,gray,,,free,close,narrow,black,enlarging,equal,,smooth,,white,,white,,pendant,black,several,
poisonous,convex,scaly,brown,,,free,close,,white,enlarging,equal,smooth,smooth,white,,,white,one,pendant,brown,scattered,urban
,,fibrous,yellow,,almond,free,crowded,,,tapering,,smooth,smooth,,white,partial,white,one,pendant,brown,several,woods
edible,,,yellow,,,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,
edible,bell,scaly,yellow,bruises,,free,close,broad,brown,,club,smooth,smooth,,white,,white,,pendant,brown,scattered,grasses
edible,convex,,,bruises,anise,free,close,broad,,enlarging,rooted,smooth,scaly,,,partial,,one,pendant,black,solitary,paths
edible,convex,fibrous,brown,no,none,free,close,,gray,enlarging,,smooth,smooth,white,white,,,one,pendant,black,solitary,urban
poisonous,convex,scaly,white,bruises,pungent,,close,,pink,enlarging,,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses
edible,,smooth,yellow,,almond,free,,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,,pendant,black,,
edible,convex,scaly,,bruises,almond,free,close,broad,brown,enlarging,club,,smooth,,white,partial,white,one,pendant,brown,numerous,grasses
edible,convex,scaly,yellow,bruises,anise,free,close,broad,,enlarging,club,smooth,smooth,,,partial,white,one,pendant,black,scattered,meadows
,convex,smooth,white,bruises,anise,,close,broad,white,enlarging,club,smooth,smooth,,white,,white,one,,brown,numerous,meadows
edible,,scaly,yellow,bruises,,free,close,broad,brown,enlarging,rooted,,scaly,white,,partial,white,one,pendant,brown,scattered,
edible,flat,scaly,yellow,bruises,,free,close,,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,paths
edible,convex,scaly,brown,bruises,almond,,close,broad,,enlarging,,smooth,scaly,,white,partial,white,,pendant,black,scattered,grasses
edible,convex,smooth,white,,anise,free,close,broad,black,enlarging,,smooth,smooth,,white,partial,,one,pendant,black,,grasses
edible,bell,smooth,,bruises,,,close,broad,black,enlarging,club,smooth,smooth,white,white,,white,one,pendant,,numerous,meadows
poisonous,convex,,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,,white,partial,white,one,pendant,,several,urban
poisonous,convex,smooth,white,,,free,close,narrow,black,,,smooth,smooth,white,white,,white,one,pendant,black,several,
,bell,scaly,yellow,bruises,almond,free,close,,white,,club,smooth,,white,white,partial,white,,pendant,black,,meadows
,,fibrous,,no,none,free,crowded,,,tapering,equal,,smooth,,white,partial,white,one,evanescent,brown,abundant,
edible,bell,smooth,white,bruises,almond,free,,,white,,club,smooth,smooth,white,,partial,white,one,pendant,brown,numerous,grasses
edible,convex,,yellow,,,free,close,broad,black,enlarging,club,smooth,smooth,white,,partial,white,one,pendant,black,numerous,grasses
edible,convex,scaly,brown,bruises,almond,free,close,,pink,enlarging,,smooth,scaly,,white,partial,white,one,pendant,black,solitary,paths
,sunken,fibrous,gray,no,none,free,,narrow,black,enlarging,,,smooth,white,white,partial,white,one,pendant,,,
edible,bell,scaly,yellow,bruises,almond,free,close,,black,,club,smooth,,,white,partial,white,one,,,scattered,meadows
,bell,smooth,yellow,bruises,anise,free,close,,,enlarging,club,smooth,smooth,white,,partial,white,one,,brown,scattered,meadows
edible,bell,scaly,yellow,bruises,,free,close,broad,gray,enlarging,club,smooth,,white,white,,white,one,pendant,brown,numerous,meadows
edible,bell,scaly,white,bruises,anise,free,close,broad,,enlarging,,smooth,smooth,white,white,partial,white,one,pendant,brown,,grasses
edible,flat,smooth,brown,no,none,free,,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,,,,abundant,grasses
edible,convex,,white,bruises,,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,,,pendant,,scattered,grasses
,flat,scaly,yellow,bruises,almond,free,,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,grasses
edible,convex,scaly,,bruises,almond,free,,broad,white,enlarging,,,smooth,white,white,partial,white,one,pendant,black,,grasses
edible,convex,fibrous,gray,no,,,close,narrow,pink,,,smooth,,white,white,partial,,one,,brown,several,urban
edible,flat,fibrous,yellow,bruises,anise,free,crowded,narrow,pink,tapering,,smooth,smooth,,white,partial,white,,pendant,brown,several,woods
edible,bell,scaly,white,,anise,free,close,broad,gray,enlarging,,smooth,,white,white,partial,,one,pendant,brown,,meadows
edible,flat,fibrous,yellow,bruises,anise,free,crowded,narrow,white,tapering,bulbous,,smooth,white,white,partial,white,one,pendant,,several,
edible,convex,scaly,brown,bruises,,free,close,broad,pink,enlarging,,smooth,scaly,,white,,,,pendant,black,scattered,paths
edible,bell,smooth,,bruises,almond,free,close,,,enlarging,club,,smooth,,white,partial,white,,,black,,grasses
,flat,smooth,yellow,bruises,anise,free,crowded,narrow,,tapering,bulbous,,smooth,white,white,partial,white,,pendant,brown,,woods
edible,,smooth,white,,anise,free,crowded,narrow,brown,,bulbous,smooth,smooth,,white,,white,one,pendant,purple,several,woods
edible,flat,scaly,brown,bruises,anise,free,close,broad,,enlarging,rooted,smooth,scaly,white,white,partial,,one,,brown,solitary,paths
,,scaly,,,,free,close,narrow,white,enlarging,equal,smooth,,,,partial,white,one,,,several,urban
edible,flat,scaly,brown,,almond,free,close,broad,,enlarging,rooted,smooth,scaly,white,white,partial,white,one,,brown,solitary,grasses
edible,convex,smooth,brown,no,none,,,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,
poisonous,convex,scaly,,,,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,,grasses
,flat,fibrous,gray,,none,free,close,narrow,brown,enlarging,,smooth,smooth,white,,partial,,one,pendant,brown,solitary,urban
,convex,fibrous,gray,no,none,free,crowded,broad,brown,tapering,equal,,smooth,white,white,,white,one,evanescent,,scattered,grasses
edible,convex,scaly,yellow,bruises,anise,free,,,white,enlarging,rooted,smooth,scaly,white,,partial,white,,pendant,black,scattered,grasses
edible,convex,smooth,brown,no,,free,crowded,broad,black,tapering,,smooth,smooth,,,partial,white,one,evanescent,black,scattered,grasses
edible,bell,,white,bruises,almond,,,broad,white,enlarging,club,smooth,,white,,partial,white,one,,,scattered,grasses
edible,convex,smooth,white,bruises,anise,free,,broad,,,club,,smooth,white,white,partial,,one,pendant,brown,scattered,
edible,flat,scaly,brown,bruises,anise,,close,broad,white,enlarging,rooted,,,white,white,partial,white,one,,black,solitary,
edible,sunken,,brown,no,,free,close,narrow,brown,enlarging,equal,smooth,,white,white,partial,,one,pendant,brown,,urban
edible,convex,fibrous,brown,no,none,free,close,narrow,brown,,,smooth,smooth,white,white,,white,one,pendant,brown,solitary,urban
edible,bell,smooth,white,bruises,anise,free,close,broad,,enlarging,club,smooth,smooth,white,white,partial,,one,,black,scattered,
edible,convex,,yellow,bruises,almond,free,close,broad,gray,enlarging,,smooth,smooth,,,partial,white,one,pendant,,scattered,
edible,convex,scaly,yellow,bruises,anise,free,close,broad,gray,enlarging,club,,smooth,white,,partial,,one,pendant,black,numerous,meadows
edible,convex,smooth,brown,no,,free,crowded,broad,,,equal,smooth,smooth,white,white,partial,white,one,evanescent,,abundant,grasses
edible,convex,smooth,white,bruises,almond,free,close,broad,,enlarging,club,smooth,smooth,white,white,,white,,pendant,brown,scattered,grasses
edible,flat,scaly,brown,,anise,free,close,broad,pink,enlarging,,smooth,scaly,,white,,white,one,pendant,brown,scattered,grasses
,convex,smooth,yellow,bruises,almond,,,broad,brown,,club,smooth,smooth,white,,partial,white,,,black,numerous,grasses
edible,bell,smooth,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,,white,one,pendant,brown,scattered,grasses
edible,convex,,white,bruises,almond,,,broad,gray,enlarging,club,,smooth,white,white,partial,,,pendant,,,grasses
edible,convex,fibrous,brown,no,none,,crowded,,pink,tapering,equal,fibrous,smooth,white,,partial,white,one,evanescent,black,scattered,grasses
edible,bell,smooth,yellow,,anise,,close,,brown,enlarging,,smooth,smooth,white,,partial,white,,,black,numerous,grasses
edible,flat,scaly,,bruises,anise,free,close,broad,,enlarging,,smooth,,,white,partial,white,one,,,scattered,grasses
edible,convex,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,
edible,,scaly,white,,,free,close,broad,,enlarging,club,smooth,smooth,white,white,partial,white,one,,brown,,grasses
edible,convex,,,bruises,,,close,broad,brown,enlarging,,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
edible,,scaly,yellow,bruises,almond,free,close,broad,,,rooted,smooth,scaly,white,white,partial,,one,pendant,brown,solitary,grasses
edible,bell,scaly,white,bruises,anise,,close,broad,brown,enlarging,club,smooth,smooth,white,,partial,,one,pendant,black,scattered,
edible,bell,scaly,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,,meadows
edible,convex,smooth,,bruises,almond,free,close,broad,,enlarging,club,smooth,smooth,,white,partial,white,one,pendant,black,,meadows
edible,convex,smooth,,bruises,anise,free,,broad,white,enlarging,club,smooth,smooth,,white,,white,one,,black,,grasses
edible,,fibrous,gray,no,,free,close,narrow,,,equal,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,urban
edible,convex,fibrous,white,,almond,free,crowded,narrow,white,,bulbous,smooth,smooth,white,white,partial,white,,pendant,purple,several,woods
,convex,,yellow,bruises,,free,,broad,brown,,club,,smooth,white,white,,white,one,pendant,black,numerous,meadows
poisonous,convex,scaly,white,,pungent,free,close,narrow,brown,,,smooth,smooth,white,white,partial,white,one,,brown,several,
edible,convex,scaly,yellow,bruises,anise,free,close,,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,,grasses
edible,sunken,fibrous,gray,no,,free,close,narrow,,,equal,smooth,smooth,,white,partial,,,pendant,brown,solitary,urban
edible,,scaly,yellow,bruises,anise,free,close,broad,white,enlarging,,,scaly,white,,partial,,one,pendant,black,solitary,grasses
,convex,smooth,yellow,bruises,,free,crowded,narrow,pink,tapering,bulbous,,smooth,white,white,partial,white,,pendant,purple,several,woods
edible,sunken,,brown,no,,,close,narrow,black,,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,
,,smooth,white,,pungent,free,close,narrow,black,,equal,smooth,smooth,white,white,,,one,pendant,,several,grasses
edible,convex,scaly,white,,almond,free,close,broad,gray,enlarging,club,smooth,,white,white,,white,one,pendant,brown,numerous,meadows
poisonous,,scaly,brown,bruises,pungent,free,,narrow,pink,enlarging,,,smooth,white,white,partial,white,one,pendant,black,,grasses
,flat,smooth,,no,none,free,crowded,,black,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
,convex,,yellow,bruises,,,,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows
edible,convex,smooth,white,,none,free,crowded,,,tapering,equal,smooth,fibrous,white,white,partial,white,one,,black,scattered,grasses
edible,,,yellow,,almond,free,,broad,white,enlarging,club,smooth,,white,white,partial,white,one,pendant,brown,numerous,grasses
edible,flat,,gray,no,none,free,crowded,broad,chocolate,tapering,,smooth,smooth,,white,partial,white,,evanescent,brown,abundant,grasses
edible,,smooth,white,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,,white,one,pendant,black,numerous,grasses
edible,bell,smooth,white,,anise,free,close,,brown,,club,smooth,smooth,white,white,partial,white,one,,brown,scattered,meadows
,bell,smooth,white,,anise,,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,,one,,brown,scattered,grasses
edible,bell,scaly,white,bruises,,free,close,broad,white,enlarging,,smooth,smooth,white,white,partial,,one,pendant,,scattered,meadows
edible,flat,,white,,anise,,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,purple,,
edible,convex,,yellow,bruises,anise,free,,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,,,black,scattered,meadows
edible,flat,smooth,white,bruises,,free,crowded,narrow,pink,tapering,bulbous,,smooth,white,,,white,,pendant,brown,several,woods
poisonous,convex,,white,bruises,pungent,free,close,,,enlarging,equal,,smooth,white,white,partial,,one,pendant,brown,several,
edible,flat,fibrous,white,bruises,anise,free,crowded,narrow,white,tapering,,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
edible,convex,scaly,yellow,bruises,almond,,close,broad,brown,,club,smooth,,white,white,,white,one,pendant,brown,,
,,smooth,brown,bruises,pungent,,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses
edible,,smooth,yellow,bruises,,free,close,broad,white,enlarging,club,smooth,,white,,partial,white,,,,numerous,grasses
edible,,,,,almond,free,close,,white,enlarging,rooted,smooth,,white,white,partial,white,one,pendant,black,solitary,paths
edible,bell,,yellow,bruises,anise,free,close,,gray,,club,,smooth,white,white,partial,white,one,pendant,,numerous,
edible,sunken,fibrous,brown,no,,free,close,narrow,black,enlarging,equal,smooth,smooth,white,,partial,white,one,,brown,several,urban
edible,,scaly,brown,bruises,almond,,close,,white,enlarging,rooted,smooth,scaly,white,white,partial,white,,pendant,black,solitary,paths
edible,,scaly,yellow,bruises,,free,close,broad,,enlarging,club,smooth,smooth,white,white,,white,one,pendant,,,grasses
edible,convex,fibrous,gray,no,none,free,crowded,,black,tapering,equal,fibrous,fibrous,white,white,partial,white,one,,,scattered,grasses
edible,flat,fibrous,white,no,none,free,crowded,broad,black,,equal,smooth,fibrous,white,white,partial,white,one,,,abundant,grasses
edible,,scaly,,bruises,anise,free,,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,,,numerous,meadows
edible,bell,smooth,yellow,bruises,,free,,,black,enlarging,club,smooth,smooth,white,,partial,white,one,,black,numerous,grasses
edible,bell,scaly,white,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,
edible,convex,scaly,white,bruises,,free,close,broad,white,enlarging,,smooth,smooth,,white,partial,white,one,,,scattered,grasses
edible,convex,smooth,brown,no,none,free,,broad,pink,tapering,equal,fibrous,smooth,,,partial,,one,evanescent,brown,abundant,grasses
edible,convex,,white,bruises,anise,free,,broad,gray,enlarging,club,smooth,,white,,partial,white,one,pendant,,scattered,
edible,sunken,fibrous,brown,,,,close,narrow,black,enlarging,equal,smooth,smooth,white,white,,white,one,pendant,,several,urban
,convex,smooth,,,almond,free,crowded,narrow,,tapering,bulbous,,smooth,white,white,,white,one,pendant,,several,woods
edible,convex,scaly,brown,bruises,anise,free,close,broad,white,enlarging,,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,grasses
,,scaly,,bruises,almond,free,close,broad,black,enlarging,club,,smooth,,white,partial,,one,pendant,brown,numerous,grasses
,convex,scaly,white,,almond,free,close,,black,enlarging,club,smooth,smooth,white,,partial,white,one,pendant,,numerous,grasses
,bell,scaly,,bruises,almond,free,close,broad,brown,enlarging,,smooth,smooth,white,white,partial,white,one,,,scattered,meadows
edible,bell,smooth,yellow,bruises,,,close,broad,gray,,,smooth,smooth,,white,,white,one,,black,scattered,grasses
edible,,smooth,yellow,bruises,anise,free,close,,,enlarging,club,smooth,smooth,white,,partial,white,one,pendant,black,scattered,meadows
edible,bell,scaly,yellow,bruises,almond,free,,broad,brown,enlarging,club,smooth,smooth,,white,partial,white,one,pendant,,numerous,grasses
,,,brown,,none,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,,,pendant,brown,solitary,urban
edible,flat,scaly,brown,bruises,anise,,,broad,brown,enlarging,,smooth,scaly,white,white,partial,white,one,,,solitary,grasses
edible,convex,scaly,white,bruises,almond,free,close,broad,black,,club,smooth,,white,white,,white,one,,brown,scattered,
edible,flat,,,bruises,anise,free,close,broad,white,enlarging,rooted,smooth,,,white,partial,white,one,pendant,brown,solitary,paths
edible,bell,smooth,white,bruises,almond,free,,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,,brown,scattered,grasses
,bell,smooth,,bruises,almond,free,close,,white,,club,smooth,smooth,,white,partial,white,one,pendant,black,scattered,meadows
,convex,scaly,brown,bruises,,free,,,white,,rooted,,scaly,white,white,partial,white,one,pendant,black,solitary,grasses
edible,bell,smooth,white,bruises,almond,free,close,broad,,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
,convex,,gray,no,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,,partial,white,one,,brown,,urban
edible,bell,smooth,yellow,,,free,close,broad,,enlarging,,,smooth,white,,partial,,one,pendant,,scattered,grasses
edible,convex,,,bruises,anise,,crowded,,brown,tapering,,smooth,smooth,white,white,partial,white,one,pendant,purple,several,
edible,bell,scaly,yellow,bruises,almond,free,,broad,white,enlarging,,smooth,smooth,,white,partial,white,one,pendant,,scattered,grasses
edible,,,yellow,bruises,anise,free,,,pink,enlarging,,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,grasses
edible,bell,,white,bruises,anise,free,,broad,,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
edible,bell,scaly,white,bruises,almond,free,,broad,,enlarging,club,smooth,smooth,white,white,partial,,,pendant,black,numerous,meadows
edible,bell,scaly,yellow,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,,,partial,white,,pendant,brown,scattered,grasses
edible,convex,,,bruises,,free,close,broad,,enlarging,club,smooth,,white,white,partial,white,,,brown,numerous,meadows
edible,,smooth,yellow,bruises,anise,free,close,broad,gray,enlarging,club,,smooth,white,white,partial,white,,pendant,brown,numerous,grasses
poisonous,,,white,bruises,pungent,,close,narrow,pink,,,smooth,smooth,white,,partial,white,one,pendant,brown,,urban
edible,sunken,fibrous,brown,,none,,,narrow,gray,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,,urban
,flat,fibrous,brown,no,none,free,close,narrow,,,equal,smooth,smooth,white,,,white,,pendant,black,several,
,,smooth,yellow,bruises,almond,free,,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,,scattered,meadows
edible,flat,,brown,,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,,partial,white,one,,black,scattered,
poisonous,convex,scaly,white,bruises,,free,close,narrow,black,enlarging,equal,,smooth,white,white,partial,,one,pendant,black,scattered,grasses
,bell,,white,bruises,,free,close,broad,gray,enlarging,club,smooth,,white,white,partial,white,,,brown,scattered,
edible,flat,fibrous,gray,,none,free,close,narrow,pink,enlarging,,smooth,smooth,,white,,white,one,pendant,black,several,urban
edible,bell,,yellow,,anise,free,,broad,gray,enlarging,,smooth,smooth,white,white,partial,,one,pendant,brown,numerous,grasses
edible,convex,scaly,brown,bruises,almond,free,close,broad,white,enlarging,rooted,,,white,white,partial,white,one,,brown,,
edible,convex,,white,no,none,free,crowded,,pink,,,smooth,fibrous,white,white,partial,,,,,scattered,grasses
,convex,smooth,white,,,,,narrow,white,tapering,bulbous,smooth,smooth,,white,partial,,,pendant,brown,several,woods
edible,,smooth,,,anise,free,close,broad,white,enlarging,,,smooth,white,white,partial,white,,pendant,brown,scattered,meadows
edible,flat,smooth,yellow,bruises,almond,free,,narrow,white,tapering,bulbous,smooth,smooth,white,white,,white,,pendant,brown,several,woods
edible,,smooth,yellow,,,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,,pendant,brown,numerous,meadows
edible,,fibrous,gray,no,none,free,close,narrow,gray,enlarging,equal,,smooth,white,white,partial,white,,pendant,brown,solitary,
edible,bell,,yellow,,almond,free,close,broad,brown,,,smooth,smooth,white,white,partial,white,one,pendant,black,,grasses
,convex,smooth,white,bruises,anise,free,,,,enlarging,club,smooth,smooth,white,,partial,white,one,pendant,,,meadows
edible,convex,scaly,white,bruises,anise,free,close,broad,,enlarging,club,smooth,smooth,,white,partial,white,one,pendant,brown,scattered,meadows
edible,flat,smooth,white,bruises,almond,free,crowded,narrow,brown,,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
,convex,scaly,yellow,bruises,anise,free,,broad,white,enlarging,,smooth,,white,white,partial,white,one,pendant,brown,scattered,
edible,bell,smooth,white,bruises,anise,free,,broad,white,enlarging,,smooth,smooth,white,white,partial,white,one,pendant,,scattered,grasses
edible,convex,smooth,,,almond,free,close,broad,,enlarging,club,,smooth,white,white,partial,white,one,pendant,,numerous,grasses
edible,convex,fibrous,white,,none,free,,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,,,evanescent,black,scattered,grasses
edible,flat,scaly,brown,bruises,anise,,close,broad,,enlarging,rooted,smooth,scaly,white,,partial,white,one,pendant,black,solitary,paths
poisonous,convex,smooth,white,bruises,pungent,,close,narrow,black,,equal,smooth,smooth,,,,white,one,pendant,,several,urban
edible,bell,smooth,,,almond,free,,,,enlarging,club,smooth,smooth,white,white,partial,white,,pendant,brown,numerous,grasses
edible,bell,smooth,white,bruises,almond,,close,broad,,enlarging,club,smooth,smooth,white,,partial,white,one,,,scattered,meadows
edible,bell,scaly,white,bruises,anise,,close,,brown,enlarging,club,,smooth,,white,,,one,,brown,numerous,
edible,bell,scaly,,bruises,,free,close,broad,white,enlarging,club,,smooth,white,white,partial,white,,pendant,,numerous,grasses
edible,convex,smooth,,bruises,,free,close,,white,enlarging,club,smooth,,,white,partial,,one,,black,scattered,grasses
edible,bell,,,bruises,anise,free,close,broad,,enlarging,club,smooth,smooth,,white,partial,white,,,black,numerous,meadows
edible,convex,fibrous,yellow,bruises,almond,free,,,brown,tapering,bulbous,,smooth,white,,partial,white,one,,,several,
edible,,fibrous,,no,none,,close,narrow,brown,enlarging,equal,smooth,smooth,,,partial,white,one,pendant,brown,solitary,urban
edible,flat,,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,white,bruises,anise,,close,broad,brown,enlarging,club,smooth,,white,white,partial,white,one,pendant,black,numerous,meadows
edible,convex,smooth,yellow,bruises,almond,free,close,,gray,,,smooth,smooth,white,white,partial,,one,pendant,black,scattered,grasses
edible,convex,scaly,,bruises,,free,close,broad,black,enlarging,club,smooth,smooth,,white,partial,,one,,black,scattered,grasses
,convex,,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,,white,,partial,white,one,pendant,,scattered,grasses
edible,sunken,fibrous,gray,no,,free,close,narrow,pink,enlarging,equal,smooth,,white,,,white,one,pendant,brown,several,urban
edible,convex,smooth,white,bruises,,free,close,broad,,enlarging,club,smooth,,white,white,partial,white,one,pendant,,,meadows
poisonous,,smooth,white,,pungent,,,,black,,,smooth,smooth,white,white,,white,one,pendant,black,scattered,
edible,,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,,white,one,pendant,brown,scattered,grasses
edible,flat,fibrous,,,almond,free,crowded,,pink,tapering,bulbous,,smooth,white,white,partial,white,one,pendant,,several,woods
