age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic
,0.75,0.5,0.0,0.0,1.0,1.0,,1.0,0.25,0.75,1.0,0.0625,0.42105263157894735,0.42105263157894735,GP,M,U,GT3,T,services,services,course,mother,no,yes,yes,yes,yes,yes,yes,7.0
0.1428571428571428,1.0,0.75,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.1875,0.631578947368421,,GP,M,U,LE3,T,health,other,home,father,no,no,no,yes,yes,yes,yes,
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,0.0,0.0,,0.0,0.0,0.631578947368421,0.6842105263157894,GP,M,U,GT3,T,teacher,other,reputation,mother,no,no,no,no,yes,yes,yes,14.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.0,1.0,,0.5789473684210527,0.631578947368421,GP,M,U,GT3,T,health,health,other,father,no,yes,yes,no,yes,yes,yes,12.0
,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,1.0,,0.0,0.5,1.0,,0.631578947368421,,GP,M,U,LE3,T,teacher,other,course,mother,no,no,no,yes,yes,yes,yes,14.0
,,0.5,0.3333333333333333,0.3333333333333333,,1.0,0.75,0.75,0.25,0.75,1.0,0.0625,0.5263157894736842,0.5263157894736842,GP,M,U,LE3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,10.0
0.0,0.5,1.0,0.0,0.6666666666666667,0.0,0.75,0.5,0.25,0.0,0.0,1.0,,0.5263157894736842,0.5789473684210527,GP,F,R,GT3,T,services,health,course,mother,yes,yes,no,yes,yes,yes,yes,10.0
0.1428571428571428,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,1.0,,0.5263157894736842,0.5789473684210527,GP,F,U,GT3,T,services,services,home,mother,no,yes,no,no,no,yes,yes,12.0
0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.25,0.25,0.0,0.25,1.0,,0.5789473684210527,0.631578947368421,GP,M,U,GT3,T,other,other,home,mother,no,yes,no,no,yes,yes,yes,12.0
0.0,1.0,0.5,0.0,0.0,,0.25,0.25,0.75,0.25,0.75,0.0,0.0,0.5789473684210527,0.5789473684210527,GP,M,U,GT3,T,health,services,other,mother,no,no,no,no,yes,yes,yes,
0.1428571428571428,0.75,1.0,0.0,0.3333333333333333,0.0,1.0,0.5,0.5,,0.0,1.0,0.0625,0.631578947368421,0.631578947368421,GP,M,U,LE3,A,services,other,home,mother,yes,yes,yes,yes,yes,yes,yes,
0.1428571428571428,,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,1.0,1.0,,1.0,0.125,0.631578947368421,0.5789473684210527,GP,M,U,GT3,T,teacher,teacher,home,mother,no,yes,yes,yes,yes,yes,yes,12.0
0.0,1.0,1.0,0.0,0.3333333333333333,,1.0,0.75,0.25,0.5,0.75,,0.0,0.5263157894736842,0.5789473684210527,GP,M,U,GT3,T,health,services,home,mother,no,yes,yes,no,no,yes,yes,11.0
0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,0.0,0.0,0.0,1.0,0.0625,,0.7894736842105263,GP,M,U,GT3,T,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,15.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,1.0,0.25,0.0,0.0,1.0,,0.6842105263157894,0.7368421052631579,GP,M,R,GT3,T,teacher,at_home,course,mother,no,yes,no,yes,yes,yes,yes,15.0
0.0,0.75,0.75,0.0,0.3333333333333333,0.0,1.0,0.5,0.25,0.0,0.0,0.25,0.0,0.6842105263157894,0.631578947368421,GP,M,U,LE3,T,other,other,course,mother,no,no,no,yes,no,yes,yes,12.0
0.1428571428571428,0.75,0.5,0.0,0.0,0.0,1.0,0.75,0.5,0.0,,1.0,,0.631578947368421,0.631578947368421,GP,M,U,GT3,T,other,other,home,mother,no,yes,no,no,no,yes,yes,
,0.5,0.75,0.3333333333333333,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.125,0.5789473684210527,0.5789473684210527,GP,F,U,GT3,T,other,other,other,father,no,yes,no,yes,yes,yes,no,11.0
,1.0,0.75,0.0,0.6666666666666667,0.0,1.0,0.75,,0.0,0.0,0.75,0.0,0.7368421052631579,0.7368421052631579,GP,M,U,LE3,T,teacher,services,home,mother,no,yes,no,yes,yes,yes,yes,14.0
0.1428571428571428,1.0,1.0,0.3333333333333333,0.6666666666666667,0.0,0.25,0.75,0.5,0.0,,1.0,0.125,0.6842105263157894,0.6842105263157894,GP,M,R,GT3,A,other,teacher,reputation,mother,no,yes,no,yes,yes,yes,yes,13.0
0.0,0.75,1.0,0.0,0.6666666666666667,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0625,0.5789473684210527,0.631578947368421,GP,F,R,GT3,T,services,health,course,mother,yes,yes,no,yes,yes,yes,yes,12.0
0.0,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.25,0.25,0.7368421052631579,,GP,F,R,GT3,T,at_home,other,reputation,mother,yes,yes,no,yes,yes,yes,no,12.0
0.1428571428571428,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.25,0.5,0.5,0.5789473684210527,0.5789473684210527,GP,F,U,LE3,T,other,other,home,mother,no,yes,no,yes,no,yes,yes,10.0
,1.0,1.0,0.0,0.0,0.0,1.0,0.75,0.5,0.25,0.75,,,0.5263157894736842,0.5789473684210527,GP,M,U,LE3,T,teacher,other,home,other,no,yes,no,no,no,yes,yes,11.0
0.0,1.0,,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,,,1.0,0.0,0.7368421052631579,0.7894736842105263,GP,M,U,GT3,T,services,teacher,course,father,no,yes,no,yes,yes,yes,yes,15.0
,0.5,0.5,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.5263157894736842,GP,M,U,GT3,T,services,services,course,father,yes,yes,no,no,yes,yes,yes,10.0
0.1428571428571428,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,,0.5,0.25,0.25,1.0,0.4375,0.5263157894736842,0.5789473684210527,GP,F,U,LE3,T,other,at_home,course,father,yes,no,no,yes,yes,yes,yes,11.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,1.0,0.25,0.25,0.0,0.0,1.0,0.125,0.5263157894736842,0.5789473684210527,GP,F,U,LE3,A,other,other,course,mother,yes,yes,yes,yes,yes,yes,yes,11.0
0.1428571428571428,0.75,0.75,0.0,,0.0,0.25,0.5,1.0,0.0,0.75,0.5,0.1875,0.6842105263157894,0.631578947368421,GP,F,U,LE3,A,other,services,home,mother,no,yes,no,no,yes,yes,yes,13.0
0.1428571428571428,1.0,0.75,0.0,1.0,0.0,0.75,0.25,0.25,,0.0,0.25,0.0625,,0.894736842105263,GP,M,U,GT3,T,health,services,reputation,mother,no,no,no,yes,yes,yes,yes,17.0
0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.25,1.0,0.125,0.5789473684210527,0.631578947368421,GP,M,U,GT3,T,teacher,other,home,mother,no,yes,no,no,yes,yes,no,13.0
0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,,0.5,0.0625,0.6842105263157894,0.631578947368421,GP,F,U,GT3,T,services,teacher,other,father,yes,yes,no,yes,no,yes,yes,12.0
0.1428571428571428,,,0.6666666666666667,0.3333333333333333,0.0,0.75,0.5,,0.25,0.5,0.75,0.0,0.7368421052631579,0.6842105263157894,GP,F,U,LE3,T,services,services,course,mother,no,yes,no,no,yes,yes,yes,13.0
0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.0,0.0,1.0,0.0,,0.7368421052631579,GP,F,U,LE3,T,health,other,other,mother,no,yes,no,no,yes,yes,yes,16.0
0.0,1.0,0.5,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.5,0.75,1.0,,0.5263157894736842,0.47368421052631576,GP,M,U,LE3,A,health,health,other,father,no,no,no,no,yes,yes,no,9.0
0.0,,1.0,0.0,0.0,0.0,0.5,0.5,0.75,0.25,0.5,1.0,,0.6842105263157894,,GP,F,U,GT3,T,services,services,course,mother,yes,yes,no,no,yes,yes,yes,
0.0,0.75,0.75,0.0,,,1.0,0.5,0.75,0.75,0.75,0.0,0.0,0.6842105263157894,0.631578947368421,GP,F,U,LE3,A,other,other,other,mother,no,no,no,no,yes,yes,yes,
0.1428571428571428,0.5,0.25,0.0,0.3333333333333333,0.0,1.0,0.5,,0.0,0.0,0.25,0.0625,0.631578947368421,0.6842105263157894,GP,F,U,GT3,A,other,other,other,mother,no,no,no,yes,yes,yes,yes,12.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.7894736842105263,0.7368421052631579,GP,F,U,GT3,A,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,15.0
0.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.5,0.25,,0.0,0.0,1.0,0.25,0.7894736842105263,0.7894736842105263,GP,M,U,GT3,T,teacher,health,reputation,mother,no,yes,no,yes,yes,yes,no,16.0
0.0,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.25,0.0,,1.0,0.0,,0.6842105263157894,GP,M,U,LE3,T,other,at_home,home,father,yes,yes,no,yes,yes,yes,yes,14.0
0.1428571428571428,1.0,0.5,0.0,0.3333333333333333,0.0,0.75,0.25,,,0.0,1.0,0.0625,,0.7894736842105263,GP,F,U,GT3,T,services,other,course,mother,no,yes,yes,no,yes,yes,yes,16.0
0.1428571428571428,,1.0,0.0,0.3333333333333333,0.0,0.25,0.75,0.75,0.25,0.5,0.75,0.0,0.894736842105263,0.8421052631578947,GP,F,R,GT3,T,health,teacher,other,mother,no,yes,no,yes,yes,yes,no,16.0
0.1428571428571428,,0.25,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.5263157894736842,0.5263157894736842,GP,F,U,GT3,T,services,services,course,father,yes,yes,no,yes,no,yes,yes,16.0
,0.25,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,,0.0,0.0,0.0,0.0,0.6842105263157894,,GP,F,U,LE3,T,other,services,reputation,father,yes,no,no,yes,yes,yes,yes,10.0
,,0.75,0.0,0.6666666666666667,0.0,0.5,0.75,0.75,0.25,,0.75,0.0,0.7368421052631579,0.6842105263157894,GP,F,U,GT3,T,teacher,health,home,mother,yes,yes,no,yes,yes,yes,yes,13.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.75,,0.25,0.75,0.25,0.0,0.6842105263157894,0.631578947368421,GP,F,U,LE3,T,services,services,reputation,father,yes,no,no,yes,yes,yes,yes,12.0
0.1428571428571428,1.0,0.75,0.6666666666666667,0.3333333333333333,0.0,1.0,0.75,,0.0,0.25,0.0,0.0625,,,GP,F,U,LE3,T,teacher,services,course,mother,no,yes,no,yes,yes,yes,yes,16.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5789473684210527,0.631578947368421,GP,M,U,GT3,A,other,services,reputation,mother,no,yes,no,yes,no,yes,yes,12.0
0.1428571428571428,0.75,0.25,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.25,1.0,0.0,0.5263157894736842,0.47368421052631576,GP,F,U,GT3,T,services,other,course,mother,yes,yes,no,no,yes,yes,yes,10.0
0.0,0.5,0.5,0.3333333333333333,,0.0,0.75,0.0,0.5,0.0,0.5,0.75,0.0,0.5789473684210527,0.5263157894736842,GP,F,R,LE3,T,health,services,reputation,mother,yes,yes,no,no,yes,yes,yes,11.0
0.0,0.75,0.25,0.3333333333333333,1.0,0.0,0.75,0.75,0.25,0.25,0.5,0.5,0.1875,,0.7894736842105263,GP,F,R,LE3,T,other,other,reputation,father,no,yes,no,no,no,yes,yes,15.0
0.1428571428571428,0.75,0.25,0.3333333333333333,1.0,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.0625,0.6842105263157894,0.5789473684210527,GP,M,U,GT3,T,other,other,reputation,father,no,yes,no,no,yes,yes,yes,11.0
0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5789473684210527,0.47368421052631576,GP,M,U,GT3,T,other,other,course,mother,no,no,no,no,yes,yes,yes,10.0
0.0,,0.25,0.0,,0.0,0.5,0.5,0.75,0.25,,1.0,,0.6842105263157894,0.5789473684210527,GP,F,R,GT3,T,other,other,reputation,mother,yes,yes,no,no,no,yes,yes,11.0
0.1428571428571428,0.75,0.25,0.0,0.0,,1.0,0.5,0.25,0.25,0.25,1.0,0.0,0.6842105263157894,0.6842105263157894,GP,M,U,GT3,T,other,other,reputation,mother,no,no,no,yes,yes,yes,no,14.0
0.1428571428571428,0.75,0.75,0.0,0.3333333333333333,,0.75,0.5,0.5,0.25,0.75,1.0,0.125,0.5789473684210527,0.5789473684210527,GP,F,U,GT3,T,other,services,home,mother,yes,yes,no,yes,yes,yes,yes,11.0
0.0,1.0,0.75,0.0,0.3333333333333333,0.0,0.75,0.5,0.5,0.25,0.5,1.0,0.0,0.5789473684210527,0.5789473684210527,GP,M,U,GT3,T,teacher,other,home,mother,no,yes,no,yes,yes,yes,yes,11.0
0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.75,,0.0,,0.0,0.0,0.631578947368421,0.5789473684210527,GP,M,U,GT3,T,teacher,other,course,mother,no,no,no,yes,yes,yes,yes,11.0
0.1428571428571428,0.5,0.5,0.0,1.0,0.0,1.0,0.25,0.5,0.0,0.5,0.5,0.03125,0.6842105263157894,0.6842105263157894,GP,F,U,GT3,T,other,other,reputation,mother,no,no,no,no,yes,yes,yes,13.0
,0.5,0.25,0.3333333333333333,0.0,1.0,0.75,1.0,0.0,0.0,0.0,0.5,0.0,0.47368421052631576,0.47368421052631576,GP,M,U,GT3,T,other,other,home,mother,yes,yes,no,yes,yes,no,yes,10.0
0.1428571428571428,0.75,1.0,0.0,0.3333333333333333,0.0,0.25,0.75,0.5,0.0,0.25,0.5,0.4375,0.631578947368421,0.5789473684210527,GP,F,U,GT3,T,at_home,other,course,mother,no,yes,no,no,yes,yes,yes,11.0
0.0,0.5,0.75,0.0,,0.0,0.5,0.25,0.25,0.0,0.5,0.5,0.0,0.5789473684210527,0.5789473684210527,GP,M,U,GT3,T,other,services,course,father,yes,yes,no,yes,no,yes,yes,12.0
0.0,0.5,0.75,0.0,0.6666666666666667,0.0,1.0,0.5,0.25,0.0,0.25,1.0,0.0625,0.5263157894736842,0.47368421052631576,GP,M,U,GT3,T,other,other,home,mother,yes,no,no,no,no,yes,yes,9.0
0.0,0.75,0.5,0.0,0.3333333333333333,0.0,0.75,0.75,0.75,0.0,,1.0,0.125,0.631578947368421,0.5789473684210527,GP,F,U,LE3,T,services,other,reputation,mother,no,yes,no,no,yes,yes,yes,11.0
0.0,0.5,,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,,,0.5,0.75,0.0625,0.6842105263157894,0.631578947368421,GP,M,U,LE3,T,services,services,home,mother,no,no,yes,yes,yes,yes,yes,13.0
0.0,0.25,0.25,0.0,0.3333333333333333,,0.75,0.5,0.25,0.25,0.5,,0.0625,0.6842105263157894,0.631578947368421,GP,F,U,GT3,T,other,other,home,father,no,yes,no,yes,no,yes,yes,12.0
,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.75,0.25,0.5,1.0,0.125,0.631578947368421,0.5789473684210527,GP,F,U,GT3,T,services,services,reputation,father,no,no,no,no,yes,yes,yes,12.0
0.1428571428571428,0.5,0.5,0.0,0.3333333333333333,0.0,0.75,0.5,0.75,0.0,0.25,0.25,0.1875,0.6842105263157894,0.5789473684210527,GP,F,U,LE3,T,at_home,other,course,mother,no,yes,no,no,yes,yes,no,11.0
0.0,1.0,,0.0,0.6666666666666667,0.0,1.0,0.5,0.5,,0.5,0.0,0.125,0.7894736842105263,0.7894736842105263,GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,15.0
0.1428571428571428,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,,0.0,,0.5,0.1875,0.631578947368421,0.5263157894736842,GP,M,U,GT3,T,services,other,reputation,father,no,no,no,yes,no,yes,yes,11.0
0.1428571428571428,1.0,1.0,0.0,0.3333333333333333,,0.75,0.0,0.5,0.5,1.0,,0.1875,0.47368421052631576,0.47368421052631576,GP,M,U,LE3,A,teacher,health,reputation,mother,no,yes,no,no,yes,yes,no,10.0
0.1428571428571428,0.75,0.75,0.0,,0.0,0.75,0.5,0.5,0.0,0.5,0.75,0.0625,0.47368421052631576,0.5789473684210527,GP,F,U,GT3,T,other,other,home,mother,no,yes,no,no,yes,yes,yes,
0.0,1.0,0.75,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.5,0.0,0.1875,,,GP,F,U,GT3,T,services,other,reputation,mother,no,no,no,yes,yes,yes,yes,
0.1428571428571428,0.75,0.25,0.0,0.3333333333333333,,0.5,0.5,0.5,0.25,,0.25,0.0,0.631578947368421,0.6842105263157894,GP,F,U,LE3,T,other,other,home,father,yes,yes,no,no,yes,yes,no,12.0
0.1428571428571428,1.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0625,,,GP,F,U,GT3,T,teacher,services,home,mother,no,yes,no,yes,yes,yes,yes,14.0
0.0,0.5,0.5,0.0,1.0,0.0,0.75,0.5,0.75,0.0,0.0,0.75,0.0625,0.5789473684210527,0.631578947368421,GP,M,U,LE3,T,services,health,reputation,mother,no,yes,no,yes,yes,yes,yes,12.0
0.0,0.25,0.25,0.3333333333333333,1.0,0.0,0.5,0.0,0.25,0.0,,0.0,0.125,0.6842105263157894,,GP,F,R,GT3,T,at_home,other,home,mother,yes,yes,yes,yes,yes,yes,yes,13.0
0.1428571428571428,1.0,0.75,0.3333333333333333,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.75,0.1875,0.47368421052631576,0.5789473684210527,GP,M,R,GT3,T,services,other,reputation,mother,yes,yes,yes,yes,no,yes,yes,11.0
0.1428571428571428,0.5,0.25,0.0,0.3333333333333333,0.0,0.75,0.5,1.0,0.0,0.0,1.0,0.0,0.6842105263157894,0.631578947368421,GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,no,12.0
0.1428571428571428,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.75,0.0,0.25,0.0,0.125,0.631578947368421,0.6842105263157894,GP,F,U,GT3,T,other,other,reputation,mother,no,no,no,yes,no,yes,yes,13.0
0.1428571428571428,1.0,0.75,0.0,0.6666666666666667,0.0,1.0,0.5,1.0,0.0,,0.5,0.0625,0.631578947368421,0.6842105263157894,GP,F,U,GT3,T,other,at_home,course,mother,yes,yes,no,no,yes,yes,yes,13.0
0.1428571428571428,1.0,1.0,0.0,0.0,,0.75,1.0,1.0,1.0,1.0,0.75,0.375,0.47368421052631576,0.47368421052631576,GP,M,U,GT3,T,services,services,other,mother,yes,yes,no,yes,yes,yes,yes,8.0
0.1428571428571428,1.0,1.0,0.0,0.6666666666666667,0.0,0.75,0.75,,0.0,0.0,0.75,0.0,0.8421052631578947,0.8421052631578947,GP,M,U,GT3,T,services,teacher,other,father,no,yes,no,yes,yes,yes,yes,16.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,,0.0,0.0,1.0,0.0625,0.631578947368421,,GP,M,U,GT3,T,services,other,course,mother,no,yes,yes,yes,no,yes,yes,
0.0,0.75,0.5,0.3333333333333333,0.3333333333333333,0.0,0.75,0.5,1.0,0.0,0.0,0.25,0.5,0.5789473684210527,0.5263157894736842,GP,F,U,GT3,T,services,other,home,mother,yes,yes,no,no,yes,yes,yes,10.0
,0.75,,0.0,0.3333333333333333,0.0,1.0,0.75,,0.0,0.0,0.0,0.0,0.8421052631578947,0.8421052631578947,GP,M,U,GT3,A,services,other,course,mother,no,yes,no,yes,yes,yes,yes,16.0
0.0,0.75,0.75,0.0,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.75,0.3125,0.5263157894736842,0.5263157894736842,GP,F,U,GT3,A,other,health,reputation,father,yes,no,no,no,yes,yes,no,10.0
0.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.5,0.125,0.5263157894736842,0.5263157894736842,GP,F,U,GT3,T,other,other,course,mother,yes,yes,no,no,yes,yes,yes,10.0
0.1428571428571428,0.75,0.75,0.0,0.6666666666666667,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.125,,0.7368421052631579,GP,M,U,GT3,T,services,other,home,father,no,yes,no,yes,yes,yes,yes,14.0
0.0,,1.0,1.0,1.0,0.0,0.0,0.5,,0.5,,0.0,0.25,0.631578947368421,0.5263157894736842,GP,M,R,GT3,T,other,other,home,father,no,yes,no,yes,yes,yes,yes,11.0
0.1428571428571428,1.0,,0.0,0.6666666666666667,0.0,1.0,0.75,1.0,0.0,0.0,0.75,0.0625,0.7894736842105263,0.7894736842105263,GP,F,U,LE3,T,health,health,other,mother,no,yes,no,yes,yes,yes,yes,14.0
0.0,1.0,,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.75,0.125,0.6842105263157894,,GP,M,U,LE3,A,teacher,teacher,course,mother,no,no,no,yes,yes,yes,yes,
0.1428571428571428,0.75,0.75,0.0,0.6666666666666667,0.0,0.75,0.0,0.25,0.0,0.0,0.25,0.125,0.5789473684210527,0.5789473684210527,GP,F,R,GT3,T,services,other,reputation,father,yes,yes,no,yes,yes,yes,yes,11.0
0.1428571428571428,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,,0.25,0.0,0.0,1.0,,0.42105263157894735,0.5263157894736842,GP,F,U,GT3,T,at_home,other,home,mother,yes,no,no,yes,yes,yes,yes,10.0
0.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.25,0.0,,0.5,0.3125,0.9473684210526315,0.894736842105263,GP,M,U,LE3,T,teacher,other,course,mother,no,no,no,no,yes,yes,yes,18.0
0.0,0.5,0.25,0.0,0.3333333333333333,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.125,0.5263157894736842,0.47368421052631576,GP,M,R,GT3,T,health,services,reputation,mother,no,no,no,yes,yes,yes,yes,10.0
0.1428571428571428,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.75,0.75,0.0,0.25,1.0,0.1875,0.8421052631578947,0.7368421052631579,GP,M,U,GT3,T,teacher,teacher,course,father,no,yes,no,yes,yes,yes,yes,14.0
0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.75,0.75,0.5,0.0,,0.25,0.125,0.8421052631578947,,GP,M,U,GT3,T,other,teacher,reputation,father,no,yes,no,yes,yes,yes,no,16.0
,0.75,,0.3333333333333333,0.0,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.1875,0.7368421052631579,0.7368421052631579,GP,M,U,GT3,T,other,services,home,father,no,no,no,yes,yes,yes,yes,15.0
