buying_price,maintenance_price,num_doors,num_persons,luggage_boot_size,safety_rating,car_acceptability
very high,high,2,2,small,high,unacceptable
very high,high,2,2,medium,low,unacceptable
very high,high,2,2,medium,medium,unacceptable
very high,high,2,2,medium,high,unacceptable
very high,high,2,2,big,low,unacceptable
very high,high,2,2,big,medium,unacceptable
very high,high,2,2,big,high,unacceptable
very high,high,2,4,small,low,unacceptable
very high,high,2,4,small,medium,unacceptable
very high,high,2,4,small,high,unacceptable
very high,high,2,4,medium,low,unacceptable
very high,high,2,4,medium,medium,unacceptable
very high,high,2,4,medium,high,unacceptable
very high,high,2,4,big,low,unacceptable
very high,high,2,4,big,medium,unacceptable
very high,high,2,4,big,high,unacceptable
very high,high,2,more than 4,small,low,unacceptable
very high,high,2,more than 4,small,medium,unacceptable
very high,high,2,more than 4,small,high,unacceptable
very high,high,2,more than 4,medium,low,unacceptable
very high,high,2,more than 4,medium,medium,unacceptable
very high,high,2,more than 4,medium,high,unacceptable
very high,high,2,more than 4,big,low,unacceptable
very high,high,2,more than 4,big,medium,unacceptable
very high,high,2,more than 4,big,high,unacceptable
very high,high,3,2,small,low,unacceptable
very high,high,3,2,small,medium,unacceptable
very high,high,3,2,small,high,unacceptable
very high,high,3,2,medium,low,unacceptable
very high,high,3,2,medium,medium,unacceptable
very high,high,3,2,medium,high,unacceptable
very high,high,3,2,big,low,unacceptable
very high,high,3,2,big,medium,unacceptable
very high,high,3,2,big,high,unacceptable
very high,high,3,4,small,low,unacceptable
very high,high,3,4,small,medium,unacceptable
very high,high,3,4,small,high,unacceptable
very high,high,3,4,medium,low,unacceptable
very high,high,3,4,medium,medium,unacceptable
very high,high,3,4,medium,high,unacceptable
very high,high,3,4,big,low,unacceptable
very high,high,3,4,big,medium,unacceptable
very high,high,3,4,big,high,unacceptable
very high,high,3,more than 4,small,low,unacceptable
very high,high,3,more than 4,small,medium,unacceptable
very high,high,3,more than 4,small,high,unacceptable
very high,high,3,more than 4,medium,low,unacceptable
very high,high,3,more than 4,medium,medium,unacceptable
very high,high,3,more than 4,medium,high,unacceptable
very high,high,3,more than 4,big,low,unacceptable
very high,high,3,more than 4,big,medium,unacceptable
very high,high,3,more than 4,big,high,unacceptable
very high,high,4,2,small,low,unacceptable
very high,high,4,2,small,medium,unacceptable
very high,high,4,2,small,high,unacceptable
very high,high,4,2,medium,low,unacceptable
very high,high,4,2,medium,medium,unacceptable
very high,high,4,2,medium,high,unacceptable
very high,high,4,2,big,low,unacceptable
very high,high,4,2,big,medium,unacceptable
very high,high,4,2,big,high,unacceptable
very high,high,4,4,small,low,unacceptable
very high,high,4,4,small,medium,unacceptable
very high,high,4,4,small,high,unacceptable
very high,high,4,4,medium,low,unacceptable
very high,high,4,4,medium,medium,unacceptable
very high,high,4,4,medium,high,unacceptable
very high,high,4,4,big,low,unacceptable
very high,high,4,4,big,medium,unacceptable
very high,high,4,4,big,high,unacceptable
very high,high,4,more than 4,small,low,unacceptable
very high,high,4,more than 4,small,medium,unacceptable
very high,high,4,more than 4,small,high,unacceptable
very high,high,4,more than 4,medium,low,unacceptable
very high,high,4,more than 4,medium,medium,unacceptable
very high,high,4,more than 4,medium,high,unacceptable
very high,high,4,more than 4,big,low,unacceptable
very high,high,4,more than 4,big,medium,unacceptable
very high,high,4,more than 4,big,high,unacceptable
very high,high,5 or more,2,small,low,unacceptable
very high,high,5 or more,2,small,medium,unacceptable
very high,high,5 or more,2,small,high,unacceptable
very high,high,5 or more,2,medium,low,unacceptable
very high,high,5 or more,2,medium,medium,unacceptable
very high,high,5 or more,2,medium,high,unacceptable
very high,high,5 or more,2,big,low,unacceptable
very high,high,5 or more,2,big,medium,unacceptable
very high,high,5 or more,2,big,high,unacceptable
very high,high,5 or more,4,small,low,unacceptable
very high,high,5 or more,4,small,medium,unacceptable
very high,high,5 or more,4,small,high,unacceptable
very high,high,5 or more,4,medium,low,unacceptable
very high,high,5 or more,4,medium,medium,unacceptable
very high,high,5 or more,4,medium,high,unacceptable
very high,high,5 or more,4,big,low,unacceptable
very high,high,5 or more,4,big,medium,unacceptable
very high,high,5 or more,4,big,high,unacceptable
very high,high,5 or more,more than 4,small,low,unacceptable
very high,high,5 or more,more than 4,small,medium,unacceptable
very high,high,5 or more,more than 4,small,high,unacceptable
very high,high,5 or more,more than 4,medium,low,unacceptable
very high,high,5 or more,more than 4,medium,medium,unacceptable
very high,high,5 or more,more than 4,medium,high,unacceptable
very high,high,5 or more,more than 4,big,low,unacceptable
very high,high,5 or more,more than 4,big,medium,unacceptable
very high,high,5 or more,more than 4,big,high,unacceptable
very high,medium,2,2,small,low,unacceptable
very high,medium,2,2,small,medium,unacceptable
very high,medium,2,2,small,high,unacceptable
very high,medium,2,2,medium,low,unacceptable
very high,medium,2,2,medium,medium,unacceptable
very high,medium,2,2,medium,high,unacceptable
very high,medium,2,2,big,low,unacceptable
very high,medium,2,2,big,medium,unacceptable
very high,medium,2,2,big,high,unacceptable
very high,medium,2,4,small,low,unacceptable
very high,medium,2,4,small,medium,unacceptable
very high,medium,2,4,small,high,acceptable
very high,medium,2,4,medium,low,unacceptable
very high,medium,2,4,medium,medium,unacceptable
very high,medium,2,4,medium,high,acceptable
very high,medium,2,4,big,low,unacceptable
very high,medium,2,4,big,medium,acceptable
very high,medium,2,4,big,high,acceptable
very high,medium,2,more than 4,small,low,unacceptable
very high,medium,2,more than 4,small,medium,unacceptable
very high,medium,2,more than 4,small,high,unacceptable
very high,medium,2,more than 4,medium,low,unacceptable
very high,medium,2,more than 4,medium,medium,unacceptable
very high,medium,2,more than 4,medium,high,acceptable
very high,medium,2,more than 4,big,low,unacceptable
very high,medium,2,more than 4,big,medium,acceptable
very high,medium,2,more than 4,big,high,acceptable
very high,medium,3,2,small,low,unacceptable
very high,medium,3,2,small,medium,unacceptable
very high,medium,3,2,small,high,unacceptable
very high,medium,3,2,medium,low,unacceptable
very high,medium,3,2,medium,medium,unacceptable
very high,medium,3,2,medium,high,unacceptable
very high,medium,3,2,big,low,unacceptable
very high,medium,3,2,big,medium,unacceptable
very high,medium,3,2,big,high,unacceptable
very high,medium,3,4,small,low,unacceptable
very high,medium,3,4,small,medium,unacceptable
very high,medium,3,4,small,high,acceptable
very high,medium,3,4,medium,low,unacceptable
very high,medium,3,4,medium,medium,unacceptable
very high,medium,3,4,medium,high,acceptable
very high,medium,3,4,big,low,unacceptable
very high,medium,3,4,big,medium,acceptable
very high,medium,3,4,big,high,acceptable
very high,medium,3,more than 4,small,low,unacceptable
very high,medium,3,more than 4,small,medium,unacceptable
very high,medium,3,more than 4,small,high,acceptable
very high,medium,3,more than 4,medium,low,unacceptable
very high,medium,3,more than 4,medium,medium,acceptable
very high,medium,3,more than 4,medium,high,acceptable
very high,medium,3,more than 4,big,low,unacceptable
very high,medium,3,more than 4,big,medium,acceptable
very high,medium,3,more than 4,big,high,acceptable
very high,medium,4,2,small,low,unacceptable
very high,medium,4,2,small,medium,unacceptable
very high,medium,4,2,small,high,unacceptable
very high,medium,4,2,medium,low,unacceptable
very high,medium,4,2,medium,medium,unacceptable
very high,medium,4,2,medium,high,unacceptable
very high,medium,4,2,big,low,unacceptable
very high,medium,4,2,big,medium,unacceptable
very high,medium,4,2,big,high,unacceptable
very high,medium,4,4,small,low,unacceptable
very high,medium,4,4,small,medium,unacceptable
very high,medium,4,4,small,high,acceptable
very high,medium,4,4,medium,low,unacceptable
very high,medium,4,4,medium,medium,acceptable
very high,medium,4,4,medium,high,acceptable
very high,medium,4,4,big,low,unacceptable
very high,medium,4,4,big,medium,acceptable
very high,medium,4,4,big,high,acceptable
very high,medium,4,more than 4,small,low,unacceptable
very high,medium,4,more than 4,small,medium,unacceptable
very high,medium,4,more than 4,small,high,acceptable
very high,medium,4,more than 4,medium,low,unacceptable
very high,medium,4,more than 4,medium,medium,acceptable
very high,medium,4,more than 4,medium,high,acceptable
very high,medium,4,more than 4,big,low,unacceptable
very high,medium,4,more than 4,big,medium,acceptable
very high,medium,4,more than 4,big,high,acceptable
very high,medium,5 or more,2,small,low,unacceptable
very high,medium,5 or more,2,small,medium,unacceptable
very high,medium,5 or more,2,small,high,unacceptable
very high,medium,5 or more,2,medium,low,unacceptable
very high,medium,5 or more,2,medium,medium,unacceptable
very high,medium,5 or more,2,medium,high,unacceptable
very high,medium,5 or more,2,big,low,unacceptable
very high,medium,5 or more,2,big,medium,unacceptable
very high,medium,5 or more,2,big,high,unacceptable
very high,medium,5 or more,4,small,low,unacceptable
very high,medium,5 or more,4,small,medium,unacceptable
very high,medium,5 or more,4,small,high,acceptable
very high,medium,5 or more,4,medium,low,unacceptable
very high,medium,5 or more,4,medium,medium,acceptable
very high,medium,5 or more,4,medium,high,acceptable
very high,medium,5 or more,4,big,low,unacceptable
very high,medium,5 or more,4,big,medium,acceptable
very high,medium,5 or more,4,big,high,acceptable
very high,medium,5 or more,more than 4,small,low,unacceptable
very high,medium,5 or more,more than 4,small,medium,unacceptable
very high,medium,5 or more,more than 4,small,high,acceptable
very high,medium,5 or more,more than 4,medium,low,unacceptable
very high,medium,5 or more,more than 4,medium,medium,acceptable
very high,medium,5 or more,more than 4,medium,high,acceptable
very high,medium,5 or more,more than 4,big,low,unacceptable
very high,medium,5 or more,more than 4,big,medium,acceptable
very high,medium,5 or more,more than 4,big,high,acceptable
very high,low,2,2,small,low,unacceptable
very high,low,2,2,small,medium,unacceptable
very high,low,2,2,small,high,unacceptable
very high,low,2,2,medium,low,unacceptable
very high,low,2,2,medium,medium,unacceptable
very high,low,2,2,medium,high,unacceptable
very high,low,2,2,big,low,unacceptable
very high,low,2,2,big,medium,unacceptable
very high,low,2,2,big,high,unacceptable
very high,low,2,4,small,low,unacceptable
very high,low,2,4,small,medium,unacceptable
very high,low,2,4,small,high,acceptable
very high,low,2,4,medium,low,unacceptable
very high,low,2,4,medium,medium,unacceptable
very high,low,2,4,medium,high,acceptable
very high,low,2,4,big,low,unacceptable
very high,low,2,4,big,medium,acceptable
very high,low,2,4,big,high,acceptable
very high,low,2,more than 4,small,low,unacceptable
very high,low,2,more than 4,small,medium,unacceptable
very high,low,2,more than 4,small,high,unacceptable
very high,low,2,more than 4,medium,low,unacceptable
very high,low,2,more than 4,medium,medium,unacceptable
very high,low,2,more than 4,medium,high,acceptable
very high,low,2,more than 4,big,low,unacceptable
very high,low,2,more than 4,big,medium,acceptable
very high,low,2,more than 4,big,high,acceptable
very high,low,3,2,small,low,unacceptable
very high,low,3,2,small,medium,unacceptable
very high,low,3,2,small,high,unacceptable
very high,low,3,2,medium,low,unacceptable
very high,low,3,2,medium,medium,unacceptable
very high,low,3,2,medium,high,unacceptable
very high,low,3,2,big,low,unacceptable
very high,low,3,2,big,medium,unacceptable
very high,low,3,2,big,high,unacceptable
very high,low,3,4,small,low,unacceptable
very high,low,3,4,small,medium,unacceptable
very high,low,3,4,small,high,acceptable
very high,low,3,4,medium,low,unacceptable
very high,low,3,4,medium,medium,unacceptable
very high,low,3,4,medium,high,acceptable
very high,low,3,4,big,low,unacceptable
very high,low,3,4,big,medium,acceptable
very high,low,3,4,big,high,acceptable
very high,low,3,more than 4,small,low,unacceptable
very high,low,3,more than 4,small,medium,unacceptable
very high,low,3,more than 4,small,high,acceptable
very high,low,3,more than 4,medium,low,unacceptable
very high,low,3,more than 4,medium,medium,acceptable
very high,low,3,more than 4,medium,high,acceptable
very high,low,3,more than 4,big,low,unacceptable
very high,low,3,more than 4,big,medium,acceptable
very high,low,3,more than 4,big,high,acceptable
very high,low,4,2,small,low,unacceptable
very high,low,4,2,small,medium,unacceptable
very high,low,4,2,small,high,unacceptable
very high,low,4,2,medium,low,unacceptable
very high,low,4,2,medium,medium,unacceptable
very high,low,4,2,medium,high,unacceptable
very high,low,4,2,big,low,unacceptable
very high,low,4,2,big,medium,unacceptable
very high,low,4,2,big,high,unacceptable
very high,low,4,4,small,low,unacceptable
very high,low,4,4,small,medium,unacceptable
very high,low,4,4,small,high,acceptable
very high,low,4,4,medium,low,unacceptable
very high,low,4,4,medium,medium,acceptable
very high,low,4,4,medium,high,acceptable
very high,low,4,4,big,low,unacceptable
very high,low,4,4,big,medium,acceptable
very high,low,4,4,big,high,acceptable
very high,low,4,more than 4,small,low,unacceptable
very high,low,4,more than 4,small,medium,unacceptable
very high,low,4,more than 4,small,high,acceptable
very high,low,4,more than 4,medium,low,unacceptable
very high,low,4,more than 4,medium,medium,acceptable
very high,low,4,more than 4,medium,high,acceptable
very high,low,4,more than 4,big,low,unacceptable
very high,low,4,more than 4,big,medium,acceptable
very high,low,4,more than 4,big,high,acceptable
very high,low,5 or more,2,small,low,unacceptable
very high,low,5 or more,2,small,medium,unacceptable
very high,low,5 or more,2,small,high,unacceptable
very high,low,5 or more,2,medium,low,unacceptable
very high,low,5 or more,2,medium,medium,unacceptable
very high,low,5 or more,2,medium,high,unacceptable
very high,low,5 or more,2,big,low,unacceptable
very high,low,5 or more,2,big,medium,unacceptable
very high,low,5 or more,2,big,high,unacceptable
very high,low,5 or more,4,small,low,unacceptable
very high,low,5 or more,4,small,medium,unacceptable
very high,low,5 or more,4,small,high,acceptable
very high,low,5 or more,4,medium,low,unacceptable
very high,low,5 or more,4,medium,medium,acceptable
very high,low,5 or more,4,medium,high,acceptable
very high,low,5 or more,4,big,low,unacceptable
very high,low,5 or more,4,big,medium,acceptable
very high,low,5 or more,4,big,high,acceptable
very high,low,5 or more,more than 4,small,low,unacceptable
very high,low,5 or more,more than 4,small,medium,unacceptable
very high,low,5 or more,more than 4,small,high,acceptable
very high,low,5 or more,more than 4,medium,low,unacceptable
very high,low,5 or more,more than 4,medium,medium,acceptable
very high,low,5 or more,more than 4,medium,high,acceptable
very high,low,5 or more,more than 4,big,low,unacceptable
very high,low,5 or more,more than 4,big,medium,acceptable
very high,low,5 or more,more than 4,big,high,acceptable
high,very high,2,2,small,low,unacceptable
high,very high,2,2,small,medium,unacceptable
high,very high,2,2,small,high,unacceptable
high,very high,2,2,medium,low,unacceptable
high,very high,2,2,medium,medium,unacceptable
high,very high,2,2,medium,high,unacceptable
high,very high,2,2,big,low,unacceptable
high,very high,2,2,big,medium,unacceptable
high,very high,2,2,big,high,unacceptable
high,very high,2,4,small,low,unacceptable
high,very high,2,4,small,medium,unacceptable
high,very high,2,4,small,high,unacceptable
high,very high,2,4,medium,low,unacceptable
high,very high,2,4,medium,medium,unacceptable
high,very high,2,4,medium,high,unacceptable
high,very high,2,4,big,low,unacceptable
high,very high,2,4,big,medium,unacceptable
high,very high,2,4,big,high,unacceptable
high,very high,2,more than 4,small,low,unacceptable
high,very high,2,more than 4,small,medium,unacceptable
high,very high,2,more than 4,small,high,unacceptable
high,very high,2,more than 4,medium,low,unacceptable
high,very high,2,more than 4,medium,medium,unacceptable
high,very high,2,more than 4,medium,high,unacceptable
high,very high,2,more than 4,big,low,unacceptable
high,very high,2,more than 4,big,medium,unacceptable
high,very high,2,more than 4,big,high,unacceptable
high,very high,3,2,small,low,unacceptable
high,very high,3,2,small,medium,unacceptable
high,very high,3,2,small,high,unacceptable
high,very high,3,2,medium,low,unacceptable
high,very high,3,2,medium,medium,unacceptable
high,very high,3,2,medium,high,unacceptable
high,very high,3,2,big,low,unacceptable
high,very high,3,2,big,medium,unacceptable
high,very high,3,2,big,high,unacceptable
high,very high,3,4,small,low,unacceptable
high,very high,3,4,small,medium,unacceptable
high,very high,3,4,small,high,unacceptable
high,very high,3,4,medium,low,unacceptable
high,very high,3,4,medium,medium,unacceptable
high,very high,3,4,medium,high,unacceptable
high,very high,3,4,big,low,unacceptable
high,very high,3,4,big,medium,unacceptable
high,very high,3,4,big,high,unacceptable
high,very high,3,more than 4,small,low,unacceptable
high,very high,3,more than 4,small,medium,unacceptable
high,very high,3,more than 4,small,high,unacceptable
high,very high,3,more than 4,medium,low,unacceptable
high,very high,3,more than 4,medium,medium,unacceptable
high,very high,3,more than 4,medium,high,unacceptable
high,very high,3,more than 4,big,low,unacceptable
high,very high,3,more than 4,big,medium,unacceptable
high,very high,3,more than 4,big,high,unacceptable
high,very high,4,2,small,low,unacceptable
high,very high,4,2,small,medium,unacceptable
high,very high,4,2,small,high,unacceptable
high,very high,4,2,medium,low,unacceptable
high,very high,4,2,medium,medium,unacceptable
high,very high,4,2,medium,high,unacceptable
high,very high,4,2,big,low,unacceptable
high,very high,4,2,big,medium,unacceptable
high,very high,4,2,big,high,unacceptable
high,very high,4,4,small,low,unacceptable
high,very high,4,4,small,medium,unacceptable
high,very high,4,4,small,high,unacceptable
high,very high,4,4,medium,low,unacceptable
high,very high,4,4,medium,medium,unacceptable
high,very high,4,4,medium,high,unacceptable
high,very high,4,4,big,low,unacceptable
high,very high,4,4,big,medium,unacceptable
high,very high,4,4,big,high,unacceptable
high,very high,4,more than 4,small,low,unacceptable
high,very high,4,more than 4,small,medium,unacceptable
high,very high,4,more than 4,small,high,unacceptable
high,very high,4,more than 4,medium,low,unacceptable
high,very high,4,more than 4,medium,medium,unacceptable
high,very high,4,more than 4,medium,high,unacceptable
high,very high,4,more than 4,big,low,unacceptable
high,very high,4,more than 4,big,medium,unacceptable
high,very high,4,more than 4,big,high,unacceptable
high,very high,5 or more,2,small,low,unacceptable
high,very high,5 or more,2,small,medium,unacceptable
high,very high,5 or more,2,small,high,unacceptable
high,very high,5 or more,2,medium,low,unacceptable
high,very high,5 or more,2,medium,medium,unacceptable
high,very high,5 or more,2,medium,high,unacceptable
high,very high,5 or more,2,big,low,unacceptable
high,very high,5 or more,2,big,medium,unacceptable
high,very high,5 or more,2,big,high,unacceptable
high,very high,5 or more,4,small,low,unacceptable
high,very high,5 or more,4,small,medium,unacceptable
high,very high,5 or more,4,small,high,unacceptable
high,very high,5 or more,4,medium,low,unacceptable
high,very high,5 or more,4,medium,medium,unacceptable
high,very high,5 or more,4,medium,high,unacceptable
high,very high,5 or more,4,big,low,unacceptable
high,very high,5 or more,4,big,medium,unacceptable
high,very high,5 or more,4,big,high,unacceptable
high,very high,5 or more,more than 4,small,low,unacceptable
high,very high,5 or more,more than 4,small,medium,unacceptable
high,very high,5 or more,more than 4,small,high,unacceptable
high,very high,5 or more,more than 4,medium,low,unacceptable
high,very high,5 or more,more than 4,medium,medium,unacceptable
high,very high,5 or more,more than 4,medium,high,unacceptable
high,very high,5 or more,more than 4,big,low,unacceptable
high,very high,5 or more,more than 4,big,medium,unacceptable
high,very high,5 or more,more than 4,big,high,unacceptable
high,high,2,2,small,low,unacceptable
high,high,2,2,small,medium,unacceptable
high,high,2,2,small,high,unacceptable
high,high,2,2,medium,low,unacceptable
high,high,2,2,medium,medium,unacceptable
high,high,2,2,medium,high,unacceptable
high,high,2,2,big,low,unacceptable
high,high,2,2,big,medium,unacceptable
high,high,2,2,big,high,unacceptable
high,high,2,4,small,low,unacceptable
high,high,2,4,small,medium,unacceptable
high,high,2,4,small,high,acceptable
high,high,2,4,medium,low,unacceptable
high,high,2,4,medium,medium,unacceptable
high,high,2,4,medium,high,acceptable
high,high,2,4,big,low,unacceptable
high,high,2,4,big,medium,acceptable
high,high,2,4,big,high,acceptable
high,high,2,more than 4,small,low,unacceptable
high,high,2,more than 4,small,medium,unacceptable
high,high,2,more than 4,small,high,unacceptable
high,high,2,more than 4,medium,low,unacceptable
high,high,2,more than 4,medium,medium,unacceptable
high,high,2,more than 4,medium,high,acceptable
high,high,2,more than 4,big,low,unacceptable
high,high,2,more than 4,big,medium,acceptable
high,high,2,more than 4,big,high,acceptable
high,high,3,2,small,low,unacceptable
high,high,3,2,small,medium,unacceptable
high,high,3,2,small,high,unacceptable
high,high,3,2,medium,low,unacceptable
high,high,3,2,medium,medium,unacceptable
high,high,3,2,medium,high,unacceptable
high,high,3,2,big,low,unacceptable
high,high,3,2,big,medium,unacceptable
high,high,3,2,big,high,unacceptable
high,high,3,4,small,low,unacceptable
high,high,3,4,small,medium,unacceptable
high,high,3,4,small,high,acceptable
high,high,3,4,medium,low,unacceptable
high,high,3,4,medium,medium,unacceptable
high,high,3,4,medium,high,acceptable
high,high,3,4,big,low,unacceptable
high,high,3,4,big,medium,acceptable
high,high,3,4,big,high,acceptable
high,high,3,more than 4,small,low,unacceptable
high,high,3,more than 4,small,medium,unacceptable
high,high,3,more than 4,small,high,acceptable
high,high,3,more than 4,medium,low,unacceptable
high,high,3,more than 4,medium,medium,acceptable
high,high,3,more than 4,medium,high,acceptable
high,high,3,more than 4,big,low,unacceptable
high,high,3,more than 4,big,medium,acceptable
high,high,3,more than 4,big,high,acceptable
high,high,4,2,small,low,unacceptable
high,high,4,2,small,medium,unacceptable
high,high,4,2,small,high,unacceptable
high,high,4,2,medium,low,unacceptable
high,high,4,2,medium,medium,unacceptable
high,high,4,2,medium,high,unacceptable
high,high,4,2,big,low,unacceptable
high,high,4,2,big,medium,unacceptable
high,high,4,2,big,high,unacceptable
high,high,4,4,small,low,unacceptable
high,high,4,4,small,medium,unacceptable
high,high,4,4,small,high,acceptable
high,high,4,4,medium,low,unacceptable
high,high,4,4,medium,medium,acceptable
high,high,4,4,medium,high,acceptable
high,high,4,4,big,low,unacceptable
high,high,4,4,big,medium,acceptable
high,high,4,4,big,high,acceptable
high,high,4,more than 4,small,low,unacceptable
high,high,4,more than 4,small,medium,unacceptable
high,high,4,more than 4,small,high,acceptable
high,high,4,more than 4,medium,low,unacceptable
high,high,4,more than 4,medium,medium,acceptable
high,high,4,more than 4,medium,high,acceptable
high,high,4,more than 4,big,low,unacceptable
high,high,4,more than 4,big,medium,acceptable
high,high,4,more than 4,big,high,acceptable
high,high,5 or more,2,small,low,unacceptable
high,high,5 or more,2,small,medium,unacceptable
high,high,5 or more,2,small,high,unacceptable
high,high,5 or more,2,medium,low,unacceptable
high,high,5 or more,2,medium,medium,unacceptable
high,high,5 or more,2,medium,high,unacceptable
high,high,5 or more,2,big,low,unacceptable
high,high,5 or more,2,big,medium,unacceptable
high,high,5 or more,2,big,high,unacceptable
high,high,5 or more,4,small,low,unacceptable
high,high,5 or more,4,small,medium,unacceptable
high,high,5 or more,4,small,high,acceptable
high,high,5 or more,4,medium,low,unacceptable
high,high,5 or more,4,medium,medium,acceptable
high,high,5 or more,4,medium,high,acceptable
high,high,5 or more,4,big,low,unacceptable
high,high,5 or more,4,big,medium,acceptable
high,high,5 or more,4,big,high,acceptable
high,high,5 or more,more than 4,small,low,unacceptable
high,high,5 or more,more than 4,small,medium,unacceptable
high,high,5 or more,more than 4,small,high,acceptable
high,high,5 or more,more than 4,medium,low,unacceptable
high,high,5 or more,more than 4,medium,medium,acceptable
high,high,5 or more,more than 4,medium,high,acceptable
high,high,5 or more,more than 4,big,low,unacceptable
high,high,5 or more,more than 4,big,medium,acceptable
high,high,5 or more,more than 4,big,high,acceptable
high,medium,2,2,small,low,unacceptable
